track_name,track_pop,artist,album,length,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Moonlight,90,Kali Uchis,Moonlight,187557,spotify:track:2i2gDpKKWjvnRTOZRhaPh2,0.639,0.723,7,-6.462,0,0.0532,0.511,0.0,0.167,0.878,136.872,audio_features,2i2gDpKKWjvnRTOZRhaPh2,spotify:track:2i2gDpKKWjvnRTOZRhaPh2,https://api.spotify.com/v1/tracks/2i2gDpKKWjvnRTOZRhaPh2,https://api.spotify.com/v1/audio-analysis/2i2gDpKKWjvnRTOZRhaPh2,187558,4
The Ballet Girl,12,Aden Foyer,The Ballet Girl,201424,spotify:track:1yVBxI8TaIL86Rrmah83fd,0.694,0.816,1,-4.741,1,0.0293,0.0796,1.17e-06,0.103,0.601,118.036,audio_features,1yVBxI8TaIL86Rrmah83fd,spotify:track:1yVBxI8TaIL86Rrmah83fd,https://api.spotify.com/v1/tracks/1yVBxI8TaIL86Rrmah83fd,https://api.spotify.com/v1/audio-analysis/1yVBxI8TaIL86Rrmah83fd,201425,4
Turnt UP,29,Ydizz,Turnt UP,203650,spotify:track:7uynTUyBJRezIvfxwSMOmf,0.819,0.475,2,-11.624,1,0.276,0.133,0.0,0.0897,0.233,123.023,audio_features,7uynTUyBJRezIvfxwSMOmf,spotify:track:7uynTUyBJRezIvfxwSMOmf,https://api.spotify.com/v1/tracks/7uynTUyBJRezIvfxwSMOmf,https://api.spotify.com/v1/audio-analysis/7uynTUyBJRezIvfxwSMOmf,203651,4
Kill Bill,94,SZA,SOS,153946,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,audio_features,1Qrg8KqiBpW07V7PNxwwwL,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/tracks/1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/audio-analysis/1Qrg8KqiBpW07V7PNxwwwL,153947,4
Willing To Ride,31,ZayFr0mDaG,WoodG Baby,152320,spotify:track:0o8eD6QWHMh3iEwo9xCNSt,0.733,0.561,9,-8.459,1,0.181,0.195,1.63e-06,0.366,0.345,141.059,audio_features,0o8eD6QWHMh3iEwo9xCNSt,spotify:track:0o8eD6QWHMh3iEwo9xCNSt,https://api.spotify.com/v1/tracks/0o8eD6QWHMh3iEwo9xCNSt,https://api.spotify.com/v1/audio-analysis/0o8eD6QWHMh3iEwo9xCNSt,152320,4
Apocalypse,86,Cigarettes After Sex,Cigarettes After Sex,290616,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,0.37,0.467,5,-9.013,1,0.0273,0.0205,0.572,0.109,0.182,94.485,audio_features,0yc6Gst2xkRu0eMLeRMGCX,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,https://api.spotify.com/v1/tracks/0yc6Gst2xkRu0eMLeRMGCX,https://api.spotify.com/v1/audio-analysis/0yc6Gst2xkRu0eMLeRMGCX,290617,4
Atlantis,88,Seafret,Tell Me It's Real (Expanded Edition),229173,spotify:track:1Fid2jjqsHViMX6xNH70hE,0.4,0.479,8,-7.989,0,0.0308,0.0529,2.14e-06,0.115,0.213,166.159,audio_features,1Fid2jjqsHViMX6xNH70hE,spotify:track:1Fid2jjqsHViMX6xNH70hE,https://api.spotify.com/v1/tracks/1Fid2jjqsHViMX6xNH70hE,https://api.spotify.com/v1/audio-analysis/1Fid2jjqsHViMX6xNH70hE,229173,4
Heat Waves,53,Glass Animals,Dreamland (+ Bonus Levels),238805,spotify:track:02MWAaffLxlfxAUY7c5dvx,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,02MWAaffLxlfxAUY7c5dvx,spotify:track:02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/tracks/02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/audio-analysis/02MWAaffLxlfxAUY7c5dvx,238805,4
Fade Away,45,WYATT,Fade Away,300000,spotify:track:73aUnuj2x9KeKDgriFHQbc,0.654,0.704,2,-7.059,1,0.0351,0.00517,0.0565,0.0714,0.799,143.999,audio_features,73aUnuj2x9KeKDgriFHQbc,spotify:track:73aUnuj2x9KeKDgriFHQbc,https://api.spotify.com/v1/tracks/73aUnuj2x9KeKDgriFHQbc,https://api.spotify.com/v1/audio-analysis/73aUnuj2x9KeKDgriFHQbc,300000,4
Super Freaky Girl,80,Nicki Minaj,Super Freaky Girl,170977,spotify:track:4C6Uex2ILwJi9sZXRdmqXp,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,audio_features,4C6Uex2ILwJi9sZXRdmqXp,spotify:track:4C6Uex2ILwJi9sZXRdmqXp,https://api.spotify.com/v1/tracks/4C6Uex2ILwJi9sZXRdmqXp,https://api.spotify.com/v1/audio-analysis/4C6Uex2ILwJi9sZXRdmqXp,170977,4
I Ain't Worried,94,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",148485,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,audio_features,4h9wh7iOZ0GGn8QVp4RAOB,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/tracks/4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/audio-analysis/4h9wh7iOZ0GGn8QVp4RAOB,148486,4
THE SHADE,82,Rex Orange County,WHO CARES?,181506,spotify:track:1gH1h30wkQdd9zhY3j7a8T,0.898,0.509,5,-7.973,1,0.062,0.391,0.0,0.0876,0.727,119.869,audio_features,1gH1h30wkQdd9zhY3j7a8T,spotify:track:1gH1h30wkQdd9zhY3j7a8T,https://api.spotify.com/v1/tracks/1gH1h30wkQdd9zhY3j7a8T,https://api.spotify.com/v1/audio-analysis/1gH1h30wkQdd9zhY3j7a8T,181507,4
Options,43,MAI TY,Options,131724,spotify:track:4TxpIGb6ke1k2pomLDL6Ph,0.721,0.596,11,-8.367,0,0.32,0.0269,0.0,0.0852,0.363,174.016,audio_features,4TxpIGb6ke1k2pomLDL6Ph,spotify:track:4TxpIGb6ke1k2pomLDL6Ph,https://api.spotify.com/v1/tracks/4TxpIGb6ke1k2pomLDL6Ph,https://api.spotify.com/v1/audio-analysis/4TxpIGb6ke1k2pomLDL6Ph,131724,4
As It Was,92,Harry Styles,As It Was,167303,spotify:track:4LRPiXqCikLlN15c3yImP7,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,audio_features,4LRPiXqCikLlN15c3yImP7,spotify:track:4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/tracks/4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/audio-analysis/4LRPiXqCikLlN15c3yImP7,167303,4
With you,26,reubencmg,With you,176000,spotify:track:4HftZQccFAnZ6lRvZOACZI,0.592,0.634,11,-9.866,1,0.321,0.584,4.69e-05,0.0934,0.886,89.578,audio_features,4HftZQccFAnZ6lRvZOACZI,spotify:track:4HftZQccFAnZ6lRvZOACZI,https://api.spotify.com/v1/tracks/4HftZQccFAnZ6lRvZOACZI,https://api.spotify.com/v1/audio-analysis/4HftZQccFAnZ6lRvZOACZI,176000,4
Mount Everest,83,Labrinth,Imagination & the Misfit Kid,157497,spotify:track:1ZdhOMWyFR8Iv9eylMGYg2,0.494,0.428,0,-7.239,0,0.205,0.236,0.0698,0.0816,0.44,87.724,audio_features,1ZdhOMWyFR8Iv9eylMGYg2,spotify:track:1ZdhOMWyFR8Iv9eylMGYg2,https://api.spotify.com/v1/tracks/1ZdhOMWyFR8Iv9eylMGYg2,https://api.spotify.com/v1/audio-analysis/1ZdhOMWyFR8Iv9eylMGYg2,157497,4
