track_name,track_pop,artist,artist_pop,album,length,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,rank,song_name,artist_name,total_likes_count,number_of_videos,number_of_videos_last_14days,youtube_platform_id,spotify_platform_id,tiktok_platform_id,itunes_platform_id,itunes_album_platform_id,song_guid
Loco,69,Justin Quiles,77,La Última Promesa,231603,spotify:track:6b2HYgqcK9mvktt4GxAu72,0.771,0.885,8,-3.66,1,0.0508,0.222,0.0,0.0918,0.826,128.031,audio_features,6b2HYgqcK9mvktt4GxAu72,spotify:track:6b2HYgqcK9mvktt4GxAu72,https://api.spotify.com/v1/tracks/6b2HYgqcK9mvktt4GxAu72,https://api.spotify.com/v1/audio-analysis/6b2HYgqcK9mvktt4GxAu72,231604,4,1401,"Justin Quiles, @ChimbalaHD  @ZionLennox   - Loco (Video Oficial)",zionylennox & JQuiles & chimbalaofficial_,109085203,653284,-1616,WCisFFHDVOI,6b2HYgqcK9mvktt4GxAu72,6966606861491653381,1566129088,1566129086,UPyh37tPDLIQ
Angel,0,Shaggy,71,Hot Shot (UK EDITION WITH 2 BONUS TRACKS & 2 VIDS),235133,spotify:track:0zbfxaHhnFQoKhQ189Z5Wa,0.806,0.763,6,-2.924,1,0.0954,0.121,0.0,0.0434,0.826,85.299,audio_features,0zbfxaHhnFQoKhQ189Z5Wa,spotify:track:0zbfxaHhnFQoKhQ189Z5Wa,https://api.spotify.com/v1/tracks/0zbfxaHhnFQoKhQ189Z5Wa,https://api.spotify.com/v1/audio-analysis/0zbfxaHhnFQoKhQ189Z5Wa,235133,4,1403,Shaggy - Angel ft. Rayvon (Official Music Video),DiRealShaggy,14412864,653100,40200,XWJrPzAUzAs,0zbfxaHhnFQoKhQ189Z5Wa,6740851849433204738,1449316047,1449315854,efSyVYIlrCTe
Cruel Summer,58,Taylor Swift,100,The More Lover Chapter,178426,spotify:track:3kAlKG1AxTRxGIVbkABIpK,0.547,0.696,9,-5.737,1,0.147,0.11,7.61e-06,0.106,0.579,169.954,audio_features,3kAlKG1AxTRxGIVbkABIpK,spotify:track:3kAlKG1AxTRxGIVbkABIpK,https://api.spotify.com/v1/tracks/3kAlKG1AxTRxGIVbkABIpK,https://api.spotify.com/v1/audio-analysis/3kAlKG1AxTRxGIVbkABIpK,178427,4,1404,Taylor Swift - Cruel Summer (Official Audio),Taylor Swift,145464309,653000,130423,ic8j13piAhQ,3kAlKG1AxTRxGIVbkABIpK,6740851367465715714,1468058171,1468058165,96aRyfuBp09W
sun and moon,71,anees,58,summer camp,151507,spotify:track:7m4BsKrYkOFy3VNmAMu5bO,0.815,0.442,6,-7.462,0,0.107,0.457,0.0,0.101,0.706,90.019,audio_features,7m4BsKrYkOFy3VNmAMu5bO,spotify:track:7m4BsKrYkOFy3VNmAMu5bO,https://api.spotify.com/v1/tracks/7m4BsKrYkOFy3VNmAMu5bO,https://api.spotify.com/v1/audio-analysis/7m4BsKrYkOFy3VNmAMu5bO,151508,4,1405,Anees - Sun and Moon (Official Video),anees,46626167,651800,-2728,XnJxjvNqLX8,7m4BsKrYkOFy3VNmAMu5bO,7075436190962288642,1614374762,1614374760,CIUCZ3VfzSPy
Потеряли пацана,0,Tanir & Tyomcha,47,Потеряли пацана,156800,spotify:track:1raOoqhQ2AHWcFi5FYMssN,0.778,0.719,9,-5.733,0,0.0604,0.102,9.23e-06,0.108,0.65,150.06,audio_features,1raOoqhQ2AHWcFi5FYMssN,spotify:track:1raOoqhQ2AHWcFi5FYMssN,https://api.spotify.com/v1/tracks/1raOoqhQ2AHWcFi5FYMssN,https://api.spotify.com/v1/audio-analysis/1raOoqhQ2AHWcFi5FYMssN,156800,4,1406,Tanir & Tyomcha - Потеряли пацана (Lyric Video),Tanir & Tyomcha,101089889,651800,-2800,XyTxj7DFy_0,1raOoqhQ2AHWcFi5FYMssN,7020378141491350274,1591274739,1591274738,nsm3hODxa8P7
edamame (feat. Rich Brian),75,bbno$,70,edamame (feat. Rich Brian),133706,spotify:track:1uMHCAyGmHqyygoNRuo7MV,0.815,0.848,4,-4.704,0,0.115,0.023,0.000162,0.0265,0.684,106.032,audio_features,1uMHCAyGmHqyygoNRuo7MV,spotify:track:1uMHCAyGmHqyygoNRuo7MV,https://api.spotify.com/v1/tracks/1uMHCAyGmHqyygoNRuo7MV,https://api.spotify.com/v1/audio-analysis/1uMHCAyGmHqyygoNRuo7MV,133707,4,1407,bbno$ & Rich Brian - edamame (Official Video),bbno$ & Rich Brian,469281418,651780,2895,K6BRna4_bmg,1uMHCAyGmHqyygoNRuo7MV,6990787596158765058,1575996416,1575996409,PwAQeThhhKK6
Piece Of Your Heart,0,MEDUZA,75,Piece Of Your Heart,152913,spotify:track:5p1ex0pXv6jSPJ6QbumQpD,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,audio_features,5p1ex0pXv6jSPJ6QbumQpD,spotify:track:5p1ex0pXv6jSPJ6QbumQpD,https://api.spotify.com/v1/tracks/5p1ex0pXv6jSPJ6QbumQpD,https://api.spotify.com/v1/audio-analysis/5p1ex0pXv6jSPJ6QbumQpD,152913,4,1408,"MEDUZA, Goodboys - Piece Of Your Heart (Official Video)",Meduza,102750876,651300,-1200,KE2SSftvFU4,5p1ex0pXv6jSPJ6QbumQpD,5000000001449911564,1449911564,1449911562,C89n74fFEEwE
"The Business, Pt. II",59,Tiësto,82,"The Business, Pt. II",164267,spotify:track:0SZPXD0uEl72YjUVY2K3E9,0.658,0.747,8,-6.567,0,0.0971,0.138,0.0,0.129,0.326,120.073,audio_features,0SZPXD0uEl72YjUVY2K3E9,spotify:track:0SZPXD0uEl72YjUVY2K3E9,https://api.spotify.com/v1/tracks/0SZPXD0uEl72YjUVY2K3E9,https://api.spotify.com/v1/audio-analysis/0SZPXD0uEl72YjUVY2K3E9,164268,4,1409,"Tiësto & Ty Dolla $ign - The Business, Pt. II (Official Lyric Video)",Tiësto,42778235,651022,4580,fVuw7VCefME,0SZPXD0uEl72YjUVY2K3E9,6872860430381877249,1549275044,1549275043,0coBE1IKwzye
AY AY AY,42,Q Park,28,AY AY AY,145973,spotify:track:11ohYWiNcQLwMRrOo88ikv,0.84,0.931,5,-2.108,0,0.0582,0.0352,2.86e-06,0.306,0.967,95.002,audio_features,11ohYWiNcQLwMRrOo88ikv,spotify:track:11ohYWiNcQLwMRrOo88ikv,https://api.spotify.com/v1/tracks/11ohYWiNcQLwMRrOo88ikv,https://api.spotify.com/v1/audio-analysis/11ohYWiNcQLwMRrOo88ikv,145973,4,1410,Q Park - AY AY AY (Official Music Video),Q Park,75341667,650568,-888,xOCzMFI_7YY,11ohYWiNcQLwMRrOo88ikv,6770696442014091265,1491635954,1491635949,vJteFeszRB54
Game,64,Shooter Kahlon,50,Game,274666,spotify:track:0TNB0RJsCi4WmeYtRqyAdt,0.562,0.749,4,-5.897,0,0.288,0.0683,0.0,0.222,0.557,180.137,audio_features,0TNB0RJsCi4WmeYtRqyAdt,spotify:track:0TNB0RJsCi4WmeYtRqyAdt,https://api.spotify.com/v1/tracks/0TNB0RJsCi4WmeYtRqyAdt,https://api.spotify.com/v1/audio-analysis/0TNB0RJsCi4WmeYtRqyAdt,274667,4,1411,GAME  (Full Video)  Shooter Kahlon | Sidhu Moose Wala | Hunny PK Films | Gold Media | 5911 Records,mrpattlo781,26525078,650468,8868,2L6gsn7rGqI,0TNB0RJsCi4WmeYtRqyAdt,6963970530807973889,1529863568,1529863322,MI25rBvEq3da
