track_name,track_pop,artist,artist_pop,album,length,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,song_name,artist_name,total_likes_count,number_of_videos,number_of_videos_last_14days
Pressure,0,Yungster Jack,3,Pressure,135732,0.75,0.427,1.0,-9.395,1.0,0.33,0.03,0.0,0.106,0.772,85.021,5ROOB1w1JX6EE35Okui9YO,135732.0,4.0,Yungster Jack - Pressure (Lyrics),wound,56380684,168580,-883
Mala Mía,69,Maluma,82,Mala Mía,183752,0.749,0.752,6.0,-4.883,1.0,0.345,0.31,0.0,0.232,0.901,180.049,62o8KoI44JfN7aYxgTnPvh,183753.0,4.0,Maluma - Mala Mía (Official Video),Juan Luis,4355698,168500,4400
Волки,43,Руслан Добрый,34,Волки,181530,0.895,0.8,10.0,-5.42,0.0,0.181,0.435,0.0101,0.0861,0.582,97.99,1nBddWzOspQMeIF9URE5JA,181531.0,4.0,🐺 Волки - Tural Everest & Руслан Добрый | НОВЫЙ КЛИП,Руслан Добрый & Tural Everest,6890970,168500,800
Murder On My Mind,0,YNW Melly,74,Murder On My Mind,267794,0.764,0.777,0.0,-6.787,0.0,0.0447,0.15,2.92e-06,0.118,0.663,115.025,3bgBu7FeF4YS3o7fTn19vF,267794.0,4.0,YNW Melly - Murder On My Mind [Official Video],YNW Melly,29285884,168400,1100
Rabba Lakh Lakh Shukar Manaawa,16,Nusrat Fateh Ali Khan,65,Shan-E-Kudrat Ilham,856000,0.446,0.917,1.0,-3.205,0.0,0.156,0.403,0.0,0.816,0.772,110.845,5wKaIFvQtWmk1K71bAMZVN,856000.0,4.0,Rabba Lakh Lakh Shukar Manaawa - Nusrat Fateh Ali Khan | Official Audio Song,Nusrat Fateh Ali Khan,4048049,168400,373
Menina Debochada - Remix Pisadinha,47,Bárbara Labres,38,Menina Debochada (Remix Pisadinha),142500,0.826,0.926,2.0,-4.754,1.0,0.072,0.15,0.00175,0.0347,0.956,159.972,7nOasAgAN8y6bFpF5G3AuB,142500.0,4.0,Menina Debochada (Remix Pisadinha),Bárbara Labres & Dan Ventura,24426687,168400,-650
ส่งซิก (ONE DAY),0,บุ๊ค ศุภกาญจน์,35,ส่งซิก (ONE DAY),287454,0.702,0.77,7.0,-6.615,1.0,0.0298,0.0206,0.0,0.382,0.57,110.011,4AyjHbHJtFchYKkOm9WGfi,287455.0,4.0,ส่งซิก (ONE DAY) - บุ๊ค ศุภกาญจน์ [OFFICIAL MV],บุ๊ค ศุภกาญจน์,4830507,168400,3500
Витамин Т,19,T-killah,42,Витамин Т,146099,0.767,0.621,9.0,-6.919,0.0,0.104,0.0501,1.73e-05,0.312,0.563,127.923,5Ly0aFBW6nJPgb6kUDwfQN,146100.0,4.0,Витамин Т,👾T-killah🍸,14505600,168310,-772
Young,1,Vacations,70,Vibes,189160,0.498,0.81,7.0,-4.065,1.0,0.0263,0.00392,0.00717,0.0635,0.594,79.935,3OP8UeYimRl9HCNxMg7Ihl,189160.0,4.0,Vacations - Young (Official Music Video),VACATIONS,117866023,168300,400
Enemy,71,Tommee Profitt,61,Cinematic Songs (Vol. 6),190200,0.581,0.803,2.0,-4.935,0.0,0.152,0.343,0.0,0.0939,0.0686,124.992,5X3T8jHNIJSXviiDmiBdz0,190200.0,4.0,"Enemy - Tommee Profitt, Sam Tinnesz & Beacon Light",Sam Tinnesz & Tommee Profitt,23022852,168300,900
Karlar Yağdı Dağlarıma,28,Ahmet Arslan,24,Kafam Bozuk,375040,0.393,0.639,0.0,-7.022,0.0,0.0469,0.622,0.000314,0.28,0.177,158.655,31K4yo13INmwSaquHawLSv,375040.0,4.0,AHMET ARSLAN - KARLAR YAĞDI DAĞLARIMA  [BoRMüZiKᴴᴰ],Ahmet Arslan,1692899,168142,-752
Teeth,0,5 Seconds of Summer,75,Teeth,204887,0.755,0.448,3.0,-2.993,0.0,0.0405,0.0508,3.87e-06,0.11,0.431,139.028,1JRK7srBWUtAW7dPabKBwJ,204887.0,4.0,5 Seconds of Summer - Best Years (Acoustic),5 Seconds of Summer,59639424,168142,648
Rüzgar,56,Bilal Hancı,47,Rüzgar,184804,0.69,0.805,5.0,-5.21,0.0,0.12,0.0911,0.0,0.571,0.62,99.969,3e5QNL43WB4zBsW9qQ6F1d,184804.0,4.0,Bilal Hancı & Mustafa Ceceli - Rüzgar,Bilal Hancı,14346518,168100,468
All About That Bass,63,Meghan Trainor,76,All About That Bass,188754,0.811,0.879,9.0,-3.724,1.0,0.0514,0.0476,1.91e-06,0.109,0.962,134.064,0ifSeVGUr7py5GggttDhXw,188754.0,4.0,Meghan Trainor - All About That Bass (Official Video),Meghan Trainor,18771363,168080,2477
Kala Sha Kala,28,Purva Mantri,27,Kala Sha Kala,146525,0.795,0.846,11.0,-5.169,1.0,0.0682,0.241,0.000198,0.331,0.731,100.014,1eMe1y2EoP26FEv4Lenno5,146525.0,4.0,Kala Sha Kala | Purva Mantri | Ramji Gulati,Purva Mantri,8714990,167900,2200
3 Vets,54,The Future Kingz,35,3 Vets,175412,0.918,0.602,11.0,-6.591,1.0,0.264,0.179,0.0,0.11,0.898,145.013,7B2rgsfMqzDCwyChJn0TKr,175412.0,4.0,"""3 VETS"" - The Future Kingz (Official Audio)",thefuturekingz,190265476,167900,-950
Skechers,39,DripReport,49,Skechers,106000,0.886,0.357,1.0,-9.191,1.0,0.139,0.32,0.031,0.109,0.226,100.008,19Z1h2rUlWjrC6Ko3K8pBe,106000.0,4.0,DripReport - Skechers (Official Music Video) Prod. OUHBOY,DripReport,42155075,167900,-467
MALA,0,6ix9ine,71,DUMMY BOY,206550,0.719,0.825,5.0,-3.627,0.0,0.0424,0.689,0.0,0.103,0.789,100.006,0LQ1J0BCzA2qnAgp9MkkNE,206550.0,4.0,MALA (feat. Anuel Aa),6ix9ine,26715381,167852,8887
EL BARCO,60,KAROL G,87,EL BARCO,203933,0.852,0.852,8.0,-3.476,0.0,0.0444,0.574,0.000103,0.326,0.881,143.952,2IViAyalheAvrT9ErMCABT,203933.0,4.0,KAROL G - EL BARCO,Karol G,15873022,167800,2520
DADDY ! DADDY ! DO !,0,Masayuki Suzuki,51,All Time Rock 'n' Roll,254640,0.684,0.815,8.0,-3.826,0.0,0.0496,0.322,0.0,0.12,0.819,138.101,7tdBXBfqfXSWpMaMA8QaES,254640.0,4.0,【DANCE VIDEO】鈴木雅之『DADDY ! DADDY ! DO ! feat. 鈴木愛理』TVアニメ「かぐや様は告らせたい？～天才たちの恋愛頭脳戦～」OP主題歌,🤷🏻‍♂️,2093402,167800,-650
Sabes,72,Reik,76,Secuencia,221200,0.597,0.46,3.0,-6.941,1.0,0.0251,0.537,0.0,0.127,0.217,144.001,37miw1ff4zH0LDuFrBvZ4i,219939.0,4.0,Sabes,ReikMx,8947752,167700,6151
On Top Of The World,0,Imagine Dragons,85,Night Visions (Deluxe),189840,0.507,0.923,0.0,-5.581,1.0,0.173,0.0818,4.63e-06,0.0951,0.768,99.252,4eLSCSELtKxZwXnFbNLXT5,189840.0,4.0,Imagine Dragons - On Top Of The World (Official Music Video),Imagine Dragons,29840632,167700,2874
Thunderstruck,63,AC/DC,79,Iron Man 2,292413,0.495,0.892,4.0,-5.601,1.0,0.0349,0.000128,0.0216,0.207,0.231,133.474,52UWtKlYjZO3dHoRlWuz9S,292413.0,4.0,AC/DC - Thunderstruck (Official Video),AC/DC,37747309,167700,1352
Kalli Ho Gai,55,Jass Manak,61,Age 19,156923,0.509,0.664,4.0,-4.254,0.0,0.262,0.322,0.0,0.376,0.543,78.457,4BtjIWrpjmHZb4rQDY0CwX,156923.0,4.0,Kalli Ho Gai : Jass Manak (Official Song) Punjabi Songs | GK.DIGITAL | Geet MP3,Jass Manak ,5044336,167700,280
Felices los 4,0,Maluma,82,Felices los 4,229848,0.755,0.789,5.0,-4.502,1.0,0.146,0.231,0.0,0.351,0.737,93.973,0qYTZCo5Bwh1nsUFGZP3zn,229849.0,4.0,Maluma - Felices los 4 (Official Video),Juan Luis,13058777,167600,840
Ainda Tô Aí - Ao Vivo,60,Eduardo Costa,66,Ainda Tô Aí (Ao Vivo),195242,0.684,0.717,6.0,-6.209,1.0,0.0281,0.631,0.0,0.82,0.774,138.027,0uaR51nHWtVrVPOFPeGyDq,195243.0,4.0,AINDA TÔ AI | Eduardo Costa (Clipe Oficial ) DVD #ForaDaLei,Eduardo Costa,1598206,167600,8550
Mon Amour - Remix,82,zzoilo,61,Mon Amour (Remix),179940,0.748,0.761,2.0,-6.621,1.0,0.102,0.122,6.56e-06,0.0984,0.362,116.041,5TMLavqGRKNxgzMBrVpC9R,179940.0,4.0,"zzoilo, Aitana - Mon Amour (Remix) - BASADO EN HECHOS REALES",αitana,54321449,167500,-130
It's Ok If You Forget Me,67,Astrid S,64,It's Ok If You Forget Me,204989,0.562,0.379,6.0,-7.625,1.0,0.231,0.526,0.0,0.151,0.258,171.848,312zSwwbPU7C3sTmro4Wx9,204989.0,4.0,Astrid S - It's Ok If You Forget Me (Official Music Video),ASTRID S,13769263,167500,2561
Hotel (Sped Up),60,Lawsy,47,Hotel (Sped Up),128869,0.563,0.824,8.0,-4.432,1.0,0.189,0.0802,0.0,0.221,0.377,135.281,0yQgvvEyDS5xICpMsj6O2k,128871.0,4.0,Lawsy - Hotel (sped up) Lyrics | 3am in the hotel i'm missing you and that throat yea,lawsy,152715443,167400,-3124
Jaga Mata Jaga Hati,42,Mitty Zasia,38,Jaga Mata Jaga Hati,247384,0.687,0.268,11.0,-13.551,0.0,0.039,0.756,0.205,0.116,0.171,129.807,33WPb3Pd4QK1IrASyBYRQb,247385.0,3.0,Mitty Zasia - Jaga Mata Jaga Hati (Official Music Video),MITTY ZASIA,80948007,167300,334
First Date,61,frad,51,First Date,173143,0.732,0.303,4.0,-13.575,1.0,0.057,0.75,0.828,0.141,0.601,82.555,733hyyG8U8kxxebds98nc6,173143.0,4.0,frad - first date,Frad,86302222,167200,-1000
Chun-Li,0,Nicki Minaj,86,Chun-Li,191605,0.643,0.766,6.0,-4.788,0.0,0.384,0.307,1.38e-05,0.107,0.463,97.092,2gTYVoQCUh0QNUaFix01ld,191606.0,4.0,Nicki Minaj - Chun-Li (Vertical Video),Nicki Minaj,13776388,167092,-217
China,78,Anuel AA,86,China,301714,0.786,0.808,7.0,-3.702,1.0,0.0882,0.0846,0.000289,0.0822,0.609,105.027,2ksOAxtIxY8yElEWw8RhgK,301714.0,4.0,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin - China (Video Oficial)",OZUNA & ANUEL & daddyyankee & Karol G & J Balvin,12820564,167000,-586
Tumhara Aur Mera Naam,26,Junaid Jamshed,36,Naam,269205,0.538,0.688,7.0,-10.754,1.0,0.0308,0.0213,0.0119,0.0481,0.767,179.998,5f1NaM8SoCSNdKjWq6oJNr,269205.0,4.0,original sound,JUNAID.DOGGA,5749629,167000,-437
Ismael - En Vivo,18,Danny Felix,34,Ismael (En Vivo),195800,0.733,0.532,8.0,-8.189,1.0,0.0307,0.476,2.4e-05,0.124,0.824,116.096,1DNSgyWVtQp3TqWmksmVgr,195800.0,3.0,Danny Felix - Ismael (En Vivo),Danny Christian,74158991,167000,-600
Liggeey,18,Youssou N'Dour,50,Coffret 3 CD : Eyes open / Joko from village to town / The guide (Wommat),278973,0.771,0.723,9.0,-11.479,1.0,0.0486,0.259,0.11,0.093,0.911,107.018,6v1S51gRfDegDEgFH5HzAA,278973.0,4.0,Liggeey,Youssou N'Dour,2800575,166978,6208
September,0,"Earth, Wind & Fire",71,"Now, Then & Forever",216346,0.689,0.912,9.0,-3.673,1.0,0.0302,0.174,0.000243,0.298,0.982,125.94,06rPFgQsKS607RhYIqCmGq,216347.0,4.0,"Earth, Wind & Fire - September (Official HD Video)","Earth, Wind & Fire",93613067,166960,-620
İnşallah Maşallah,39,Neşe Karaböcek,40,Amerika 2,200650,0.579,0.684,5.0,-12.003,0.0,0.0515,0.287,0.0,0.122,0.904,188.309,1UO8DAEM66E9R2wjUuuOGt,200650.0,4.0,Neşe Karaböcek - İnşallah Maşallah,Neşe Karaböcek,13586018,166900,250
Время молодёжи (Chicagoo Remix),46,Яд Добра,36,Время молодёжи (Chicagoo Remix),137334,0.745,0.716,1.0,-7.801,0.0,0.347,0.147,0.00136,0.523,0.348,100.088,3j0l0ZqmIVo9i3kqWjaFsU,137335.0,4.0,Время молодёжи (Chicagoo Remix),Яд Добра,4570109,166800,600
Kawasaki,55,Iuly Neamtu,54,Kawasaki,173750,0.838,0.8,0.0,-4.676,0.0,0.107,0.0358,7.38e-05,0.098,0.457,95.974,1dMR1ltIgyYRq5vmFXvu07,173750.0,4.0,Iuly Neamtu - KAWASAKI  | Manele Mentolate,Iuly Neamtu & Manele Mentolate,5527422,166800,-1000
PPAP (Pen Pineapple Apple Pen) - Long Version,0,PIKOTARO,32,PPAP (Pen Pineapple Apple Pen) [Long Version],124852,0.9,0.535,1.0,-5.509,1.0,0.0652,0.0441,0.307,0.0774,0.496,136.045,4bw49rU057FSUTpGF4pnxq,124853.0,4.0,PIKOTARO - PPAP (Pen Pineapple Apple Pen) (Long Version) (Official Video) [Ultra Records],ピコ太郎(PIKOTARO)公式,70418212,166800,-1700
Five Nights at Freddy's Song (Metal Version) - Remastered,48,MiatriSs,41,"Fnaf, Vol​. ​1 (Remastered)",270276,0.471,0.775,9.0,-8.678,1.0,0.0309,3.37e-06,0.817,0.0958,0.273,102.989,2OmKXsgJxeoyJxOUnT21RX,270277.0,4.0,Five Nights at Freddy's Song (Metal Version) (feat. The Living Tombstone) (Remastered),MiatriSs,20093433,166778,1032
All Too Well (Taylor's Version),65,Taylor Swift,100,Red (Taylor's Version),329160,0.44,0.528,0.0,-7.809,1.0,0.0317,0.0171,0.00203,0.234,0.132,185.972,1IBhYEvvi02tDVByxIiTh4,329160.0,4.0,Taylor Swift - All Too Well (10 Minute Version) (Live on Saturday Night Live),Taylor Swift,147697152,166700,100
MONEY,83,LISA,77,LALISA,168227,0.831,0.554,1.0,-9.998,0.0,0.218,0.161,6.12e-05,0.152,0.396,140.026,7hU3IHwjX150XLoTVmjD0q,168228.0,4.0,LISA - 'MONEY' EXCLUSIVE PERFORMANCE VIDEO,리사 (LISA),84082819,166632,-633
Chop Chop Slide,63,Insane Clown Posse,63,Bang! Pow! Boom! Nuclear,362693,0.964,0.785,7.0,-2.222,0.0,0.224,0.113,5.39e-06,0.0563,0.524,122.997,2Msuiqt9sZojSKLVZcJp1l,362693.0,4.0,Chop Chop Slide,Insane Clown Posse,26115559,166600,-700
Ommi Jannah,43,Hussain Aljassmi,53,Ommi Jannah,162265,0.505,0.604,5.0,-4.261,0.0,0.0394,0.83,0.0,0.107,0.376,128.819,6j20ksbXaccLlLX47eCkaz,162266.0,3.0,حسين الجسمي - أمي جنة (حصرياً) | 2022 | Hussain Al Jassmi -  Ommi Jannah,Hussain Al Jassmi,15900209,166600,3827
A Thousand Years,54,Christina Perri,69,Autumn Acoustic,285120,0.423,0.407,10.0,-7.45,1.0,0.0267,0.312,0.000961,0.11,0.161,139.048,1qU8pLmJNC0V2aSOStjWcX,285120.0,3.0,Christina Perri - A Thousand Years [Official Music Video],christina perri,17451126,166592,-217
Nota Loca - Remix,55,Eklectico,41,Nota Loca (Remix),273131,0.832,0.698,8.0,-8.269,1.0,0.198,0.65,1.24e-05,0.267,0.858,95.993,4N5Z6UnOzfED2kArFpc8CD,273132.0,4.0,"Eklectico, Jamby El Favo, NeonG, Galindo Again, Felo Blonck - Nota Loca (Remix)",Jamby El Favo,80451610,166516,247
Hello (feat. A Boogie Wit da Hoodie),78,Pop Smoke,79,Shoot For The Stars Aim For The Moon (Deluxe),190534,0.905,0.647,10.0,-5.065,0.0,0.107,0.0187,0.0,0.282,0.367,130.97,2r6OAV3WsYtXuXjvJ1lIDi,190534.0,4.0,Pop Smoke - Hello (Audio) ft. A Boogie wit da Hoodie,POP SMOKE 💫,34355559,166500,3000
COCO BOLIVIA,19,OG Eastbull,38,Foame și ambiție,163555,0.767,0.746,7.0,-5.607,1.0,0.12,0.412,5.56e-05,0.115,0.87,134.939,2Bf3Bz6AhxYLxyRXqKZZa9,163556.0,4.0,original sound - Chocko boii,🍫 Chocko boii 🍫,75903155,166500,0
妈妈的微笑 - Remix,0,扶谷兰,0,手挨着手,322112,0.222,0.933,11.0,-0.748,0.0,0.0821,0.502,0.00161,0.418,0.315,132.784,60En2uXDbwTNmOGqdPYYPC,322113.0,4.0,欢快MAM MAMA （DJ版）,DJ阿金,20477540,166400,280
Yonaguni,85,Bad Bunny,95,Yonaguni,206710,0.644,0.648,1.0,-4.601,1.0,0.118,0.276,0.0,0.135,0.44,179.951,2JPLbjOn0wPCngEot2STUS,206710.0,4.0,Bad Bunny - Yonaguni (Video Oficial),Bad Bunny,68845283,166342,-1082
Rayu,0,Marion Jola,50,Viral di Indo,221381,0.565,0.579,11.0,-7.364,0.0,0.0417,0.509,0.0,0.333,0.428,81.066,5e3Zy7W3kZpsvpqlKFzcpK,221381.0,4.0,Marion Jola - Rayu (Official Lyric Video),Marion Jola,16409040,166312,63
Sorte - Ao Vivo,50,Diego & Victor Hugo,70,Equilíbrio (Ao Vivo),186469,0.475,0.686,2.0,-5.033,1.0,0.0405,0.762,0.0,0.127,0.509,94.756,5CbDKqtF6F6m1KUvsAf2Kf,186469.0,4.0,Diego & Victor Hugo - Sorte (Ao Vivo),diegoevictorhugo,8401398,166100,2500
シル・ヴ・プレジデント,57,P丸様｡,45,Sunny!!,190493,0.647,0.9,1.0,-2.383,1.0,0.113,0.0237,0.0225,0.314,0.746,175.926,0nW1Aes1arNyR1fzEKXS2m,190493.0,4.0,【MV】シル・ヴ・プレジデント／P丸様。【大統領になったらね！】,P丸様。,62895347,166100,-767
Cumpleaños,56,Ozuna,86,Odisea,219000,0.664,0.748,5.0,-3.718,0.0,0.0628,0.0889,0.0,0.0899,0.735,170.107,6La6oWlGposkrgvLjjRJju,219000.0,4.0,Ozuna feat. Nicky Jam - Cumpleaños (Audio Oficial) | Odisea,Nicky Jam & OZUNA,1524643,166000,-280
Among Us (Trap Remix),63,Leonz,51,Among Us (Trap Remix),61962,0.753,0.27,1.0,-24.987,1.0,0.213,0.137,0.77,0.0873,0.397,93.994,6kyHcHEBPtwjEbUWrNuLlv,61962.0,4.0,AMONG US SONG (OFFICIAL TRAP REMIX) RED KINDA SUS THO - LUCID SOUND.,Leonz,28711807,166000,-425
Sen Gelmez Oldun,16,Constantin Moscovici,5,Anthology of Azerbaijan Music on Moldavian Pan Flute,194769,0.667,0.798,4.0,-5.163,0.0,0.0287,0.605,0.0814,0.313,0.524,99.998,7pz0kC9dDr7HsBG2DMh501,194769.0,4.0,Sen Gelmez Oldun,Constantin Moscovici,4956716,166000,6466
Solo (feat. Demi Lovato),73,Clean Bandit,72,Solo (feat. Demi Lovato),222653,0.737,0.636,11.0,-4.546,0.0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,6kPJZM97LwdG9QIsT7khp6,222653.0,4.0,Clean Bandit - Solo (feat. Demi Lovato) [Official Video],Clean Bandit & Demi Lovato,9414962,165866,-34
Déjame Vivir (with Juan Gabriel),70,Rocío Dúrcal,68,Canta A Juan Gabriel,222760,0.753,0.233,7.0,-16.193,1.0,0.0468,0.74,7.37e-06,0.0977,0.775,131.264,3ic95qCcp0njJNb3mJTZaP,222760.0,4.0,DEJAME VIVIR.  ROCIO DURCAL Y JUAN GABRIEL HD,Rocío Durcal,22219519,165600,1300
New Thang,60,Redfoo,48,New Thang,226800,0.743,0.841,0.0,-5.189,1.0,0.0391,0.0156,0.0,0.133,0.814,100.003,4PVm8e67skz8B8wiJP2kwk,226800.0,4.0,Redfoo - New Thang (Official Video),Redfoo The Dude,15715392,165600,-400
Show & Tell,72,Melanie Martinez,79,K-12,215972,0.535,0.746,4.0,-5.644,0.0,0.275,0.304,0.0,0.359,0.648,109.994,7po7c8LzxTZ0ybU41qT5gD,215973.0,4.0,Melanie Martinez - Show & Tell [Official Music Video],Melanie Martinez,55754961,165500,-575
A Donde Vayas Ire Con Mariachi,17,DANIEL Y SAMANTHA VALENZUELA,17,A Donde Vayas Ire Con Mariachi,296321,0.667,0.534,2.0,-2.638,1.0,0.0252,0.672,0.0,0.0449,0.773,104.988,6W5eLS1HlWlGK9bKZPkbce,296321.0,4.0,A DONDE VAYAS IRE - DANIEL Y SAMANTHA VALENZUELA,Daniel Y Samantha Valenzuela,4503526,165500,-187
Victory,66,Two Steps from Hell,62,Battlecry,320467,0.503,0.917,10.0,-6.111,1.0,0.0649,0.00903,0.326,0.162,0.266,119.993,2F9xBxKbx2M0pbgtSu8fLf,320467.0,4.0,Two Steps From Hell - Victory,Two Steps From Hell,86554848,165400,4000
Sheh,56,Singga,46,Sheh,227368,0.652,0.445,9.0,-12.103,0.0,0.385,0.393,0.0,0.0861,0.272,152.067,6QNDd80ZWZabRRJr8AzVsh,227368.0,4.0,Sheh : Singga (Official Video) | Ellde Fazilka | Latest Punjabi Romantic Song | Vaaho Entertainments,Singga,1625543,165302,202
100 Years Love - Remix,35,Orinn,47,Orinn Remix 5,240004,0.761,0.756,0.0,-5.637,0.0,0.0315,0.00381,0.000255,0.33,0.675,140.044,5G9CnOEP0v7ydiHpCR4mpZ,240005.0,4.0,100 Years Love (Orinn Remix) - NamDuc | Nhạc EDM TikTok Gây Nghiện 2020,"NamDuc, Orinn",7460992,165300,-1100
Raigarh Raja 2,34,Omesh Projects,25,Raigarh Raja 2,286666,0.721,0.785,7.0,-7.621,1.0,0.172,0.0672,1.38e-06,0.315,0.715,143.924,4NPJcz9mERRWJwOuRkHXpc,286667.0,4.0,original sound - rajinder_ramgarhia,rajinder_ramgarhia,14447695,165200,0
Em Say Rồi,34,Thương Võ,33,Em Say Rồi,286874,0.547,0.282,8.0,-10.563,0.0,0.0339,0.897,4.59e-06,0.13,0.3,127.905,22mpE4YmGCq9pFyzvoDpob,286875.0,4.0,Em Say Rồi,"Thương Võ, ACV",3749124,165100,-280
I Like Him,65,Princess Nokia,57,Everything Sucks,132453,0.893,0.579,9.0,-8.995,1.0,0.113,0.0641,0.000121,0.215,0.611,133.018,68UU9oaQtMDnh6PRlW842H,132453.0,4.0,Princess Nokia - I Like Him (Official Music Video),Princess Nokia,52869536,165002,-328
The Weekend,77,SZA,86,Ctrl,272186,0.4,0.366,8.0,-9.405,0.0,0.0597,0.242,0.0,0.126,0.161,73.313,6gU9OKjOE7ghfEd55oRO57,272187.0,3.0,SZA - The Weekend (Official Video),Calvin Harris,5915742,165000,-1100
Hips Don't Lie (feat. Wyclef Jean),41,Shakira,86,Pure... Summer,218293,0.771,0.759,10.0,-8.085,0.0,0.0821,0.324,0.0,0.428,0.774,100.028,7sLxtsFaexe1yVDtkUsddw,218293.0,4.0,Shakira - Hips Don't Lie (Official 4K Video) ft. Wyclef Jean,Wyclef Jean & Shakira,144817455,164950,-50
Las Nenas (feat. La Duraca),57,NATTI NATASHA,71,Las Nenas (feat. La Duraca),224739,0.775,0.847,8.0,-4.602,0.0,0.351,0.143,0.0,0.107,0.806,104.817,2KTCXvWUbqfiinbFe7PJKP,224740.0,4.0,Natti Natasha x Farina x Cazzu x La Duraca - Las Nenas [Official Video],Farina & Natti Natasha & Cazzu,37206476,164900,-212
乙女心,1,neeera,0,乙女心,183000,0.567,0.881,9.0,-9.444,0.0,0.0329,0.06,0.133,0.243,0.752,159.991,2sk26HirjP6EhtroXAHkLb,183000.0,4.0,original sound - 🔥🐻乙山乇ㄥ🐻🔥,🔥🐻〜Zwel〜🐻🔥,6385286,164800,-600
Kidung Wahyu Kolosebo,18,Khozin,3,Kidung Wahyu Kolosebo,406488,0.753,0.753,9.0,-5.982,1.0,0.0286,0.0898,0.00538,0.115,0.231,138.021,4utMfzWp4MCv1gDEnXQUdT,406489.0,4.0,KHOZIN - Kidung Wahyu Kolosebo (Official Music Video),Khozin,4146361,164800,700
Video Bana De,48,Sukh-E Muzical Doctorz,56,Video Bana De,187500,0.801,0.862,8.0,-2.87,0.0,0.0487,0.607,0.0,0.637,0.619,95.992,7hXcOpRn1c1zFG6sOFcfj5,187500.0,4.0,Video Bana De | Sukh - E Muzical Doctorz | Aastha Gill | Jaani | Latest Hit Song 2020,SUKHE & user52212157570,7007446,164800,2597
Si Veo a Tu Mamá,81,Bad Bunny,95,YHLQMDLG,170971,0.9,0.603,2.0,-5.313,1.0,0.0646,0.402,4.81e-06,0.134,0.824,129.928,41wtwzCZkXwpnakmwJ239F,170972.0,4.0,BAD BUNNY - SI VEO A TU MAMÁ | YHLQMDLG (Video Oficial),Bad Bunny,61436244,164700,-400
Anywhere,65,Rita Ora,71,Anywhere,215064,0.628,0.797,11.0,-3.953,0.0,0.0596,0.0364,0.0,0.104,0.321,106.93,7EI6Iki24tBHAMxtb4xQN2,215064.0,4.0,Rita Ora - Anywhere [Official Video],Rita Ora,2607272,164600,2
Dễ Đến Dễ Đi,42,Quang Hùng MasterD,32,Dễ Đến Dễ Đi,270048,0.873,0.444,10.0,-7.139,1.0,0.0441,0.752,0.0393,0.0979,0.406,105.017,2VqK7TIkcS7QYyubTvXqOW,270048.0,4.0,Quang Hùng MasterD - Dễ Đến Dễ Đi (4D) / OFFICIAL MUSIC VIDEO,Quang Hùng MasterD,55365964,164566,-335
Maafkan Aku #terlanjurmencinta,62,Tiara Andini,72,Maafkan Aku #terlanjurmencinta,224000,0.485,0.423,2.0,-8.385,1.0,0.0373,0.73,0.0,0.246,0.132,137.353,0ZoBl7pWhdjnj4eIe9I11o,224000.0,4.0,Tiara Andini - Maafkan Aku #TerlanjurMencinta (Official Music Video),tiara andini,14016784,164500,358
Cross My Lane,29,Broda Shaggi,21,Cross My Lane,217604,0.805,0.827,2.0,-7.681,0.0,0.039,0.322,0.0,0.0636,0.919,115.042,5u3DBDAtwldSB0vq2wRKPG,217605.0,4.0,"Broda Shaggi, Falz - Cross My Lane (Official Video)",FalzTheBahdGuy,5512542,164500,-600
CORAZÓN VACÍO,90,Maria Becerra,82,CORAZÓN VACÍO,160535,0.681,0.792,1.0,-4.795,1.0,0.0587,0.334,2.05e-06,0.295,0.4,98.09,3oNnzH6hmqIGIhJ1NcHlrh,160536.0,4.0,Maria Becerra - CORAZÓN VACÍO (Official Video),pantojats,37658359,164500,200
Faz a Pose,54,MC Teteu,53,Faz a Pose,135732,0.909,0.3,10.0,-7.792,0.0,0.256,0.351,2.28e-06,0.0724,0.694,129.975,1sTVKLLFDfAfowsG4bRBN4,135732.0,4.0,"FAZ A POSE, OLHA O FLASH - MC Teteu e MC KS (DJ Serpinha)",MC Teteu & MC KS & Dj Serpinha,11892686,164390,-628
Campus,63,Vampire Weekend,64,Vampire Weekend,176466,0.639,0.704,7.0,-5.818,1.0,0.0659,0.22,0.0872,0.0849,0.645,162.983,5dUFfk2cwD8GiJPS03mYN0,176467.0,4.0,Campus,Vampire Weekend,145486946,164300,-560
เจ้าชู้ตรงไหนเอาปากกามาวง,27,แตง ศศิวรรณ,19,เจ้าชู้ตรงไหนเอาปากกามาวง,220909,0.729,0.874,7.0,-5.282,1.0,0.0458,0.387,0.0,0.133,0.774,131.965,5kiFA65U6RdlwscKJGGyc5,220909.0,4.0,เจ้าชู้ตรงไหนเอาปากกามาวง - แตง ศศิวรรณ [4K Official Mv],แตง ศศิวรรณ,1512470,164300,3500
Girls Just Wanna Have Fun,58,UNDRESSD,52,Girls Just Wanna Have Fun,147543,0.612,0.733,0.0,-8.844,1.0,0.039,0.00864,0.0,0.296,0.461,115.992,2FvIlJzNb2n9pu0Bm4wGRn,147543.0,4.0,UNDRESSD - Girls Just Wanna Have Fun (Lyrics),UNDRESSD & Ellie May,22458157,164300,5240
