track_name,track_pop,artist,artist_pop,album,length,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,song_name,artist_name,total_likes_count,number_of_videos,number_of_videos_last_14days
Laxed – Siren Beat,54,Jawsh 685,59,Laxed (Siren Beat),201990,0.736,0.62,0.0,-8.481,0.0,0.11,0.0577,0.692,0.318,0.959,150.026,3BJiF37kmX4HCfYSO7qBnQ,201990.0,4.0,Jawsh 685 - Laxed (Siren Beat) (Official Video),Jawsh 685,885808966,34700000,-57142
Love You So,0,The King Khan & BBQ Show,37,The King Khan & BBQ Show,225240,0.389,0.896,5.0,-2.622,1.0,0.0599,0.79,0.00436,0.501,0.653,115.143,4msYRkezQgynuZNubvVbHk,225240.0,4.0,The King Khan & BBQ Show – Love You So (Official Video),The King Khan & BBQ Show,4187998484,33542864,-242852
Monkeys Spinning Monkeys,0,Kevin MacLeod,51,Music to Delight,125074,0.929,0.203,7.0,-18.004,1.0,0.146,0.901,0.803,0.11,0.91,144.053,1VsTvfmPwrJxIP5idldxX7,125074.0,4.0,Monkeys Spinning Monkeys,Good Morning Kevin & Kevin MacLeod,4192996304,30200000,0
Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,65,Conkarah,49,Banana (feat. Shaggy) [DJ FLe - Minisiren Remix],210328,0.824,0.854,8.0,-5.312,1.0,0.177,0.016,4.95e-05,0.117,0.896,95.114,0dZpw3h6KZhcHec61qwevZ,210329.0,4.0,Banana (feat. Shaggy) [DJ FLe - Minisiren Remix] Official Music Video | Conkarah,DiRealShaggy & Conkarah,893439815,22700000,-42856
Oh No,53,Kreepa,34,Cold As Ice,166504,0.541,0.527,11.0,-7.438,0.0,0.147,0.00279,0.000509,0.286,0.429,176.123,4qBMiRsJjtm1WR4KyAQqrX,166504.0,4.0,Kreepa Oh No (Official Music Video) prod by Simes Carter,Kreepa,2456202034,18800000,0
Дикая львица,50,ALEX&RUS,42,Дикая львица,164769,0.514,0.843,9.0,-4.98,0.0,0.303,0.363,0.0038,0.13,0.693,194.39,41btOpCqdHf5lBd4KAOcfB,164769.0,3.0,ALEX & RUS – Дикая львица (Official Video 2019),ALEX&RUS,354928101,18128568,271426
Lottery (Renegade),41,K CAMP,58,Lottery (Renegade),170946,0.915,0.556,1.0,-8.601,1.0,0.216,0.0145,0.000179,0.0733,0.67,148.964,3u7YzRbwhYn0V2XTeHxgBR,170947.0,4.0,K Camp - Lottery (Renegade) (Official Video),K Camp,682658373,14842864,-157136
If We Ever Broke Up,40,Mae Stephens,65,If We Ever Broke Up (Sped Up),142758,0.898,0.746,7.0,-4.0,1.0,0.0433,0.606,5.97e-06,0.0917,0.951,115.943,1zzj42DqJEowqU60ZkMbXw,142759.0,4.0,Mae Stephens - If We Ever Broke Up (Official Video),Mae Stephens,284473144,14142864,1242864
Adderall (Corvette Corvette) - Remix,55,Popp Hunna,41,Adderall (Corvette Corvette) [Remix],176382,0.921,0.718,4.0,-3.545,0.0,0.299,0.217,0.0,0.189,0.677,141.06,2Y3USTCETS4xbjJOzT1Icm,176383.0,4.0,"Popp Hunna Feat. Lil Uzi Vert ""Adderall (Corvette Corvette) Remix"" [Official Video]",Popphunna,503731341,13200000,-28570
たぶん,72,YOASOBI,76,THE BOOK,256773,0.748,0.661,5.0,-6.702,1.0,0.0334,0.157,0.00102,0.101,0.743,90.003,398dL22bDbKbAmiOnPaq7o,256773.0,4.0,YOASOBI「たぶん」Official Music  Video,YOASOBI,362184691,12500000,0
All I Want For Christmas Is You,0,Mariah Carey,75,Merry Christmas II You,242346,0.542,0.9,9.0,-4.586,0.0,0.0546,0.0738,0.0,0.14,0.395,150.035,4Afwhq3Z3diUZAaNzQSvfL,242347.0,4.0,Mariah Carey - All I Want For Christmas Is You (Official Video),Mariah Carey,825975220,12314296,-185704
Bandook,65,Nirvair Pannu,60,Bandook,172500,0.696,0.709,0.0,-7.641,0.0,0.258,0.033,0.0,0.112,0.622,80.231,0ay3P82zjXGRurkqKqbHub,172500.0,4.0,Bandook : Nirvair Pannu (Official Video) Deep Royce | New Punjabi Song | Juke Dock,Nirvair Pannu,86873959,12100000,28570
Savage,2,Megan Thee Stallion,75,The Box - Hip Hop Bangerz,155497,0.843,0.743,11.0,-5.608,1.0,0.335,0.0251,0.0,0.096,0.698,168.98,3JC4hnMYH0cTeeFdiLfeE5,155497.0,4.0,Megan Thee Stallion - Savage [Lyric Video],Megan Thee Stallion,686180402,12100000,-100000
Soap,74,Melanie Martinez,79,Cry Baby (Deluxe Edition),209426,0.595,0.689,6.0,-6.107,0.0,0.148,0.254,5.44e-06,0.129,0.213,168.112,03f7xZmt2wHCIDJBFPK8G4,209427.0,4.0,Soap,Melanie Martinez,142619600,11900000,0
Coño,60,Puri,52,Coño,137595,0.847,0.573,0.0,-6.032,1.0,0.253,0.00739,0.0149,0.0845,0.332,99.919,7tXCV0UwFwBxqum6i25you,137595.0,4.0,Puri x Jhorrmountain x Adje - Coño (Official Music Video),Puri,423111310,11400000,0
Funny Song,49,Funny Songimals,27,Funny Song,107107,0.691,0.276,9.0,-9.305,1.0,0.162,0.91,2.49e-05,0.0751,0.731,159.353,5VD0r0qDYCJvYGNO5wX4ch,107107.0,4.0,Funny Song,Cavendish Music,1453458287,11400000,28570
被遗忘的故事,43,Nene郑乃馨,41,与世界温柔相处,184694,0.583,0.721,7.0,-4.278,1.0,0.0682,0.275,0.0,0.0787,0.205,172.07,0GsNpcNsQ0HOR7gQN9aKaO,184694.0,4.0,She Share Story (for Vlog),yugure / 夕依,1333192432,11242864,-157136
What If (I Told You I Like You),69,Johnny Orlando,56,What If (I Told You I Like You),219186,0.735,0.584,1.0,-5.047,1.0,0.14,0.189,0.0,0.125,0.395,93.016,4v7DgEMw6EvYyuQ4eWFD9l,219187.0,4.0,"Johnny Orlando, Mackenzie Ziegler - What If (I Told You I Like You)",Mackenzie Ziegler & johnny orlando,326084015,10442864,-157136
Can We Kiss Forever?,0,Kina,64,Can We Kiss Forever?,187898,0.493,0.13,4.0,-18.725,1.0,0.0369,0.898,0.0223,0.0941,0.119,109.852,1Av69kr9JitqPWo7WJLS5q,187899.0,4.0,Kina - Can We Kiss Forever? (Official Video) ft. Adriana Proenza,kinabeats,804513532,10071420,171420
Woah (feat. D3Mstreet),30,KRYPTO9095,35,Woah (feat. D3Mstreet),123626,0.889,0.53,1.0,-8.933,1.0,0.441,0.00738,0.0,0.063,0.659,144.045,4lAbqSlFy6KCwPeEo0vaLW,123627.0,4.0,KRYPTO9095 FT. D3MSTREET WOAH (OFFICIAL SONG TO WOAH DANCE),D3Mstreet & Krypto9095,693662833,9900000,-42856
Steven Universe,61,L.Dre,50,Steven Universe,134025,0.676,0.0674,7.0,-13.899,1.0,0.0703,0.841,0.942,0.121,0.214,77.037,7zkA4TSmYO1Bko2PnFn0YB,134026.0,4.0,Steven Universe,L.Dre,1385596320,9600000,0
Sunroof,36,Nicky Youre,69,Sunroof,163025,0.768,0.716,10.0,-5.11,1.0,0.0404,0.35,0.0,0.15,0.841,131.43,3RfTeIrWS8LNrfHYwechtt,163026.0,4.0,"Nicky Youre, dazy - Sunroof (Official Music Video)",Nicky Youre,1132991988,9500000,0
How You Like That,1,BLACKPINK,82,How You Like That,181263,0.828,0.782,11.0,-4.014,1.0,0.0918,0.0694,3.41e-05,0.0544,0.351,130.013,3vAn0qZzdyuHamcrpkfiX3,181264.0,4.0,BLACKPINK - 'How You Like That' M/V,blackpinkofficial,656032222,9500000,0
Ginseng Strip 2002,73,Yung Lean,62,Lavender,153999,0.601,0.712,1.0,-9.433,1.0,0.0436,0.0848,0.0,0.461,0.389,114.97,7v3rmoy5jcn4h5UqwQyCM3,154000.0,4.0,Yung Lean ♦ Ginseng Strip 2002 ♦,Yung Lean,874396699,9242864,-157136
Run Free,67,Deep Chills,58,Run Free,170562,0.727,0.69,7.0,-4.559,1.0,0.0345,0.202,3.27e-06,0.414,0.699,100.002,1oIdcFtf58sZbS7QyZQJ2P,170562.0,4.0,Deep Chills - Run Free (Official Lyric Video) [TikTok Edition],Deep Chills,206653795,9000000,0
Kimi No Toriko,58,Rizky Ayuba,38,Kimi No Toriko,132923,0.827,0.941,0.0,-3.076,1.0,0.0508,0.165,0.0392,0.163,0.988,131.991,0TkyAwi6LZCHEUrYKdc90N,132923.0,4.0,"Rizky Ayuba - Kimi No Toriko (Lyrics) | Ki minno tori ko ni natte, shimae ba kitto",Rizky Ayuba,276390921,8942852,142852
Dream Girl,63,Ir Sais,55,Dream Girl,162894,0.884,0.546,2.0,-6.279,0.0,0.117,0.269,8e-06,0.064,0.49,113.236,2Sla5cgNpVoRcckYjaAMKP,162895.0,3.0,Ir Sais  - Dream Girl (Official Video),Ir Sais,378483556,8900000,0
girls like me don't cry (sped up),77,thuy,64,girls like me don't cry (sped up),164718,0.827,0.8,7.0,-4.821,0.0,0.11,0.383,0.00164,0.102,0.514,142.667,1EMWN9uomtQxEw2mZKrb2C,164719.0,4.0,thuy - girls like me don't cry (Sped Up) (Lyrics),thuymusic,237055225,8328568,842852
Beggin',17,Måneskin,78,O Melhor do Pop Internacional,211560,0.714,0.8,11.0,-4.809,0.0,0.0504,0.129,0.0,0.359,0.589,134.0,4HY4ARVkWGBGFv6bmwW7pt,211560.0,4.0,Måneskin - Beggin' (Lyrics/Testo),Måneskin,1184408788,8000000,0
Lalala - Ilkan Gunuc Remix,62,Y2K,59,Lalala (Ilkan Gunuc Remix),178407,0.774,0.831,8.0,-4.672,1.0,0.0514,0.0701,2.21e-06,0.0825,0.333,124.035,1D9kLvE4SBX6EOG8uJa7Vy,178408.0,4.0,Y2K & Bbno$ - Lalala (ilkan gunuc remix) (Bass Boosted),ilkangunuc & y2k2y,224623717,7700000,0
Oublie-moi,57,Emkal,52,Oublie-moi,181289,0.512,0.597,6.0,-7.473,0.0,0.11,0.311,0.0,0.0973,0.652,97.956,19EZ9PFgJM0xh2Ruld9z2F,181290.0,4.0,Emkal - Oublie-moi (Clip officiel),Emkal 🫀💎,104872517,7642864,-157136
STAY (with Justin Bieber),48,The Kid LAROI,78,F*CK LOVE 3+: OVER YOU,141805,0.587,0.795,1.0,-5.557,1.0,0.0522,0.037,0.0,0.103,0.476,169.951,7yZcC4JIdQkXKaigJxrKSn,141806.0,4.0,"The Kid LAROI, Justin Bieber - STAY (Official Video)",The Kid LAROI. & Justin Bieber,1800840236,7400000,0
ily (i love you baby) (feat. Emilee),23,Surf Mesa,61,He's All That (Music From The Netflix Film),176546,0.675,0.757,4.0,-7.776,0.0,0.0846,0.0735,0.00275,0.401,0.373,112.039,0pYjAnyPuRtiORpjbkxZTL,176547.0,4.0,Surf Mesa - ily (i love you baby) ft. Emilee,Surf Mesa,325119167,7400000,0
Astronaut In The Ocean,0,Masked Wolf,64,Astronaut In The Ocean,132780,0.778,0.695,4.0,-6.865,0.0,0.0913,0.174,0.0,0.151,0.472,149.996,0jdso14vaFnpRazMLEZovF,132780.0,4.0,Masked Wolf - Astronaut In The Ocean (Official Music Video),MaskedWolf,607714148,7300000,0
OUT WEST (feat. Young Thug),79,JACKBOYS,63,JACKBOYS,157712,0.802,0.591,8.0,-4.895,1.0,0.225,0.0104,0.0,0.196,0.309,139.864,6gi6y1xwmVszDWkUqab1qw,157712.0,4.0,JACKBOYS & Travis Scott feat. Young Thug - OUT WEST (Official Music Video),JACKBOYS & Travis Scott,268098508,7300000,0
F Boy,31,Ander Huang,32,F Boy,199838,0.705,0.815,2.0,-4.449,1.0,0.0609,0.0749,0.296,0.129,0.542,126.011,4GdbPZ01Th4xl7ban4uGaH,199839.0,4.0,Ander Huang & DJ Kuromi - F Boy (Official Video),Ander Huang & KROMI,141207575,6900000,0
L$d,61,Luclover,41,Deaf 2 Society,103440,0.863,0.348,3.0,-17.432,0.0,0.515,0.144,0.0,0.11,0.899,130.117,6f7jHMkHBJ9HVat7wjfkOr,103440.0,4.0,"Luclover - ""L$D"" (Official Music Video)",Luclover,464882139,6700000,-28570
Breakfast Challenge Song (Slowly),29,SPENCE,25,Breakfast Challenge Song (Slowly),107809,0.632,0.958,7.0,-5.193,1.0,0.0609,0.176,0.338,0.084,0.848,100.056,2DQWE4yihFG9I6lKlKlRUM,107809.0,4.0,Breakfast Challenge Song (Slowly),spence,382711332,6700000,0
The Magic Bomb (Questions I Get Asked) - Extended Mix,47,Hoàng Read,28,The Magic Bomb (Questions I Get Asked),331267,0.736,0.904,7.0,-6.855,1.0,0.061,0.149,0.708,0.442,0.236,142.009,5gbszghyfBJXqS9YxJmoQo,331268.0,4.0,Hoàng Read - The Magic Bomb (Questions I get asked) [Official Audio],Hoàng Read,697588854,6600000,0
"1, 2, 3 (Sped Up) - Hola, Comment Allez, Allez-Vous so Nice to Meet Ya",43,Hiko,64,"1, 2, 3 (Sped Up) - Hola, Comment Allez, Allez-Vous so Nice to Meet Ya",145486,0.775,0.854,5.0,-2.006,0.0,0.0485,0.602,1.58e-05,0.0926,0.835,112.874,4579tN5YziF7pJOIYTD2NU,145487.0,4.0,"Sofia Reyes - 1, 2, 3 (sped up) Lyrics ft. Jason Derulo & De La Ghetto | hola comment allez vous",Sofía Reyes & Jason Derulo & De La Ghetto,505535653,6400000,0
You Got It,70,Vedo,57,For You,203144,0.762,0.433,5.0,-8.937,1.0,0.187,0.143,0.0,0.118,0.394,122.074,4lsHZ92XCFOQfzJFBTluk8,203145.0,4.0,Vedo - You Got It (Official Music Video),vedothesinger,797984640,6400000,0
Absolutely Anything (I Used to Be so Beautiful Now Look At Me Tiktok) Originally Performed by Cg5 & or3O,11,DJ D MAN Xtreme,26,Trend and Viral Vol 2,217731,0.851,0.454,5.0,-3.983,0.0,0.0424,0.0268,0.000731,0.139,0.418,105.023,5Y9CZWiGpAw9R3xVyeb2OK,217732.0,4.0,Absolutely Anything by CG5 (feat. OR3O) [ORIGINAL Music Video],CG5,360632416,6200000,0
Spongebob Tomfoolery - Dante9k Remix,33,David Snell,12,Spongebob Tomfoolery (Dante9k Remix),151680,0.831,0.445,0.0,-14.492,1.0,0.193,0.0257,0.908,0.113,0.508,125.015,5RUBtOzrUcM0tIRozgRtzA,151680.0,4.0,"Spongebob - ""Tomfoolery"" (Dante9k Remix)",David Snell,1590913470,6200000,0
Kill Em With Kindness,3,Selena Gomez,82,Teraz to ja rozdaję karty,217906,0.757,0.884,10.0,-5.488,0.0,0.0404,0.00789,5.87e-05,0.0973,0.399,120.013,5SNChjE9B2dhZ86VQeyb59,217907.0,4.0,Selena Gomez - Kill Em With Kindness,Selena Gomez,29507740,6100000,0
Party Girl,71,StaySolidRocky,58,Fallin',147800,0.73,0.439,6.0,-9.864,0.0,0.0609,0.747,0.0,0.0988,0.615,130.09,3IJYUaN3tx04S4TYyZHKoP,147800.0,4.0,StaySolidRocky- Party Girl (Official Music Video),StaySolidRocky,315688364,6100000,0
Sunny Day,44,Ted Fresco,41,Sunny Day,108417,0.715,0.563,10.0,-4.297,1.0,0.0697,0.325,0.00153,0.0937,0.465,89.964,26566DizCMEaVKT1CQEoAY,108417.0,4.0,SUNNY DAY [Matteo Rossanese] (READ DESCRIPTION PLEASE),Ted Fresco,930083908,6000000,0
Happy Birthday (Song for Children),27,HeyKids Nursery Rhymes,32,Happy Birthday (Song for Children),100000,0.859,0.403,5.0,-8.591,1.0,0.0375,0.154,0.0,0.104,0.571,119.972,2kPq2QOlpQw044O3V4YnMB,100000.0,4.0,Happy Birthday Song for Children - HeyKids,HeyKids Nursery Rhymes,35343186,5900000,85714
Baby Shark,80,Pinkfong,64,Pinkfong Animal Songs,80927,0.829,0.886,8.0,-1.746,1.0,0.112,0.259,0.0,0.0559,0.777,115.056,5ygDXis42ncn6kYG14lEVG,80927.0,4.0,Baby Shark Dance | #babyshark Most Viewed Video | Animal Songs | PINKFONG Songs for Children,핑크퐁 Pinkfong,196337139,5800000,0
Astronaut In The Ocean,0,Masked Wolf,64,Astronaut In The Ocean,132780,0.778,0.695,4.0,-6.865,0.0,0.0913,0.174,0.0,0.151,0.472,149.996,0jdso14vaFnpRazMLEZovF,132780.0,4.0,Masked Wolf - Astronaut In The Ocean (Official Music Video),MaskedWolf,617525452,5800000,0
What You Know Bout Love,5,Pop Smoke,79,Spring Cleaning,160000,0.584,0.547,7.0,-8.502,0.0,0.382,0.655,1.64e-06,0.134,0.56,83.917,3RJE91O6eXupu5QjXIDHzM,160000.0,4.0,POP SMOKE - WHAT YOU KNOW BOUT LOVE (Official Video),POP SMOKE 💫,498766037,5600000,0
Baarish Ban Jaana,63,Payal Dev,69,Baarish Ban Jaana,200250,0.553,0.866,5.0,-4.698,0.0,0.0514,0.12,0.0,0.228,0.719,79.953,3sFlG5sYt712TtjvWM8Ocb,200250.0,4.0,"Baarish Ban Jaana (Official Video) Payal Dev, Stebin Ben | Hina Khan, Shaheer Sheikh | Kunaal Vermaa",Payal Dev & Stebin Ben,17546677,5600000,296428
Rumors,59,Jake Miller,52,Rumors,186102,0.883,0.712,1.0,-4.769,0.0,0.0465,0.134,0.0,0.106,0.825,120.022,6llBOJ6HLHvlVnKeZqhXk8,186103.0,4.0,Jake Miller - Rumors (Official Music Video),Jake Miller,60384846,5600000,0
"1,2,3,4 (One, Two, Three, Four) - Fun Elektro Mix",35,Funbeat,18,"1,2,3,4 (One,Two,Three,Four)",319128,0.915,0.924,0.0,-3.389,1.0,0.0563,0.00456,0.341,0.0485,0.937,128.984,2qAP2Zko7BadUmhj5mGDH0,319129.0,4.0,"1, 2, 3, 4 (One, Two, Three, Four) (Fun Radio Edit)",Funbeat,149457270,5500000,0
"my money dont jiggle jiggle, it falls",0,SOULGRABBER,0,"my money dont jiggle jiggle, it falls",96304,0.865,0.603,1.0,-6.058,1.0,0.075,0.315,7.17e-05,0.428,0.828,100.006,4suCwJOOBSCCyaFkcqmUb7,96305.0,4.0,My Money Don’t Jiggle It Folds TikTok (Lyrics) Extended Version,Duke & Jones & Louis Theroux,983843830,5500000,-28570
Flowers,95,Miley Cyrus,84,Flowers,200454,0.707,0.681,0.0,-4.325,1.0,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,0yLdNVWF3Srea0uzk55zFn,200455.0,4.0,Miley Cyrus - Flowers (Official Video),Miley Cyrus,794876001,5400000,0
Myself,69,Bazzi,69,COSMIC,167552,0.745,0.561,9.0,-5.513,0.0,0.072,0.465,1.12e-06,0.0338,0.902,195.918,5YLHLxoZsodDWjqSgjhBf3,167553.0,4.0,Bazzi - Myself [Official Music Video],Bazzi,465596057,5300000,0
Lose Control,79,MEDUZA,75,Lose Control,168387,0.598,0.526,10.0,-8.659,0.0,0.0415,0.129,0.0,0.14,0.529,123.935,7CHi4DtfK4heMlQaudCuHK,168387.0,4.0,"MEDUZA, Becky Hill, Goodboys - Lose Control (Official Video)",Becky Hill & GOODBOYSOFF & Meduza,618587347,5200000,0
De la Mia Personal,24,J Alvarez,66,De la Mia Personal,223666,0.791,0.79,2.0,-6.164,0.0,0.0646,0.173,0.0,0.14,0.605,93.016,7DdhSHrNU3R3iVQbfVbaaT,223667.0,4.0,J Alvarez - De La Mia Personal (Official Music Video),Harvey,166100820,5200000,0
Barbie Girl - I'm a Barbie Girl,29,Lady Aqua,43,Hello (I Want U Back With Ur Love),209893,0.751,0.947,11.0,-2.96,1.0,0.0597,0.0178,0.0184,0.372,0.709,129.959,2pGVxp5m3Wam5G8mmg8ujC,209893.0,4.0,Barbie Girl (I'm a Barbie Girl),Lady Aqua,183828516,5171432,1914288
Señorita,9,Shawn Mendes,81,Digster Pop Sommerhits,190960,0.755,0.528,9.0,-6.606,0.0,0.0285,0.0352,0.0,0.0859,0.779,116.957,7yaN2J1dsT0OjTiIdP5h5p,190960.0,4.0,"Shawn Mendes, Camila Cabello - Señorita",Shawn Mendes & Camila Cabello,196926299,5100000,0
The Weekend,77,SZA,86,Ctrl,272186,0.4,0.366,8.0,-9.405,0.0,0.0597,0.242,0.0,0.126,0.161,73.313,6gU9OKjOE7ghfEd55oRO57,272187.0,3.0,SZA - The Weekend (Official Video),Calvin Harris,64492154,5100000,-100000
Mi tesoro (feat. Nicky Jam),62,Zion & Lennox,75,Motivan2,246653,0.725,0.711,10.0,-4.544,1.0,0.0335,0.0821,0.0,0.0931,0.477,93.003,5HABnFSYvl6mTmg8nSdzHa,246653.0,4.0,Zion & Lennox - Mi Tesoro (feat. Nicky Jam) | Video Oficial,zionylennox & Nicky Jam,57634034,5000000,0
Alarm,60,Anne-Marie,79,Alarm,205593,0.756,0.589,0.0,-5.093,1.0,0.232,0.0812,0.0,0.176,0.811,146.928,0OwX5aROoW1Iip8FV51Efg,205593.0,4.0,Anne-Marie - Alarm [Official Video],ANNEMARIE,22673306,5000000,0
Supalonely,0,BENEE,64,Pomlad 2021,223488,0.861,0.62,7.0,-4.73,1.0,0.0552,0.305,4.99e-05,0.125,0.824,128.972,2mWTH9kjYqQ2QooiyOd0No,223488.0,4.0,BENEE - Supalonely ft. Gus Dapperton,gus dapperton & beneemusic,568179196,4900000,0
Life Goes On,78,Oliver Tree,73,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",161803,0.7,0.49,0.0,-5.187,1.0,0.076,0.186,0.0,0.117,0.569,79.982,0eu4C55hL6x29mmeAjytzC,161803.0,4.0,Oliver Tree - Life Goes On [Music Video],Oliver Tree,249249011,4900000,0
Goa Beach,60,Tony Kakkar,59,Goa Beach,218519,0.913,0.622,7.0,-7.178,1.0,0.177,0.125,0.0,0.0789,0.781,110.011,4obyqyCX0Vx839PTsz1OGf,218520.0,4.0,GOA BEACH - @TonyKakkar  Neha Kakkar | Aditya Narayan | Kat | Anshul Garg | Hindi Song 2020,Ski mask babe & Neha Kakkar,131932325,4814284,114284
Perfect,91,Ed Sheeran,88,÷ (Deluxe),263400,0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,0tgVpDi06FyKpA1z0VMD4v,263400.0,3.0,Ed Sheeran - Perfect (Official Music Video),Ed Sheeran,398718522,4700000,57142
Pagodão do Birimbola (Tchubirabirom),20,Os Quebradeiras,55,Pagodão do Birimbola (Tchubirabirom),125333,0.886,0.922,1.0,-6.633,1.0,0.0561,0.284,0.00112,0.0534,0.958,140.046,75vGTHuhbJDrZ0oPb3FXQ9,125333.0,4.0,PAGODÃO DO BIRIMBOLA  - OS QUEBRADEIRAS MOUSIK E MACHADEZ | MILLENNIUM COREOGRAFIA 🇧🇷,Mousik & Quebradeiras & machadez,410621303,4700000,0
Happy Birthday,7,Jovanie,32,Happy Birthday,27870,0.841,0.65,8.0,-7.415,1.0,0.0904,0.11,5.26e-06,0.081,0.368,154.962,7HJXKr1ZtlFV7o9OxNcsq1,27871.0,4.0,Happy Birthday,Jovanie,35193733,4700000,14284
SugarCrash!,74,ElyOtto,53,SugarCrash!,80080,0.748,0.734,0.0,-6.499,1.0,0.124,0.524,1.15e-05,0.0975,0.368,97.753,2ePtv8MlBO9nuuXABqAfEX,80081.0,4.0,ElyOtto - SugarCrash! (Official Video),ElyOtto,1548567686,4700000,0
Paradise,54,TELL YOUR STORY music by Ikson™,43,Paradise,231031,0.708,0.812,9.0,-4.475,1.0,0.0888,0.289,2.73e-05,0.125,0.0719,103.004,0qmJimv9uh5oiDEwmOrBk3,231032.0,4.0,#40 Paradise (Official),Ikson®,304135472,4614284,114284
Dance Monkey,1,Tones And I,68,Dance Monkey,209754,0.824,0.592,6.0,-6.4,0.0,0.0969,0.693,0.000158,0.178,0.54,98.074,421leiR6jKlH5KDdwLYrOs,209755.0,4.0,TONES AND I - DANCE MONKEY (OFFICIAL VIDEO),Tones And I,282713465,4600000,-85714
Unstoppable,84,Sia,81,This Is Acting (Deluxe Version),217746,0.468,0.779,9.0,-4.839,1.0,0.0779,0.112,0.000373,0.101,0.26,173.799,1yvMUkIOTeUNtNWlWRgANS,217747.0,4.0,Sia - Unstoppable (Official Video - Live from the Nostalgic For The Present Tour),Sia,512475365,4600000,0
Suicidal,79,YNW Melly,74,Melly vs. Melvin,222997,0.735,0.369,9.0,-9.682,0.0,0.0688,0.334,0.0,0.126,0.235,140.004,1iSqfoUFnQwV0QW1EfUit8,222997.0,4.0,YNW Melly -  Suicidal [Official Video],YNW Melly,255414911,4600000,0
Calm Down,52,Rema,78,Calm Down,219813,0.811,0.781,11.0,-6.333,1.0,0.0428,0.376,0.001,0.121,0.824,107.007,0prHRcmwD2Kk6no5sMovDD,219813.0,4.0,Rema - Calm Down (Official Music Video),Rema,599909509,4571420,171420
Genda Phool (feat. Payal Dev),65,Badshah,73,Genda Phool (feat. Payal Dev),170769,0.955,0.538,1.0,-8.394,1.0,0.0734,0.132,0.00146,0.0704,0.837,116.977,0gzu5mm36VJH2Zqu8sQPTf,170769.0,4.0,Genda Phool (গেন্দা ফুল) -  Tabla Folk Mix | Badshah | Bickram Ghosh | Ratan Kahar | Iman  | Arindam,badshah,175210183,4500000,0
Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),49,Vice,39,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),177094,0.779,0.671,9.0,-5.829,1.0,0.0814,0.153,1.12e-05,0.115,0.718,104.953,6Z6quH5WcwOkmgGPGrGUPL,177095.0,4.0,Vice - Steady 1234 Ft. Jasmine Thompson & Skizzy Mars [Official Lyric Video],Jasmine Thompson,14659227,4500000,0
Help Me Help You (feat. Why Don't We),52,Logan Paul,36,Help Me Help You (feat. Why Don't We),152822,0.811,0.641,1.0,-4.167,0.0,0.256,0.205,0.0,0.547,0.781,134.971,51w95jAPQDOWN3M7xopWWh,152822.0,4.0,Logan Paul - Help Me Help You ft. Why Don't We [Official Video],whydontwemusic,15037463,4500000,0
Infinity,84,Jaymes Young,66,Feel Something,237720,0.671,0.673,11.0,-6.941,0.0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,1SOClUWhOi8vHZYMz3GluK,237720.0,4.0,Jaymes Young - Infinity [Visualizer],jaymesyng,847724159,4500000,0
Pieces,50,Danilo Stankovic,42,Pieces,85910,0.391,0.191,2.0,-19.27,1.0,0.0382,0.995,0.913,0.117,0.352,81.662,0MCdZnS4srzHUHWcV7pHNK,85911.0,4.0,Danilo Stankovic - Pieces (Solo Piano),Danilo Stankovic Music,1135958799,4500000,0
"Shakira: Bzrp Music Sessions, Vol. 53",91,Bizarrap,85,"Shakira: Bzrp Music Sessions, Vol. 53",214945,0.778,0.632,2.0,-5.6,0.0,0.0493,0.274,0.0,0.0915,0.498,122.104,4nrPB8O7Y7wsOCJdgXkthe,218289.0,4.0,SHAKIRA || BZRP Music Sessions #53,bzrp & Shakira,725171275,4500000,0
Cumbia Buena,0,Grupo la Cumbia,44,Cumbia Buena,213744,0.872,0.503,6.0,-5.143,0.0,0.184,0.118,0.000442,0.0675,0.965,94.994,7q1deBagSVG5uBI2GDawqK,213745.0,4.0,"Cumbia Buena (Letra/Lyrics) - Grupo La Cumbia ""bailemos la cumbia esta cumbia buena"" tiktok",Grupo La Cumbia,543143224,4400000,0
I'll Dance Dance Dance With My Hands Hands Hands (Bloody Mary) - Sped Up,38,ROSYE,51,I'll Dance Dance Dance With My Hands Hands Hands (Bloody Mary) [Sped Up],194582,0.563,0.813,1.0,-7.554,0.0,0.141,0.0788,1.28e-06,0.0904,0.491,125.288,3ATTQyU6j0IA7piLyjV7cA,194583.0,4.0,original sound,heyy,922524249,4300000,0
love nwantiti (ah ah ah),84,CKay,69,CKay The First,145800,0.727,0.739,8.0,-3.805,1.0,0.0411,0.365,0.00137,0.161,0.533,93.005,2Xr1dTzJee307rmrkt8c0g,145800.0,4.0,CKay - Love Nwantiti (Ah Ah Ah) (Lyrics),CKay,607667034,4300000,0
