,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,viral
694,0.864,0.593,0.0,-8.954,1.0,0.085,0.0116,0.0308,0.12,0.191,144.018,5iGj6bCMWlgYWFTDIJlgGw,202762.449,4.0,1
695,0.893,0.61,4.0,-5.691,0.0,0.0488,0.0227,0.00744,0.102,0.778,136.64,0WpDeBJ22LcwF4QoERQOTv,60238.367,4.0,0
696,0.658,0.749,9.0,-2.967,0.0,0.0634,0.238,2.03e-06,0.272,0.442,128.909,0ZeGfEAL5Rl4pd5LZBGuEK,199235.918,4.0,1
697,0.306,0.664,9.0,-6.07,1.0,0.0276,0.432,7.5e-06,0.135,0.321,158.283,79EkGysjP2dL5GdpeQjRxT,252368.97999999998,4.0,0
698,0.92,0.861,7.0,-5.435,1.0,0.218,0.211,2.59e-05,0.0288,0.718,97.969,0e42i89bY2NmPuVDtey8pg,212375.50999999998,4.0,0
699,0.602,0.298,4.0,-13.333,1.0,0.0385,0.31,0.0,0.117,0.316,119.889,2CoxJRIhTKvHyFIq9FcDO5,210703.673,4.0,1
700,0.885,0.466,1.0,-6.128,1.0,0.282,0.0396,0.0,0.127,0.272,75.014,66vs64VphiHrtFcLR6Qeav,166400.0,4.0,1
701,0.801,0.599,5.0,-8.372,0.0,0.13,0.00676,0.0,0.0769,0.472,91.051,0vWHg5RqI58S8fenJHWVFj,192653.06100000002,4.0,1
702,0.808,0.661,0.0,-6.237,0.0,0.0395,0.0358,0.0,0.138,0.804,107.992,1m0UFnuTktOkksvjbF9z0m,235102.04100000003,4.0,0
703,0.649,0.834,9.0,-5.34,0.0,0.0555,0.00899,4.82e-05,0.435,0.41,119.91,0tn0gODgMma9b6uMb7MZFA,188551.837,4.0,1
704,0.776,0.491,3.0,-15.763,0.0,0.167,0.641,0.839,0.11,0.344,172.25,4RrzKxWX7g9pxR1tQDLcIv,181368.163,4.0,1
705,0.742,0.727,1.0,-6.914,1.0,0.487,0.0136,0.0,0.259,0.774,178.401,6OfMguZO7yQBFquseyKVRm,150073.46899999998,4.0,0
706,0.864,0.681,8.0,-6.032,1.0,0.232,0.538,0.0,0.555,0.734,118.061,6NqatMVtEM2iB4FcLGFxrN,252238.367,4.0,1
707,0.617,0.821,9.0,-4.085,1.0,0.026,0.00999,0.494,0.426,0.581,106.0,4Ys8jQvZOISzmp34BsImRf,169142.857,4.0,0
708,0.65,0.655,1.0,-3.71,0.0,0.405,0.25,0.0,0.0691,0.735,94.059,78SeXVRJ7KCqVmOwTiFjnI,170814.694,4.0,1
710,0.749,0.764,8.0,-5.991,1.0,0.0474,0.0646,0.000158,0.0364,0.96,122.982,2n5MdJ8bdz4QYOTdeZaBd5,274024.49,4.0,0
711,0.632,0.639,5.0,-5.938,1.0,0.0259,0.00143,0.0,0.221,0.733,95.506,79z9QkhHePTFsSeVw9uyj0,196702.041,4.0,1
712,0.769,0.479,1.0,-5.339,1.0,0.0385,0.66,0.0,0.0914,0.803,96.05,7groH97ZqzIP5bxK92jhRP,179931.429,4.0,1
713,0.786,0.419,5.0,-8.969,0.0,0.0568,0.227,0.0,0.131,0.915,95.013,1NEBh01Wwtak3R1eCxlwrJ,248189.388,4.0,1
714,0.456,0.546,2.0,-10.106,1.0,0.0888,0.00048,0.87,0.357,0.273,204.877,6guRkcQV2WtIjVkZXAavBE,114076.735,4.0,0
715,0.661,0.723,5.0,-6.976,0.0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,40OMBMYRk5IQL6xCzGM0JA,163996.73500000002,4.0,1
716,0.698,0.865,7.0,-3.514,1.0,0.0492,0.00188,0.88,0.0375,0.617,169.972,4yHxyuMrzpIwWdN1hdhtGg,98690.61200000001,4.0,1
717,0.76,0.658,7.0,-5.275,1.0,0.275,0.162,0.0,0.195,0.565,100.202,1pqnQ41XbfKjaFu6M0eGJp,163108.57100000003,4.0,1
718,0.714,0.131,5.0,-21.958,1.0,0.0556,0.975,0.904,0.354,0.685,113.032,2zhPy8zbBf53XgTtkEbnbO,152346.122,4.0,0
719,0.594,0.698,6.0,-8.645,0.0,0.0428,0.103,0.0,0.173,0.376,119.991,1MqzIgGsHP4cNjPboevsfq,228545.306,4.0,0
720,0.748,0.761,2.0,-6.621,1.0,0.102,0.122,6.56e-06,0.0984,0.362,116.041,5TMLavqGRKNxgzMBrVpC9R,180610.612,4.0,1
721,0.636,0.812,4.0,-6.307,1.0,0.0276,0.433,8.16e-06,0.0363,0.888,93.568,1sD9lemF6wDOFLwMjcHGF5,223346.93899999998,4.0,0
722,0.702,0.469,11.0,-7.712,0.0,0.0347,0.174,2.31e-06,0.142,0.816,139.937,3GvLX5iBIFBZ0nGJmirZkL,183196.735,4.0,0
723,0.474,0.256,1.0,-10.206,1.0,0.0311,0.911,0.0,0.135,0.271,138.665,3IG0E5MfajDoQ4gPsYOn4g,242102.857,3.0,1
724,0.568,0.301,1.0,-8.544,1.0,0.138,0.501,0.0,0.0813,0.329,128.059,6T3sH1EuBMijU1MHe2WFJt,141008.98,4.0,0
725,0.822,0.622,8.0,-7.33,1.0,0.314,0.0347,0.0181,0.114,0.18,160.066,042nVrQvpEVrsrW6yeeHB2,150256.327,4.0,0
726,0.818,0.705,6.0,-6.679,1.0,0.177,0.00836,0.00233,0.613,0.772,138.559,0d28khcov6AiegSCpG5TuT,294295.50999999995,4.0,0
727,0.752,0.727,8.0,-9.534,0.0,0.0874,0.416,2.74e-06,0.0816,0.964,169.971,49GdoM9fiTXVOx1a6JTokJ,155742.041,4.0,0
728,0.733,0.642,1.0,-11.022,1.0,0.0435,0.016,0.623,0.109,0.376,124.5,0UYUdfqkHplLojTuEKMqtC,175177.143,4.0,0
729,0.829,0.81,2.0,-4.801,1.0,0.144,0.0424,0.0,0.0748,0.707,114.044,4axxCbc4tWlpqHP5UbJMc3,161306.12199999997,4.0,0
730,0.883,0.6,7.0,-7.188,1.0,0.37,0.114,7.94e-06,0.0931,0.691,113.903,26w9NTiE9NGjW1ZvIOd1So,154279.18399999998,4.0,0
731,0.764,0.705,3.0,-5.279,0.0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,5e08a8D8T3z4LDXbUIjxKQ,193671.837,4.0,1
733,0.676,0.878,1.0,-4.397,0.0,0.0306,0.0385,0.116,0.0928,0.682,132.031,2g4rcyvSB5R39zIYEoEqNv,181942.85700000002,4.0,1
734,0.725,0.373,5.0,-7.341,0.0,0.29,0.224,0.00964,0.173,0.499,209.91,4KfmruShP5zOi9hYjM76e6,167340.408,4.0,1
735,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,4LRPiXqCikLlN15c3yImP7,163683.265,4.0,1
736,0.717,0.692,1.0,-5.971,0.0,0.0723,0.0675,0.0,0.088,0.524,102.996,1qRgEKIeSrMcS62Ji4g8VT,143203.26499999998,4.0,1
738,0.761,0.735,7.0,-6.428,0.0,0.18,0.116,0.0,0.283,0.799,150.074,2r8hA6rIpYc7nBFEl9Ojio,160705.306,4.0,1
739,0.634,0.928,1.0,-1.609,1.0,0.0514,0.00719,2.55e-06,0.0626,0.738,164.007,52CBUrIdyf8tbZaUY9iawE,234448.98,4.0,0
740,0.524,0.635,5.0,-7.22,0.0,0.302,0.27,0.0,0.341,0.603,127.618,6QON2WlAI1QayzhgebwvWd,238341.22400000002,4.0,1
742,0.721,0.816,5.0,-7.325,0.0,0.064,0.0485,2.72e-05,0.234,0.94,123.978,1CJxgY54rg4PHj8pB7Cr9b,177737.143,4.0,1
743,0.108,0.141,9.0,-12.392,0.0,0.0353,0.913,0.000926,0.108,0.292,90.356,7uVhP5FfcBGF3wZUKzgrkm,241110.204,3.0,0
744,0.801,0.764,2.0,-5.112,1.0,0.0986,0.109,1.62e-05,0.247,0.578,89.999,58dGRQrNmAJeRMFuguUbvD,180584.49,4.0,1
746,0.482,0.771,5.0,-7.18,0.0,0.0486,0.00194,0.0134,0.0622,0.83,179.927,0v8gjJ4gyDUxwktYrE7HBH,187088.97999999998,4.0,1
747,0.641,0.489,0.0,-8.668,0.0,0.11,0.0509,0.0,0.071,0.206,142.977,6Aw4ogv0H5cbKfHDqIyruw,215222.85700000002,4.0,0
748,0.625,0.726,1.0,-2.144,1.0,0.031,0.335,0.0,0.273,0.559,119.994,4ClnJdCaf6PLeLgStqb1e9,143203.26499999998,4.0,1
750,0.782,0.671,4.0,-4.815,0.0,0.062,0.0508,2.49e-06,0.388,0.667,94.981,24snQ8Ew7aIKYCt0ulXHvx,180244.89800000002,4.0,1
751,0.625,0.877,10.0,-7.176,0.0,0.162,0.0315,0.0811,0.672,0.865,192.296,2bfGNzdiRa1jXZRdfssSzR,220421.224,4.0,0
752,0.46,0.916,7.0,-4.297,0.0,0.0564,0.000965,9.78e-06,0.917,0.459,113.465,3qbPpK2s3PSw0jPPdZTTTW,217391.02,4.0,0
753,0.783,0.485,5.0,-7.556,1.0,0.0355,0.701,0.0,0.238,0.546,109.999,2tGgIA04KdLTRRGY5Ndw5w,125675.102,4.0,0
754,0.866,0.438,7.0,-8.943,1.0,0.0719,0.177,0.0,0.0743,0.695,129.039,2W4yABdLc4Jnds67Poi5Nl,263993.469,4.0,0
756,0.875,0.882,0.0,-8.113,1.0,0.0567,0.0373,0.35,0.0228,0.918,140.354,3DaYOkVW9otWxSXHptYEYV,185208.163,4.0,0
757,0.686,0.805,11.0,-6.816,0.0,0.154,0.00478,1.09e-06,0.0887,0.289,130.981,7ang2G6KAVl0lTRWzm4RWv,147278.367,4.0,0
758,0.715,0.706,11.0,-4.423,1.0,0.195,0.496,0.00134,0.106,0.522,179.997,5pz6nzVKEyGAUhxBg0BCSZ,189622.85700000002,4.0,1
759,0.546,0.5,0.0,-8.881,1.0,0.0379,0.802,0.00108,0.107,0.449,150.92,4dYweCb2snYQgAxpZPKKJa,197328.98,4.0,0
760,0.812,0.471,0.0,-8.314,0.0,0.0404,0.303,0.0,0.104,0.756,102.964,5QKk5N5xJQGsWMhPM80Kfv,216372.245,4.0,0
762,0.865,0.855,0.0,-5.883,1.0,0.0964,0.0584,0.0,0.306,0.753,129.252,3w6KCoSTaFefdoarjgn0Br,197564.08200000002,4.0,1
763,0.445,0.59,9.0,-6.747,1.0,0.0258,0.0575,1.08e-05,0.0832,0.334,172.016,5LOaKdW9D2Gl9neAN94NbR,233691.429,4.0,0
764,0.518,0.692,1.0,-3.414,1.0,0.108,0.00735,0.0,0.292,0.592,147.899,1HKPEAhgi2Xs3rU39ndt4g,130455.51000000001,4.0,1
765,0.572,0.91,8.0,-1.578,1.0,0.064,0.0846,0.0,0.266,0.602,169.975,5m95gCTAiHshTaajznt5fA,208431.02,4.0,0
766,0.676,0.835,8.0,-4.382,0.0,0.044,0.00682,3.04e-05,0.081,0.8,104.987,611nlMA40SKg9gQ4pTVXT3,234083.265,4.0,0
767,0.704,0.739,8.0,-3.286,1.0,0.112,0.328,1.93e-05,0.0856,0.425,179.879,0giiXonRhODYy4J1iy4Lb3,208822.857,4.0,1
768,0.768,0.571,7.0,-6.768,1.0,0.0314,0.675,0.000871,0.0978,0.75,104.927,2t4Xr23WCRxao3l6EdJaXY,175020.408,4.0,0
769,0.606,0.866,11.0,-3.044,1.0,0.365,0.00693,4.88e-05,0.345,0.368,75.135,37hs3QImrFsiEZF2D92QGe,193724.08200000002,4.0,1
770,0.779,0.487,1.0,-8.642,1.0,0.165,0.28,0.0,0.166,0.0915,127.049,1lAJUXyP5S2dUYHer1xBas,299650.612,4.0,0
771,0.773,0.555,4.0,-7.169,0.0,0.0583,0.0154,0.00814,0.319,0.501,97.992,3CFPJGktOC1KpxwvDjIHfL,159947.755,4.0,0
772,0.844,0.536,8.0,-10.553,1.0,0.0415,0.24,0.917,0.111,0.681,130.037,70f7vwqJ7URNukrokiZqLJ,296907.755,4.0,0
773,0.77,0.787,11.0,-3.748,0.0,0.0583,0.198,0.0,0.262,0.513,119.986,0bI7K9Becu2dtXK1Q3cZNB,139520.0,4.0,1
774,0.686,0.584,0.0,-12.122,1.0,0.48,0.885,7.47e-05,0.278,0.71,169.581,4S1T0kYOmevSYAknYWD9Yn,208796.73500000002,4.0,1
775,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,5UTk39FhVfyvALD3gKYFJD,236434.286,4.0,1
776,0.958,0.523,8.0,-6.1,1.0,0.0591,0.0293,0.0,0.106,0.309,102.039,0bspC5fLlWgwCM6Rx1YUIh,143386.122,4.0,1
777,0.844,0.717,7.0,-4.947,1.0,0.0392,0.00966,0.0,0.344,0.965,145.065,79xkyiTBHqdGg3SirACPwy,195526.53100000002,4.0,0
778,0.898,0.676,9.0,-5.196,1.0,0.187,0.14,0.0,0.101,0.742,147.991,0ZxhtATQ0a6EvQNZ0z6NKV,172460.408,4.0,0
779,0.556,0.661,6.0,-5.052,0.0,0.204,0.3,0.0,0.101,0.668,168.56,6PERP62TejQjgHu81OHxgM,178573.061,4.0,1
780,0.482,0.881,11.0,-3.62,0.0,0.0533,0.0128,0.0,0.103,0.281,144.02,1oYQtNQUxSODedcc5hPmp9,290742.857,4.0,1
781,0.915,0.392,7.0,-11.548,1.0,0.475,0.112,0.0,0.0319,0.675,139.94,0wQL4dv6dQjuiGdmJIjRCu,155768.163,4.0,1
782,0.947,0.556,7.0,-4.536,1.0,0.0736,0.277,5.43e-06,0.208,0.426,130.046,142YjJNOuXjzeSDnB1ujw1,179748.571,4.0,1
783,0.748,0.631,10.0,-10.057,0.0,0.051,0.0799,0.838,0.104,0.0799,88.502,5RE3w3M9g5vsotdIVtLONq,144065.30599999998,4.0,0
784,0.945,0.521,10.0,-5.028,0.0,0.271,0.105,0.0557,0.0568,0.861,120.031,0ZkI6UVUNZsw0hperYgH3A,216894.694,4.0,1
785,0.707,0.668,4.0,-8.078,0.0,0.0316,0.0242,0.0702,0.113,0.225,129.78,5N7IPpxdpnzpzOLZxVyxX6,110942.041,4.0,1
786,0.639,0.704,7.0,-5.818,1.0,0.0659,0.22,0.0872,0.0849,0.645,162.983,5dUFfk2cwD8GiJPS03mYN0,199157.551,4.0,0
787,0.547,0.696,9.0,-5.737,1.0,0.147,0.11,7.61e-06,0.106,0.579,169.954,3kAlKG1AxTRxGIVbkABIpK,177423.673,4.0,1
788,0.72,0.744,1.0,-6.938,0.0,0.12,0.237,0.0,0.255,0.619,78.953,2Lhdl74nwwVGOE2Gv35QuK,276897.95900000003,4.0,0
789,0.597,0.45,8.0,-6.658,1.0,0.0418,0.223,0.0,0.382,0.537,178.765,4HBZA5flZLE435QTztThqH,228728.163,3.0,0
790,0.585,0.628,1.0,-6.345,1.0,0.36,0.12,0.0,0.058,0.56,141.728,01e1te6w25KUwo6mYXJXr3,267546.12200000003,4.0,0
791,0.588,0.46,1.0,-5.748,0.0,0.1,0.452,0.000777,0.0667,0.414,168.012,1spjTB2jFkxAvMdKas3x2H,160835.918,4.0,1
792,0.771,0.759,10.0,-8.085,0.0,0.0821,0.324,0.0,0.428,0.774,100.028,7sLxtsFaexe1yVDtkUsddw,218331.429,4.0,0
793,0.443,0.911,9.0,-4.208,0.0,0.0851,0.0124,0.0,0.278,0.68,160.152,642Zd1NC6fLzbLhjQ8ykcZ,96574.69399999999,4.0,0
794,0.573,0.539,2.0,-6.091,0.0,0.0322,0.0162,1.16e-05,0.105,0.39,75.012,7vguMCv8uVuZLiQJ156u3Z,193724.08200000002,4.0,1
795,0.592,0.214,1.0,-13.468,1.0,0.115,0.936,1.62e-05,0.253,0.422,81.672,5cwCW4r6ybpSiHWMpMKHoJ,120293.87800000001,4.0,0
796,0.796,0.68,10.0,-5.555,0.0,0.37,0.0575,0.000683,0.103,0.71,179.923,2rDZhKnPaPG054ExZ6nXUS,178207.347,4.0,1
797,0.631,0.696,0.0,-5.631,0.0,0.211,0.578,0.0,0.0784,0.927,173.537,4TBtGrMgUYH7D5Tf5HLvyz,190746.122,4.0,1
798,0.599,0.32,3.0,-13.716,0.0,0.0787,0.258,0.0,0.106,0.197,70.996,1dOlBYd9p7MC2BAvWzP4zb,225253.878,4.0,0
800,0.64,0.743,10.0,-4.08,1.0,0.0379,0.269,0.0,0.101,0.361,122.035,5fVZC9GiM4e8vu99W0Xf6J,264829.388,4.0,0
801,0.892,0.588,1.0,-4.287,0.0,0.11,0.00319,0.000162,0.0498,0.753,120.042,0j77ikAaghcss4idQVcAXT,172878.367,4.0,1
802,0.713,0.452,1.0,-9.638,1.0,0.0295,0.841,0.0038,0.105,0.235,102.963,0pdKRp2sUthTPe7RLWpPqQ,222798.36700000003,4.0,0
803,0.424,0.521,0.0,-6.464,0.0,0.0347,0.751,6e-06,0.301,0.619,139.677,7aZ5R9eENM8gj2zDA1AOh3,266161.633,4.0,1
804,0.597,0.595,9.0,-7.328,1.0,0.226,0.563,2.06e-06,0.291,0.592,169.81,4mnjwMLCk3JZkhkok3u5g1,187637.551,4.0,0
805,0.87,0.565,11.0,-5.356,0.0,0.0581,0.0631,0.0579,0.104,0.646,100.041,0QsZ3W21xNvnUnUMbiAY4z,154096.327,4.0,0
806,0.76,0.794,10.0,-4.311,0.0,0.344,0.263,0.00324,0.0996,0.583,165.99,0IGxkEgMeF1dwOSIj2IUrT,124813.061,4.0,1
807,0.792,0.698,1.0,-6.364,1.0,0.172,0.489,0.0788,0.127,0.751,129.971,1vvBUZseJ7fwYPX1NedOLd,175333.878,4.0,0
808,0.608,0.295,1.0,-10.744,1.0,0.194,0.468,0.278,0.324,0.147,120.584,3u0kNxqOOC8SdoODpkmoZO,132179.592,4.0,0
809,0.39,0.448,5.0,-8.57,0.0,0.0276,0.8,0.182,0.107,0.077,144.89,0ecC8p17cDNlxHXkuYqeR6,183353.46899999998,5.0,0
810,0.946,0.269,1.0,-10.061,1.0,0.567,0.018,0.068,0.108,0.0999,125.95,4JeMM66h7rFqgO94N3kgCP,101198.367,4.0,0
811,0.938,0.713,6.0,-5.78,1.0,0.201,0.0137,1.58e-06,0.133,0.63,119.015,2Nk5EgP9wXa3bpTU8V4i5t,64653.060999999994,4.0,1
812,0.821,0.756,2.0,-8.657,1.0,0.272,0.626,0.0,0.123,0.787,101.968,0Pw7VJeEO0UHsruThriJDa,219898.776,4.0,1
813,0.83,0.517,6.0,-6.416,0.0,0.333,0.399,8.95e-05,0.0916,0.616,171.959,2dNhNlpZAtV4lwAFW45LIv,180349.388,4.0,1
814,0.705,0.815,2.0,-4.449,1.0,0.0609,0.0749,0.296,0.129,0.542,126.011,4GdbPZ01Th4xl7ban4uGaH,200646.53100000002,4.0,1
815,0.645,0.589,6.0,-6.131,1.0,0.0523,0.00396,0.0,0.145,0.35,131.899,4kgsK0fftHtg9gZOzkU5T2,218697.143,4.0,0
816,0.646,0.77,2.0,-6.596,0.0,0.226,0.00249,0.0,0.0715,0.681,99.165,5IVuqXILoxVWvWEPm82Jxr,276062.041,4.0,0
817,0.796,0.496,9.0,-8.165,0.0,0.0388,0.431,5.51e-06,0.0781,0.716,97.988,0RE4crnT3jRms1xxVlEZx2,185417.143,4.0,1
818,0.674,0.161,0.0,-13.645,1.0,0.0424,0.923,6.29e-05,0.364,0.646,85.188,74c1slsDvJTCW2dX5wN4tC,288783.673,4.0,0
819,0.243,0.318,9.0,-5.958,1.0,0.0311,0.899,0.0,0.132,0.159,177.151,1Hss30yoZsuup73QB8j3qe,197328.98,4.0,1
820,0.559,0.655,6.0,-6.792,1.0,0.051,0.58,0.000155,0.124,0.667,160.016,0NF8WXHL65nMVslHdZ1AgU,184424.49,4.0,0
822,0.789,0.823,2.0,-5.341,1.0,0.0667,0.0221,0.0148,0.0188,0.891,128.991,5jYEiTNR3FQXFouTX7Ju0N,236721.633,4.0,1
823,0.391,0.396,1.0,-8.621,0.0,0.189,0.702,0.405,0.315,0.199,99.112,7MiZjKawmXTsTNePyTfPyL,231836.73500000002,5.0,1
824,0.765,0.786,1.0,-9.428,1.0,0.0513,0.00399,0.877,0.126,0.613,119.984,1Dp12QxugzTQHwnTvL5Gji,138109.388,4.0,0
825,0.783,0.751,1.0,-4.89,1.0,0.104,0.221,0.0,0.546,0.461,123.041,4X1fQMrCbBLSkZKPvhO1Kj,229198.367,4.0,1
826,0.868,0.365,7.0,-9.51,1.0,0.0383,0.433,0.0,0.207,0.471,114.979,5LKkteRQ1wWv7XCIEA5F2q,222511.02,4.0,1
827,0.854,0.71,4.0,-6.32,0.0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,3TZwjdclvWt7iPJUnMpgcs,215170.612,4.0,0
828,0.621,0.873,5.0,-3.067,0.0,0.037,0.0406,8.43e-06,0.0824,0.873,97.96,4ubae7aWoUq25ctjDcBu3L,238497.959,4.0,0
829,0.4,0.479,8.0,-7.989,0.0,0.0308,0.0529,2.14e-06,0.115,0.213,166.159,1Fid2jjqsHViMX6xNH70hE,226507.755,4.0,0
830,0.413,0.521,9.0,-4.469,1.0,0.0466,0.162,0.0,0.323,0.532,103.391,26ZX2JrAb8AFbr8FFfAsO7,217626.122,4.0,0
831,0.235,0.86,4.0,-2.842,0.0,0.0561,0.00272,0.0969,0.388,0.342,127.788,1PInWkBARsxLyouDqa2GtF,227578.776,4.0,0
832,0.867,0.627,11.0,-3.661,0.0,0.128,0.117,0.0,0.0753,0.804,80.011,4NFkcqZ3jU2O9rgEbuluVn,272300.408,4.0,0
833,0.577,0.363,7.0,-12.378,1.0,0.0263,0.86,0.000282,0.0868,0.265,91.511,75UMtPC77vqKRwfSuYuNPO,246857.143,4.0,0
834,0.883,0.584,11.0,-7.463,1.0,0.471,0.05,0.0,0.0679,0.798,148.059,3YgeIbA0dOVSOClZKUUxzz,197067.755,4.0,1
835,0.838,0.283,10.0,-15.795,0.0,0.0841,0.0688,0.891,0.0985,0.303,134.922,7ckKiU8a7BQOWDwYe7DMwh,241893.878,4.0,0
836,0.631,0.927,9.0,-2.787,0.0,0.0332,0.199,0.119,0.148,0.465,123.962,0azC730Exh71aQlOt9Zj3y,235702.857,4.0,0
837,0.785,0.525,6.0,-7.556,1.0,0.042,0.669,0.439,0.114,0.251,90.853,3WRQUvzRvBDr4AxMWhXc5E,252055.51,4.0,1
838,0.939,0.456,0.0,-5.456,1.0,0.0534,0.403,0.0,0.0797,0.762,120.004,5oGiBJRHJLYhAriRXv138r,203128.163,4.0,1
839,0.964,0.771,11.0,-7.238,0.0,0.311,0.00451,1.58e-06,0.432,0.468,127.003,6bsRaxW3vYniwPytZQXZB6,128235.10200000001,4.0,0
840,0.843,0.7,4.0,-3.563,0.0,0.0803,0.0934,0.0,0.14,0.899,93.991,1ri9ZUkBJVFUdgwzCnfcYs,226377.14299999998,4.0,1
841,0.758,0.534,9.0,-7.314,0.0,0.21,0.0863,0.0,0.139,0.783,180.035,1D4ptfeNRLRWu52uzIXW5d,121182.041,4.0,0
842,0.519,0.552,2.0,-5.023,1.0,0.0259,0.18,0.0,0.149,0.331,89.957,5OS2vP6hEJfp5bLzaWNkTj,214021.224,4.0,1
843,0.692,0.711,0.0,-7.498,0.0,0.0317,0.225,0.0,0.12,0.875,125.135,1TfqLAPs4K3s2rJMoCokcS,211330.612,4.0,0
844,0.528,0.797,4.0,-7.487,1.0,0.0485,0.000391,0.011,0.14,0.751,143.785,3MtGstTnbaZaVOLcfpuiiE,136176.327,4.0,0
845,0.584,0.678,3.0,-7.082,1.0,0.0375,0.209,0.000453,0.165,0.564,153.018,73mHMjEAnw4UgF1MkVVlR4,222615.51,3.0,1
847,0.44,0.464,6.0,-6.722,1.0,0.0268,0.655,0.0,0.109,0.24,83.922,22t10FTx8y3pC5fjLuKJ8K,209423.673,3.0,1
848,0.731,0.794,0.0,-5.126,0.0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,0CokSRCu5hZgPxcZBaEzVE,219036.735,4.0,0
849,0.56,0.933,5.0,-5.54,1.0,0.0629,0.00219,0.0,0.114,0.581,103.05,7z1xQUZKgpXXdCquuSRjRC,275957.55100000004,4.0,0
850,0.778,0.695,4.0,-6.865,0.0,0.0913,0.174,0.0,0.151,0.472,149.996,0jdso14vaFnpRazMLEZovF,135288.163,4.0,1
851,0.802,0.623,11.0,-5.862,0.0,0.459,0.0292,0.055,0.113,0.457,74.987,37F7E7BKEw2E4O2L7u0IEp,166504.49,4.0,0
852,0.692,0.859,9.0,-4.008,1.0,0.0713,0.197,0.897,0.0986,0.716,156.709,15kFGQ92dL5964SB763Qeg,205897.143,4.0,0
853,0.806,0.64,11.0,-7.398,0.0,0.317,0.0864,0.0,0.201,0.716,160.054,4VpyHXR8RLFkibS7PALNE2,212166.531,4.0,0
854,0.319,0.21,1.0,-15.231,1.0,0.0341,0.92,8.06e-05,0.138,0.209,78.696,4PS1e8f2LvuTFgUs1Cn3ON,211644.082,4.0,0
855,0.689,0.701,6.0,-9.477,0.0,0.237,0.314,0.0,0.123,0.37,94.982,3s2Qd1rsWqbvOoxpFTRp8D,153077.551,4.0,1
856,0.52,0.792,7.0,-5.732,1.0,0.0515,0.348,0.0,0.384,0.367,109.689,1vZn0slz5firVwTAtQj4hY,166974.694,4.0,0
857,0.631,0.436,7.0,-15.031,1.0,0.0451,0.311,0.00262,0.593,0.713,105.973,2E753oHoAE5ZTZTacs8Bqh,196310.204,4.0,0
858,0.941,0.467,10.0,-6.024,1.0,0.077,0.33,6.45e-05,0.529,0.49,128.96,12Kknh5NqqAukiyevjDQkT,178677.551,4.0,1
859,0.827,0.73,6.0,-5.48,1.0,0.0845,0.0206,0.0,0.0489,0.953,119.984,4jLuoxmW7sA4MA3AaVVpNO,183536.327,4.0,1
860,0.671,0.599,4.0,-6.18,1.0,0.0405,0.0658,0.0,0.101,0.448,121.849,1fYBob3pwmO05qpUI4HgcC,168176.327,3.0,0
861,0.751,0.907,7.0,-4.73,1.0,0.0304,0.0384,7.13e-06,0.111,0.556,130.04,5Ptw2wrwzIJauYhxQUaQK9,180244.89800000002,4.0,1
862,0.526,0.689,5.0,-7.733,0.0,0.0324,0.0214,0.0,0.106,0.284,72.93,4Z524Thpkxb5g8ZKHa7nWI,252917.551,4.0,1
863,0.622,0.712,1.0,-5.224,1.0,0.0948,0.443,0.0,0.335,0.717,92.973,3KanRQJTuX9hTRG2rnscYO,147644.082,4.0,1
864,0.418,0.249,3.0,-13.744,1.0,0.0301,0.841,0.661,0.112,0.213,82.803,6FLwmdmW77N1Pxb1aWsZmO,218226.93899999998,4.0,0
865,0.906,0.626,5.0,-5.533,1.0,0.254,0.127,6.56e-06,0.0546,0.561,93.03,5fghgRsc8a3pSDXtjQ238F,178311.837,4.0,1
866,0.474,0.91,9.0,-10.431,0.0,0.0462,0.00498,0.859,0.476,0.745,93.01,5KbTBSGUvgDg75gIVhUaAW,122801.633,4.0,0
867,0.526,0.828,8.0,-6.512,0.0,0.11,0.0927,0.0,0.151,0.616,160.073,5nqcwAcGlfprxAkw2xrnO0,157701.224,4.0,0
868,0.738,0.868,1.0,-3.363,1.0,0.0702,0.000907,0.000209,0.275,0.377,111.991,0zzRxtfO5FGxKdqq4OKmlw,244715.102,4.0,0
869,0.787,0.238,1.0,-13.154,0.0,0.0554,0.677,2.2e-05,0.0869,0.262,98.022,2aQJOc2QUTdQl1J2Z9VxYO,150386.939,4.0,0
870,0.683,0.524,7.0,-7.483,0.0,0.273,0.596,0.0432,0.482,0.82,142.855,6CdqdbrXCFWbhpVwaNMzpv,129358.36699999998,4.0,1
871,0.913,0.622,7.0,-7.178,1.0,0.177,0.125,0.0,0.0789,0.781,110.011,4obyqyCX0Vx839PTsz1OGf,259604.898,4.0,1
872,0.553,0.664,8.0,-7.417,1.0,0.0741,0.0709,0.0056,0.106,0.467,140.06,2lXDbdbBw7lJVCWHkYxdep,218435.91799999998,4.0,1
