,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,viral
3445,0.685,0.696,8.0,-4.288,1.0,0.0321,0.432,0.0,0.127,0.65,160.017,5XWaXNh3jEy29P1S7Ug1v5,244767.347,4.0,1
3446,0.499,0.698,10.0,-5.419,1.0,0.286,0.201,0.0,0.407,0.419,68.961,7wZZM5ZyCfP7kNgPWLfbQL,203650.612,3.0,1
3447,0.685,0.671,6.0,-4.347,0.0,0.0311,0.0066,0.000305,0.262,0.542,130.018,4aXTBDtgjBfzwnJ2TYKTJd,204486.53100000002,4.0,0
3448,0.743,0.865,2.0,-1.753,1.0,0.056,0.492,0.0,0.221,0.78,79.997,3VQF7gLCASQQ3lQkOnFBhz,136045.714,4.0,0
3450,0.896,0.59,5.0,-8.025,0.0,0.207,0.47,0.000148,0.0988,0.819,105.043,2LKSZK1xNOAGnchM7Tp7Tb,146546.939,4.0,0
3452,0.856,0.523,4.0,-10.481,0.0,0.131,0.444,0.0,0.0537,0.709,105.935,6Cs7b9bu3fy5XhMwBA9Tz4,220290.61200000002,4.0,0
3453,0.724,0.934,7.0,-4.024,1.0,0.157,0.361,1.31e-06,0.0617,0.772,116.028,1mTHexSooalohJn32ktg9A,246935.50999999998,4.0,0
3454,0.42,0.641,6.0,-4.833,0.0,0.0766,0.215,0.0,0.12,0.312,82.359,1q9m2uGgiuKwy4t5q4v7sK,210207.347,4.0,0
3455,0.438,0.408,3.0,-9.857,1.0,0.0705,0.688,0.0,0.121,0.373,92.053,1ecVks3GJX8U67DvhVDVBn,264620.408,4.0,0
3456,0.532,0.576,11.0,-5.914,0.0,0.0239,0.648,1.12e-06,0.114,0.264,90.012,5aWcMQQ82qDcOYvfSHE9DB,254328.163,4.0,0
3457,0.708,0.832,1.0,-4.736,0.0,0.0362,0.392,1.33e-06,0.0561,0.968,99.953,2Iib2MV3ECFJAourgP9dlY,243121.633,4.0,0
3460,0.659,0.553,11.0,-4.809,0.0,0.0286,0.43,5.1e-06,0.198,0.401,89.978,7vWbERTWGCiu6fil02e9kj,186984.49,3.0,0
3461,0.567,0.508,0.0,-8.037,0.0,0.0417,0.72,3.21e-06,0.333,0.236,130.056,30o0d3SKmdTM4GkjjzjTTf,265377.959,4.0,0
3462,0.66,0.489,7.0,-5.046,0.0,0.0277,0.555,0.0,0.132,0.399,106.032,11zVNtqT5y9Cw3AzYa2MYE,228075.10199999998,4.0,0
3463,0.727,0.714,2.0,-4.494,1.0,0.0872,0.0209,0.0,0.153,0.618,164.003,0l1i3nJ4aDMk0inxnvzYTz,194638.367,4.0,1
3464,0.673,0.894,0.0,-2.73,1.0,0.0594,0.148,3.4e-06,0.141,0.63,118.894,2VYiQ9ijG3NER2aevaxzDi,239777.959,4.0,1
3465,0.562,0.729,3.0,-4.774,1.0,0.0551,0.297,0.0,0.0868,0.652,151.97,70fVcEP5pRrxaIICY3DcPe,190380.408,4.0,1
3466,0.541,0.676,8.0,-3.893,0.0,0.153,0.442,0.0,0.159,0.845,90.037,2TzyJEUfWHGRsk3r6Emvbk,185260.40800000002,4.0,0
3467,0.673,0.623,9.0,-5.371,1.0,0.0277,0.594,3.4e-05,0.331,0.484,114.941,1oH4bgcwB88X72mI4wZLQR,238341.22400000002,4.0,0
3468,0.757,0.647,2.0,-10.264,1.0,0.0299,0.757,3.08e-06,0.0972,0.97,122.771,4GAI8BxeMgrvhZNEU59UfR,167706.122,4.0,1
3469,0.633,0.524,1.0,-10.111,0.0,0.134,0.362,0.000146,0.108,0.375,85.016,2CWLbhbetnGxB7JnOK3LNJ,258168.163,4.0,0
3470,0.506,0.766,3.0,-6.118,1.0,0.0313,0.13,0.188,0.319,0.517,94.995,6Fy6M9WDrj9zXjqmxg1bPo,236120.816,4.0,0
3471,0.723,0.809,7.0,-3.081,0.0,0.0625,0.00346,0.00123,0.565,0.274,98.007,2YWjW3wwQIBLNhxWKBQd16,176770.612,4.0,0
3472,0.635,0.767,4.0,-3.67,0.0,0.0406,0.724,0.0,0.249,0.952,76.352,5gMuJSRzrquewebnZDgeO6,204721.633,4.0,0
3473,0.608,0.894,10.0,-2.891,0.0,0.0575,0.0785,8.6e-05,0.123,0.47,148.211,0y9BfPlsevtBLOdKfaeyuK,249991.837,4.0,1
3474,0.912,0.469,6.0,-6.68,0.0,0.146,0.394,0.0,0.2,0.486,107.023,0SpWaGS2OVOqkZz5KDz4fW,149681.633,4.0,0
3475,0.731,0.804,1.0,-5.235,1.0,0.245,0.0826,0.0,0.145,0.611,166.158,7mgszK6XFiihnQ7kfrie8N,208195.918,4.0,0
3476,0.929,0.78,9.0,-5.067,1.0,0.0588,0.0605,0.0,0.468,0.739,102.041,5ofuCx6IpPRhqTkjZiTdnx,160287.347,4.0,0
3477,0.459,0.645,1.0,-5.611,1.0,0.0396,0.362,0.0,0.355,0.546,127.536,77uN4r1uzIGP8KDZHqicDR,226089.796,3.0,0
3478,0.412,0.324,3.0,-9.563,1.0,0.061,0.947,0.0,0.104,0.477,83.778,2EHiFybUYm2kCJJHnFIxxt,188760.816,4.0,0
3479,0.632,0.952,7.0,-4.85,1.0,0.0527,0.0122,0.0119,0.265,0.098,126.967,5fWG4JDot8nHCte7gUdMUS,236617.143,4.0,0
3481,0.803,0.83,9.0,-3.879,0.0,0.0388,0.103,0.00348,0.0412,0.961,125.981,5wjRblZq8DCt5eMoAU1oXv,192966.53100000002,4.0,0
3482,0.71,0.877,11.0,-2.64,0.0,0.1,0.272,1.32e-06,0.0886,0.7,108.635,5NfyKOXeFYsRNxmC5cIUNE,203284.898,4.0,0
3483,0.827,0.725,10.0,-4.55,1.0,0.231,0.0943,0.0,0.233,0.563,88.985,5PzmwdATfme9NJBt4yh4z4,223451.429,4.0,0
3484,0.677,0.724,2.0,-4.84,1.0,0.281,0.0908,7.3e-06,0.115,0.381,149.937,2etyQgsDPRwCf3wr4Z8ojR,261668.571,4.0,0
3485,0.661,0.612,8.0,-6.616,0.0,0.52,0.879,0.0103,0.425,0.479,189.901,6JHJZsFDKjLGly6nv3hlOX,183640.816,4.0,0
3486,0.702,0.809,6.0,-6.259,0.0,0.0515,0.0997,0.000981,0.0539,0.486,105.045,0YwiYrmhG4PNNPMgk4VI4f,156290.61200000002,4.0,0
3487,0.8,0.756,7.0,-4.4,0.0,0.0367,0.687,2.06e-06,0.111,0.456,113.204,0Jh6iWjna1wk5le0Ahn7No,194194.286,3.0,0
3488,0.829,0.657,0.0,-6.802,1.0,0.0648,0.235,5.27e-05,0.0937,0.811,116.984,4vI2KCvXTAPR3vfiWg1J78,156186.122,4.0,0
3489,0.925,0.877,8.0,-2.849,1.0,0.0687,0.188,0.000132,0.081,0.912,114.063,1LCy7LSknQSMxxflErjKqO,135262.041,4.0,1
3490,0.771,0.607,5.0,-4.635,1.0,0.0404,0.0607,5.27e-06,0.112,0.85,120.023,5pKhMnRxZrRljPb45s4O7X,254876.735,3.0,1
3491,0.733,0.735,11.0,-4.21,1.0,0.129,0.223,0.0,0.185,0.917,156.987,6E8E3reNGtkSjqbgZlooFA,194403.265,5.0,1
3492,0.745,0.803,7.0,-6.151,0.0,0.0479,0.309,0.00266,0.345,0.493,123.043,4cPnNnTMkJ6soUOUzEtmcp,236016.327,4.0,0
3493,0.487,0.994,4.0,-4.21,0.0,0.244,0.00106,0.00151,0.326,0.301,141.858,6yJHs93oCpTkV9kUwTftuN,210390.204,4.0,0
3495,0.895,0.8,10.0,-5.42,0.0,0.181,0.435,0.0101,0.0861,0.582,97.99,1nBddWzOspQMeIF9URE5JA,143281.633,4.0,0
3496,0.636,0.745,2.0,-5.4,0.0,0.0378,0.155,2.54e-06,0.116,0.719,139.986,65ijO21F05jj1DEI8S3Z94,243696.327,4.0,0
3497,0.638,0.562,11.0,-8.599,1.0,0.176,0.9,0.00298,0.149,0.163,81.987,2r1ukIu71jg1tTk7lsguGM,216946.93899999998,4.0,0
3498,0.673,0.735,5.0,-4.733,1.0,0.0457,0.286,0.0,0.242,0.754,115.744,1YP0OKufVnqN4z5Q4z3ex0,203337.143,4.0,0
3499,0.847,0.57,9.0,-11.545,1.0,0.291,0.249,1.31e-06,0.18,0.853,127.363,2KSADu2MYdJKOjqRp0i0Sf,198217.14299999998,4.0,0
3500,0.765,0.551,9.0,-8.85,0.0,0.0843,0.146,0.714,0.0864,0.853,154.007,1cS0P1YKC6hSFJVTLyzyAR,212584.49,4.0,0
3502,0.774,0.85,0.0,-4.436,1.0,0.0326,0.0837,0.0,0.193,0.53,127.031,7mlGufYKRiJEO2dglocn6o,227813.878,4.0,1
3503,0.863,0.387,5.0,-10.057,0.0,0.256,0.365,0.00238,0.06,0.39,100.013,5pcmtf1lwrMqmAWWm248fY,168280.816,4.0,0
3504,0.429,0.577,1.0,-21.711,1.0,0.811,0.196,0.00107,0.951,0.0383,95.022,7dyNCi3GS4AjW5tKvtvNsL,132858.776,3.0,0
3505,0.823,0.507,5.0,-8.959,0.0,0.0392,0.000135,0.112,0.47,0.856,116.001,1E7KYHSWtknJ2YJXPEqkiK,162220.408,4.0,0
3506,0.564,0.703,2.0,-5.459,1.0,0.269,0.437,0.00927,0.358,0.477,139.045,4vgTAdLit4VNnxZ7YK06NW,239229.388,4.0,0
3507,0.836,0.589,11.0,-6.909,1.0,0.278,0.67,0.0,0.108,0.217,77.005,3D4EwhvnmXTIbgi8VRDnu6,190746.122,4.0,0
3508,0.612,0.853,5.0,-3.585,0.0,0.0704,0.00522,0.0,0.422,0.566,166.884,12afGworQ5MJaw8M8hBd9b,227343.673,4.0,0
3509,0.614,0.557,7.0,-12.444,0.0,0.0474,0.825,5.99e-06,0.121,0.614,141.648,3rHrXOocY0wrgqLjpZITJv,245080.816,4.0,0
3510,0.794,0.753,10.0,-3.112,1.0,0.0609,0.543,0.0,0.12,0.906,159.965,0vqw3BCyNr3DDVBmjD21H8,267049.79600000003,4.0,0
3511,0.677,0.497,6.0,-10.229,0.0,0.0416,0.551,0.0,0.0975,0.635,179.956,1obcdcfdVVh2rFT8hGAOI0,209136.327,4.0,0
3513,0.81,0.609,10.0,-7.171,0.0,0.0494,0.208,0.0,0.0574,0.559,122.175,5shkcBGIbC7SYNU3aCeskL,194977.959,4.0,0
3514,0.601,0.848,7.0,-6.02,0.0,0.0313,0.701,4.15e-05,0.356,0.827,144.924,0h04auAkaPKrXL2RPXVKwP,228519.184,4.0,1
3515,0.625,0.525,6.0,-9.864,1.0,0.0339,0.00289,0.899,0.11,0.136,101.015,775PfJduDIsycAyDZfE4NF,174262.857,4.0,0
3516,0.419,0.638,1.0,-8.486,1.0,0.0604,0.199,0.0,0.0984,0.606,134.904,2Hg2uP2Udt0PIEZiPbfV26,176352.653,5.0,0
3517,0.909,0.756,9.0,-7.393,0.0,0.0338,0.3,0.641,0.259,0.795,117.987,6O3fSALGjm1gGrx7rIQRs3,242808.163,4.0,0
3518,0.566,0.871,6.0,-7.151,0.0,0.0466,0.15,0.000216,0.37,0.799,128.185,5kqM2lbiX2slirLnrDSdCt,278622.041,4.0,0
3519,0.594,0.452,9.0,-7.243,1.0,0.0472,0.634,1.59e-06,0.082,0.509,180.095,1WRTkAAByYdNhoTLIf49bV,259944.48999999996,4.0,0
3521,0.743,0.855,5.0,-3.976,0.0,0.0436,0.141,0.0045,0.099,0.871,96.989,7JNh1cfm0eXjqFVOzKLyau,203232.653,4.0,0
3523,0.586,0.608,5.0,-5.534,0.0,0.036,0.714,0.0,0.179,0.873,92.111,1vXMChJ2MGtI0vq9t6kjDB,153600.0,4.0,0
3524,0.617,0.463,11.0,-7.978,0.0,0.0402,0.0186,0.0,0.187,0.24,83.931,53b4d9jHQZq89EtQxwUURr,160653.06100000002,4.0,0
3525,0.496,0.703,1.0,-6.116,0.0,0.0487,0.52,0.0,0.343,0.638,139.904,3eoGF4niaBI2kPAOsR7T8p,281155.918,4.0,0
3526,0.855,0.811,11.0,-4.195,0.0,0.0394,0.463,2.83e-05,0.0519,0.855,99.991,5ussNuX5iN17OXZufmqNbo,138083.265,4.0,0
3527,0.737,0.558,5.0,-8.741,0.0,0.2,0.0736,0.00477,0.109,0.809,80.037,3gcIOGNpBDObBf9tjhAqhb,206080.0,1.0,0
3528,0.655,0.569,1.0,-5.018,0.0,0.0349,0.716,7.4e-06,0.135,0.44,150.267,1roCmBlcpV7LzsmB7pmCyt,169534.694,4.0,0
3529,0.558,0.919,1.0,-1.948,1.0,0.0426,0.00651,0.789,0.196,0.839,150.049,1FPJZZjcwG2IGF0UVLrmKL,160287.347,4.0,0
3530,0.527,0.744,11.0,-4.665,0.0,0.0642,0.048,0.0,0.0876,0.466,107.993,3vOMPZuLshD44DDBWZYOgF,266631.837,4.0,0
3531,0.765,0.93,0.0,-3.678,1.0,0.116,0.0847,3.13e-05,0.468,0.796,105.989,1ocmeK6N2rVQcFjeX9P7WZ,162142.041,4.0,0
3532,0.733,0.418,5.0,-10.156,1.0,0.067,0.716,0.00882,0.12,0.403,180.036,2KeGyihqDPQMvG2jPpV6kF,237740.408,4.0,0
3533,0.782,0.706,7.0,-4.337,0.0,0.19,0.0941,0.000208,0.115,0.855,173.899,2btKz4s1XrMn5VHe7xZJpi,210259.592,4.0,0
3534,0.787,0.789,8.0,-7.307,0.0,0.0662,0.00736,0.0,0.217,0.521,94.968,1sHzGXMIXS3TMtKir21yvc,197799.184,4.0,0
3535,0.908,0.314,0.0,-9.614,1.0,0.116,0.0424,4.15e-05,0.0727,0.244,97.011,3D0pmiK3zyF9PudyJ8mkor,186566.531,4.0,0
3536,0.729,0.616,8.0,-6.422,1.0,0.249,0.458,0.0,0.082,0.532,106.486,5zUGr7GcNo7UNjvkNYkjiH,155454.694,4.0,0
3537,0.815,0.815,4.0,-4.87,0.0,0.0834,0.211,0.000161,0.183,0.708,93.018,7In7iqM2M4BkyQZFb9cnT0,267284.898,4.0,0
3538,0.56,0.515,9.0,-7.143,1.0,0.0272,0.134,2.47e-06,0.142,0.497,77.959,1oXKFyvz9PBzaIUSbuGGZQ,288000.0,5.0,1
3539,0.569,0.733,1.0,-7.082,0.0,0.0941,0.344,0.0,0.213,0.414,94.855,4Mi1B4Sc3u5zkLaEB7PETp,257802.44900000002,4.0,0
3540,0.567,0.881,9.0,-9.444,0.0,0.0329,0.06,0.133,0.243,0.752,159.991,2sk26HirjP6EhtroXAHkLb,183092.245,4.0,0
3541,0.667,0.509,0.0,-7.388,0.0,0.0324,0.256,0.00213,0.254,0.201,84.947,47Y12sZlWlug3AceKoS5Hh,281573.87799999997,4.0,0
3542,0.764,0.743,3.0,-4.545,0.0,0.146,0.0405,9.13e-05,0.0784,0.832,175.001,1MxSEKHnjSdiszBjcXUGGP,157492.245,4.0,0
3543,0.788,0.771,4.0,-3.206,0.0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,6MJUCumnQsQEKbCy28tbCP,216711.837,4.0,0
3544,0.543,0.24,5.0,-15.558,1.0,0.0408,0.948,0.473,0.954,0.0726,75.023,2MORKZPutesHpzm7bCU5GW,163709.38799999998,4.0,0
3545,0.666,0.629,0.0,-7.127,0.0,0.0622,0.559,0.0,0.0872,0.921,170.05,3Nx49c1QYkidqHp2hSZxgC,227343.673,4.0,0
3546,0.661,0.959,4.0,-3.851,0.0,0.215,0.145,3.16e-06,0.124,0.239,108.99,0CL5w3lZietXgCyM0dTibH,187454.694,4.0,0
3547,0.903,0.419,1.0,-10.277,1.0,0.111,0.23,0.0,0.0972,0.134,119.979,3e7LQvyW617yxNW6mm0XdA,224182.85700000002,4.0,0
3549,0.712,0.924,10.0,-2.802,0.0,0.0683,0.165,1.77e-05,0.906,0.901,77.508,1ea97AUSazu2QZw9BnHJqK,190275.91799999998,4.0,1
3552,0.755,0.499,0.0,-9.503,1.0,0.0296,0.393,0.0,0.112,0.563,93.996,1DqL44cnEiyWNxJnW3rnXs,229929.796,4.0,0
3553,0.626,0.459,10.0,-9.646,0.0,0.0563,0.868,0.0,0.0508,0.54,143.998,6MvijsPF6i0eUbabWX7qZI,253204.898,4.0,0
3554,0.756,0.711,10.0,-5.44,0.0,0.0894,0.0486,0.0,0.0902,0.467,148.944,2p6aIIjFD1IG3J81Wzqmsy,140355.918,4.0,0
3555,0.804,0.886,1.0,-2.512,1.0,0.04,0.0837,0.0,0.266,0.789,144.946,0pSBuHjILhNEo55xK1zrRt,238628.571,4.0,1
3556,0.314,0.473,0.0,-12.246,1.0,0.0461,0.659,2.54e-05,0.121,0.272,81.446,6HE3E0MdJsbcGmfZzZoMAr,242102.857,4.0,0
3557,0.702,0.73,0.0,-5.173,0.0,0.099,0.425,1.25e-06,0.148,0.879,173.967,1iEwyiSLAunPR6uouANE0O,257071.02,4.0,0
3558,0.784,0.907,8.0,-2.953,0.0,0.341,0.233,0.0,0.586,0.508,85.052,3o0IgaUTEPckuwYGorlFWb,260179.592,4.0,0
3559,0.598,0.76,1.0,-8.986,0.0,0.289,0.209,0.0662,0.138,0.471,152.668,5FvWmVAuLIsmRxwc6EjRlX,158380.408,4.0,0
3560,0.724,0.954,7.0,-2.632,1.0,0.119,0.176,0.0,0.0819,0.896,155.939,5QhvzLyzSLSkicF3xSRSCf,197433.469,4.0,0
3561,0.963,0.765,6.0,-4.966,1.0,0.229,0.0826,0.000258,0.102,0.88,124.008,7o6SS0Blsf4zST2GFC5wdC,180192.65300000002,4.0,0
3563,0.596,0.545,8.0,-7.775,1.0,0.0247,0.11,0.0,0.09,0.391,75.841,3mI8v4GmCVlvcxXyzzX0Tv,243826.939,4.0,0
3564,0.853,0.902,5.0,-3.001,1.0,0.0697,0.0803,0.0,0.113,0.57,115.971,5ptc5E2aIJJjlFbFAPTMfy,219585.306,4.0,0
3566,0.926,0.622,9.0,-3.982,0.0,0.0688,0.073,0.0,0.069,0.816,125.994,1DSJTiVrofIW1ISBv2thfh,212715.102,4.0,0
3567,0.891,0.925,2.0,-5.271,1.0,0.156,0.0348,0.0,0.277,0.692,110.017,09SNuR471zu5nVvC4IVG8j,162507.755,4.0,1
3568,0.843,0.411,1.0,-11.46,0.0,0.42,0.675,0.0,0.179,0.515,94.999,5jLUKFlEJzOf6b6PCaohFI,265247.347,4.0,0
3569,0.504,0.34,9.0,-7.099,1.0,0.0246,0.789,0.0,0.124,0.376,79.949,6EGieRawhdJLxNqq5sZ65E,250514.286,3.0,0
3570,0.63,0.396,10.0,-9.162,1.0,0.0334,0.875,0.0,0.1,0.246,142.046,4iNPp0BZ4lBu7bipdWLcWk,258089.79599999997,4.0,0
3571,0.745,0.758,5.0,-6.606,1.0,0.0346,0.531,1.6e-06,0.149,0.854,130.105,7yyGeLRCAjkEk9XovIe61t,102556.735,4.0,1
3572,0.754,0.805,6.0,-4.249,1.0,0.0752,0.315,0.0,0.203,0.555,93.983,1s2B5cndbqK8rPJEIcKJRQ,176587.75499999998,4.0,0
3573,0.814,0.772,7.0,-4.821,1.0,0.0458,0.0861,0.0,0.244,0.739,126.998,5NxBsDKGOv6ebjuVYoqqkv,224417.959,4.0,0
3575,0.478,0.736,7.0,-7.124,1.0,0.0367,0.02,9.58e-05,0.118,0.564,144.705,046MBhhgQJJghnbgZCkaAR,232176.327,4.0,0
3576,0.852,0.62,6.0,-5.79,0.0,0.227,0.359,0.0,0.101,0.744,92.464,7IG7laqVpcvIIULrwWP5SA,158981.224,4.0,0
3577,0.682,0.23,11.0,-10.069,0.0,0.0388,0.888,0.0,0.108,0.663,88.022,0B3Bgt3fvywlTHBpkJ5yA4,238341.22400000002,4.0,0
3578,0.692,0.803,2.0,-6.563,1.0,0.0369,0.0825,0.0,0.322,0.804,88.021,3sLTOt7ZMwEWEB7YdLaeZS,218462.041,4.0,0
3579,0.339,0.328,10.0,-11.32,1.0,0.122,0.802,0.00037,0.382,0.0629,87.362,7Jayh7T1793wFTGOWD4BNw,131866.122,3.0,0
3580,0.713,0.801,1.0,-4.956,0.0,0.0495,0.0913,1.6e-06,0.0815,0.225,93.003,3PHgjM8oQiJX0vk12TWnmM,190197.551,4.0,0
3582,0.67,0.576,11.0,-6.753,0.0,0.0672,0.371,0.0,0.213,0.668,91.953,1Mn5N38GUdFrNLynbfnqLs,150386.939,4.0,0
3583,0.461,0.834,2.0,-4.868,1.0,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,6PCUP3dWmTjcTtXY02oFdT,260179.592,4.0,0
3584,0.751,0.842,2.0,-5.48,1.0,0.0547,0.0215,7.55e-05,0.0623,0.781,183.974,0kdBi1dy0QVlJlU4yrnwvC,235781.22400000002,4.0,1
3585,0.936,0.523,5.0,-6.71,1.0,0.0597,0.239,0.0,0.117,0.699,119.889,7Cm022eCcWeHn8rehi4TyK,124290.612,4.0,1
3586,0.538,0.688,7.0,-10.754,1.0,0.0308,0.0213,0.0119,0.0481,0.767,179.998,5f1NaM8SoCSNdKjWq6oJNr,263235.918,4.0,0
3587,0.582,0.771,10.0,-4.444,0.0,0.0454,0.66,0.0,0.112,0.795,88.961,6MllLlt8VFaTsxnKhKTHQr,274729.79600000003,4.0,0
3588,0.599,0.657,1.0,-7.81,1.0,0.173,0.0467,0.0,0.0929,0.409,203.917,2AmLEV3eNOSatp7liHzqc8,278961.63300000003,4.0,0
3589,0.926,0.662,9.0,-4.711,0.0,0.11,0.336,3.06e-06,0.0754,0.725,140.021,5HerMpAegwiAAFOIXNCxED,159764.898,4.0,0
3590,0.604,0.787,0.0,-7.962,1.0,0.139,0.374,0.0,0.525,0.736,119.912,7yfObABhiosO1U1I6P0ACx,255294.694,4.0,0
3591,0.6,0.518,4.0,-6.662,1.0,0.0357,0.394,0.0,0.276,0.472,75.988,4UTwJhM6jvJIVx2DMaorKk,186671.02,4.0,0
3592,0.78,0.878,6.0,-3.015,0.0,0.187,0.322,0.0,0.153,0.611,142.155,7acbzEEkzLyibPdJFgrNEQ,189596.735,4.0,0
3593,0.695,0.832,9.0,-3.455,0.0,0.0288,0.000371,0.000483,0.469,0.249,111.997,7n2HVHWqFsyAOs5HqmE1Dl,208483.26499999998,4.0,0
3594,0.165,0.0179,0.0,-31.312,1.0,0.035,0.985,0.927,0.124,0.0392,64.083,1VpnWzCSImeP7cU1p9prFs,198661.22400000002,4.0,0
3595,0.41,0.374,5.0,-6.855,1.0,0.0273,0.739,0.0,0.102,0.368,170.091,4zP70FyG2mjTM3y89yzKvp,205505.30599999998,3.0,0
3596,0.734,0.613,6.0,-4.962,1.0,0.0345,0.0049,0.0116,0.359,0.22,100.097,6x4Lxr3upD3MQsvxi6gePp,162089.796,4.0,0
3597,0.817,0.539,6.0,-6.349,0.0,0.0621,0.0141,0.000496,0.099,0.158,97.062,116H0KvKr2Zl4RPuVBruDO,211408.98,4.0,0
3598,0.726,0.869,6.0,-3.978,1.0,0.0638,0.0181,0.00022,0.332,0.529,112.966,5Glf3tBr73L1fbO9u4pL7r,210285.714,4.0,0
3599,0.851,0.621,11.0,-4.309,0.0,0.0528,0.348,7.03e-06,0.0504,0.953,92.972,0SPTQh7DWNo5RDyoXr8bOm,217364.89800000002,4.0,0
3600,0.554,0.481,0.0,-9.823,1.0,0.329,0.0139,0.0,0.0787,0.456,191.991,2Fe6gDE0mCZz0g98i5QpVL,235937.959,4.0,1
3601,0.501,0.828,3.0,-2.495,0.0,0.114,0.053,0.0,0.135,0.483,84.659,4t77OsiudWy4timV32lPa2,175386.122,4.0,0
3602,0.745,0.831,5.0,-4.388,0.0,0.0362,0.0697,1.43e-05,0.311,0.563,93.964,7kOR9O4raTG1N3y2gJY9OL,190328.163,4.0,1
3603,0.685,0.569,2.0,-6.311,1.0,0.0334,0.0952,0.0,0.0754,0.483,74.596,25uNuaOHgtIpW0BJ0xW2Gu,194142.041,4.0,0
3605,0.753,0.59,0.0,-4.144,1.0,0.0317,0.259,0.0,0.0836,0.593,123.028,1mHoqHeQClLBp5UO3TbUac,240248.163,4.0,1
3606,0.838,0.8,0.0,-4.676,0.0,0.107,0.0358,7.38e-05,0.098,0.457,95.974,1dMR1ltIgyYRq5vmFXvu07,173714.286,4.0,0
3607,0.688,0.701,3.0,-7.505,1.0,0.0298,0.06,0.0301,0.271,0.385,110.019,0tZMTCvEzXWz7AvjzIPf1H,260780.40800000002,4.0,0
3608,0.805,0.827,2.0,-7.681,0.0,0.039,0.322,0.0,0.0636,0.919,115.042,5u3DBDAtwldSB0vq2wRKPG,220238.367,4.0,0
3609,0.827,0.737,11.0,-5.473,0.0,0.0764,0.0316,0.000322,0.211,0.873,121.99,3Q8yDujnXxwRiZ4p6VqY7b,208718.367,4.0,0
3610,0.287,0.632,8.0,-7.148,1.0,0.0365,0.574,0.0,0.117,0.182,145.754,4U6ML9i3xKdszyqTsxHeDt,291160.816,4.0,0
3611,0.692,0.49,11.0,-6.077,1.0,0.0464,0.466,0.0,0.109,0.255,155.831,7uFb6o0WdeA4Jjws8zLjRc,223634.286,4.0,0
3612,0.448,0.795,5.0,-5.639,1.0,0.359,0.0959,0.00146,0.158,0.473,132.72,1lgIfLiB4abFQR90h7gRcC,189962.449,5.0,0
3613,0.778,0.551,7.0,-9.192,1.0,0.0541,0.59,0.000755,0.2,0.948,203.984,7w6k2lK8Fjc5MiTGJx1p8i,131918.367,4.0,0
3614,0.725,0.566,2.0,-10.135,0.0,0.0573,0.301,0.0,0.104,0.449,151.956,0AkvY8WDd022glmGKtP43y,182204.082,4.0,0
3615,0.76,0.528,11.0,-7.474,1.0,0.0541,0.112,0.0,0.107,0.457,120.003,15Nn5EEGQqlptGwiB2NVYV,240587.75499999998,4.0,0
3616,0.826,0.449,5.0,-8.33,0.0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,278kSqsZIiYp8p3QjYAqa8,236721.633,4.0,1
3617,0.673,0.76,6.0,-5.712,0.0,0.0638,0.462,0.0,0.0706,0.695,137.865,1YiO0AdZz9HNoJZr8nkaDR,141714.286,4.0,0
3618,0.679,0.855,7.0,-4.137,1.0,0.0261,0.00165,0.0,0.0939,0.572,105.044,0mgbKyUiFC1OBgfJTupePk,251768.163,4.0,1
3619,0.654,0.796,2.0,-4.761,0.0,0.122,0.0188,0.0,0.0948,0.491,108.854,7kJlTKjNZVT26iwiDUVhRm,178808.163,4.0,1
3620,0.798,0.848,4.0,-4.626,0.0,0.0529,0.16,1.59e-06,0.118,0.436,114.98,3J3YnQu3pZlD3EYWsdA9ex,216946.93899999998,4.0,0
3621,0.834,0.136,4.0,-13.743,1.0,0.0696,0.983,0.0,0.0946,0.668,112.21,5KLKIe8fSlIjofgn6ycUrx,69564.082,3.0,0
3622,0.943,0.808,0.0,-4.275,0.0,0.206,0.278,0.00112,0.151,0.841,115.952,6RdkggWArMBHrxBmKTvsaj,192235.102,4.0,0
3623,0.88,0.829,9.0,-5.308,1.0,0.24,0.279,0.0,0.337,0.927,128.004,0mTbaRmaEDe9f0EDzq3BZM,182935.50999999998,4.0,0
3624,0.641,0.665,7.0,-7.839,1.0,0.0263,0.571,0.00107,0.159,0.677,138.017,1vPk6ZTflnvm8LgtXzPDrT,233613.061,4.0,0
3625,0.64,0.524,10.0,-13.87,0.0,0.0737,0.0419,0.0,0.0413,0.913,137.496,62ZLkPvkAwxXZMNhkL1aMQ,289253.87799999997,4.0,0
3626,0.484,0.551,10.0,-6.6,1.0,0.0505,0.208,0.0,0.117,0.571,115.163,6qGCJLF0V7SuHTOOGUcDsv,229746.93899999998,4.0,0
3627,0.705,0.868,8.0,-5.91,0.0,0.149,0.753,1.86e-05,0.239,0.885,104.886,42wBvgw6ZrXfYSW3PzaYb6,229746.93899999998,3.0,1
3628,0.929,0.723,11.0,-5.792,0.0,0.109,0.0672,0.0,0.346,0.458,125.022,2771LMNxwf62FTAdpJMQfM,221727.347,4.0,1
