track_name,track_pop,artist,artist_pop,album,length,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Pound Town 2 (feat. Nicki Minaj & Tay Keith),77,Sexyy Red,63,Pound Town 2 (feat. Nicki Minaj & Tay Keith),194047,spotify:track:6IEXjer2qbXhRLFv99NQQv,0.637,0.634,2,-8.126,1,0.426,0.174,0.0,0.149,0.49,178.037,audio_features,6IEXjer2qbXhRLFv99NQQv,spotify:track:6IEXjer2qbXhRLFv99NQQv,https://api.spotify.com/v1/tracks/6IEXjer2qbXhRLFv99NQQv,https://api.spotify.com/v1/audio-analysis/6IEXjer2qbXhRLFv99NQQv,194048,4
fukumean,96,Gunna,84,a Gift & a Curse,125040,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,0.847,0.622,1,-6.747,0,0.0903,0.119,0.0,0.285,0.22,130.001,audio_features,4rXLjWdF2ZZpXCVTfWcshS,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,https://api.spotify.com/v1/tracks/4rXLjWdF2ZZpXCVTfWcshS,https://api.spotify.com/v1/audio-analysis/4rXLjWdF2ZZpXCVTfWcshS,125040,4
Wicked Games,48,Besomage,50,Wicked Games,120241,spotify:track:3No2As3cmrLcByXpc0Czgi,0.735,0.489,11,-8.437,0,0.303,0.624,0.0,0.108,0.538,123.874,audio_features,3No2As3cmrLcByXpc0Czgi,spotify:track:3No2As3cmrLcByXpc0Czgi,https://api.spotify.com/v1/tracks/3No2As3cmrLcByXpc0Czgi,https://api.spotify.com/v1/audio-analysis/3No2As3cmrLcByXpc0Czgi,120242,4
Good Times Go,69,Nicky Youre,69,Good Times Go,147666,spotify:track:6iO8dAiOA3gnVHMCRfDwDy,0.702,0.677,0,-4.37,1,0.0506,0.132,0.0,0.128,0.752,92.038,audio_features,6iO8dAiOA3gnVHMCRfDwDy,spotify:track:6iO8dAiOA3gnVHMCRfDwDy,https://api.spotify.com/v1/tracks/6iO8dAiOA3gnVHMCRfDwDy,https://api.spotify.com/v1/audio-analysis/6iO8dAiOA3gnVHMCRfDwDy,147667,4
Passionfruit,88,Drake,94,More Life,298940,spotify:track:5mCPDVBb16L4XQwDdbRUpz,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,audio_features,5mCPDVBb16L4XQwDdbRUpz,spotify:track:5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz,298941,4
Attention,88,Doja Cat,84,Attention,277043,spotify:track:11xC6P3iKYpFThT6Ce1KdG,0.759,0.567,2,-7.911,1,0.248,0.118,0.0278,0.105,0.421,87.981,audio_features,11xC6P3iKYpFThT6Ce1KdG,spotify:track:11xC6P3iKYpFThT6Ce1KdG,https://api.spotify.com/v1/tracks/11xC6P3iKYpFThT6Ce1KdG,https://api.spotify.com/v1/audio-analysis/11xC6P3iKYpFThT6Ce1KdG,277044,4
Cupid,43,Sandra Iris,33,Cupid,101127,spotify:track:6izgVcgRGTvG3oPDRK9qQy,0.529,0.54,7,-8.639,0,0.156,0.0988,0.0,0.4,0.636,91.578,audio_features,6izgVcgRGTvG3oPDRK9qQy,spotify:track:6izgVcgRGTvG3oPDRK9qQy,https://api.spotify.com/v1/tracks/6izgVcgRGTvG3oPDRK9qQy,https://api.spotify.com/v1/audio-analysis/6izgVcgRGTvG3oPDRK9qQy,101128,3
Area Codes - Sped Up Version,65,Kaliii,70,Area Codes (Sped Up Version),115964,spotify:track:7EXY7BYXgfwgN3Ve4FdfK1,0.924,0.442,8,-10.443,1,0.371,0.0753,1.21e-05,0.0897,0.716,93.004,audio_features,7EXY7BYXgfwgN3Ve4FdfK1,spotify:track:7EXY7BYXgfwgN3Ve4FdfK1,https://api.spotify.com/v1/tracks/7EXY7BYXgfwgN3Ve4FdfK1,https://api.spotify.com/v1/audio-analysis/7EXY7BYXgfwgN3Ve4FdfK1,115964,4
Critical - Cyberspeed mix,68,RXKNephew,51,Critical (Cyberspeed mix),227664,spotify:track:2kHMuJ3NMwPwUZ5PCFUWgz,0.726,0.925,10,-6.186,0,0.303,0.143,0.0,0.167,0.68,144.056,audio_features,2kHMuJ3NMwPwUZ5PCFUWgz,spotify:track:2kHMuJ3NMwPwUZ5PCFUWgz,https://api.spotify.com/v1/tracks/2kHMuJ3NMwPwUZ5PCFUWgz,https://api.spotify.com/v1/audio-analysis/2kHMuJ3NMwPwUZ5PCFUWgz,227664,4
Happy For You,41,RIELL,55,Happy For You,170892,spotify:track:1w4ft7YXphWqyk6DpaY290,0.769,0.733,8,-4.82,1,0.0409,0.0654,0.0,0.143,0.834,129.98,audio_features,1w4ft7YXphWqyk6DpaY290,spotify:track:1w4ft7YXphWqyk6DpaY290,https://api.spotify.com/v1/tracks/1w4ft7YXphWqyk6DpaY290,https://api.spotify.com/v1/audio-analysis/1w4ft7YXphWqyk6DpaY290,170892,4
3:15 - Slowed Down + Reverb,67,Russ,74,"3:15 (OG, Slowed Down + Reverb, Sped Up)",195428,spotify:track:4ooAEchlO6o6WL301WqIkP,0.717,0.367,7,-16.077,1,0.0538,0.434,0.00865,0.0785,0.5,140.146,audio_features,4ooAEchlO6o6WL301WqIkP,spotify:track:4ooAEchlO6o6WL301WqIkP,https://api.spotify.com/v1/tracks/4ooAEchlO6o6WL301WqIkP,https://api.spotify.com/v1/audio-analysis/4ooAEchlO6o6WL301WqIkP,195429,4
Maria Maria (feat. The Product G&B) - sped up,72,Santana,71,Maria Maria (feat. The Product G&B) [sped up],236431,spotify:track:68R32667rUVTo8ldDkOXyR,0.785,0.68,6,-6.706,0,0.108,0.0235,0.00819,0.0554,0.749,107.536,audio_features,68R32667rUVTo8ldDkOXyR,spotify:track:68R32667rUVTo8ldDkOXyR,https://api.spotify.com/v1/tracks/68R32667rUVTo8ldDkOXyR,https://api.spotify.com/v1/audio-analysis/68R32667rUVTo8ldDkOXyR,236431,4
ARE WE STILL FRIENDS?,83,"Tyler, The Creator",84,IGOR,265480,spotify:track:5TxRUOsGeWeRl3xOML59Ai,0.216,0.497,10,-8.025,1,0.0371,0.128,2.39e-06,0.111,0.313,187.308,audio_features,5TxRUOsGeWeRl3xOML59Ai,spotify:track:5TxRUOsGeWeRl3xOML59Ai,https://api.spotify.com/v1/tracks/5TxRUOsGeWeRl3xOML59Ai,https://api.spotify.com/v1/audio-analysis/5TxRUOsGeWeRl3xOML59Ai,265480,3
Zombie (Zombic & Felix Schorn Remix),62,Besomorph,60,Zombie (Zombic & Felix Schorn Remix),160000,spotify:track:3p07oZZpSNdVtN93M5yIY5,0.608,0.828,8,-7.841,1,0.125,0.0158,0.00465,0.247,0.398,125.857,audio_features,3p07oZZpSNdVtN93M5yIY5,spotify:track:3p07oZZpSNdVtN93M5yIY5,https://api.spotify.com/v1/tracks/3p07oZZpSNdVtN93M5yIY5,https://api.spotify.com/v1/audio-analysis/3p07oZZpSNdVtN93M5yIY5,160000,4
ceilings,88,Lizzy McAlpine,70,five seconds flat,182887,spotify:track:2L9N0zZnd37dwF0clgxMGI,0.516,0.322,9,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,audio_features,2L9N0zZnd37dwF0clgxMGI,spotify:track:2L9N0zZnd37dwF0clgxMGI,https://api.spotify.com/v1/tracks/2L9N0zZnd37dwF0clgxMGI,https://api.spotify.com/v1/audio-analysis/2L9N0zZnd37dwF0clgxMGI,182888,3
4runner,79,Brenn!,56,4runner,265453,spotify:track:1RaF9xwakfao1RRknWyYB5,0.792,0.518,1,-10.519,1,0.0847,0.326,0.000182,0.406,0.512,128.025,audio_features,1RaF9xwakfao1RRknWyYB5,spotify:track:1RaF9xwakfao1RRknWyYB5,https://api.spotify.com/v1/tracks/1RaF9xwakfao1RRknWyYB5,https://api.spotify.com/v1/audio-analysis/1RaF9xwakfao1RRknWyYB5,265454,4
back to the start,51,Gloria Kim,45,back to the start,155500,spotify:track:5CzK4nw6SEOwx9rK1fs6eX,0.472,0.81,1,-8.022,0,0.0604,0.0856,4.06e-05,0.166,0.137,100.249,audio_features,5CzK4nw6SEOwx9rK1fs6eX,spotify:track:5CzK4nw6SEOwx9rK1fs6eX,https://api.spotify.com/v1/tracks/5CzK4nw6SEOwx9rK1fs6eX,https://api.spotify.com/v1/audio-analysis/5CzK4nw6SEOwx9rK1fs6eX,155500,4
Pretty In The Dark,67,Ashley Sienna,53,Pretty In The Dark,176423,spotify:track:3iuk1CB6yWPZDQ08WVOUjB,0.459,0.298,8,-11.713,0,0.0345,0.118,0.687,0.109,0.192,75.557,audio_features,3iuk1CB6yWPZDQ08WVOUjB,spotify:track:3iuk1CB6yWPZDQ08WVOUjB,https://api.spotify.com/v1/tracks/3iuk1CB6yWPZDQ08WVOUjB,https://api.spotify.com/v1/audio-analysis/3iuk1CB6yWPZDQ08WVOUjB,176424,4
Go (Xtayalive 2) - Sped Up,72,Kanii,70,Go (Xtayalive 2) [Sped Up],87932,spotify:track:1HzI7iNZL9usXdUifbb6qx,0.546,0.786,9,-5.174,0,0.0701,0.00292,0.00109,0.13,0.511,164.041,audio_features,1HzI7iNZL9usXdUifbb6qx,spotify:track:1HzI7iNZL9usXdUifbb6qx,https://api.spotify.com/v1/tracks/1HzI7iNZL9usXdUifbb6qx,https://api.spotify.com/v1/audio-analysis/1HzI7iNZL9usXdUifbb6qx,87933,4
Radio,85,Lana Del Rey,89,Born To Die - The Paradise Edition,214573,spotify:track:3taCbWWTilb7eNMsAzOBq4,0.423,0.857,2,-5.173,1,0.0687,0.188,2.63e-05,0.105,0.196,75.024,audio_features,3taCbWWTilb7eNMsAzOBq4,spotify:track:3taCbWWTilb7eNMsAzOBq4,https://api.spotify.com/v1/tracks/3taCbWWTilb7eNMsAzOBq4,https://api.spotify.com/v1/audio-analysis/3taCbWWTilb7eNMsAzOBq4,214574,4
Heartbreak Fever,58,Besomorph,60,Heartbreak Fever,192914,spotify:track:152nakhbemxARzWXu224Hc,0.505,0.703,1,-6.14,1,0.0552,0.0456,0.0,0.157,0.243,111.91,audio_features,152nakhbemxARzWXu224Hc,spotify:track:152nakhbemxARzWXu224Hc,https://api.spotify.com/v1/tracks/152nakhbemxARzWXu224Hc,https://api.spotify.com/v1/audio-analysis/152nakhbemxARzWXu224Hc,192914,4
MATHEMATICAL DISRESPECT,86,Lil Mabu,70,MATHEMATICAL DISRESPECT,88304,spotify:track:0Ymjv0OJeIIPXr6s9wi3iW,0.795,0.507,1,-8.06,1,0.303,0.0612,0.0,0.272,0.48,146.771,audio_features,0Ymjv0OJeIIPXr6s9wi3iW,spotify:track:0Ymjv0OJeIIPXr6s9wi3iW,https://api.spotify.com/v1/tracks/0Ymjv0OJeIIPXr6s9wi3iW,https://api.spotify.com/v1/audio-analysis/0Ymjv0OJeIIPXr6s9wi3iW,88304,4
Get Off The Wall,66,Philly Goats,46,Get Off The Wall,178502,spotify:track:1ttdCC6nZ0M1Bq2zkuf73W,0.855,0.572,8,-8.374,0,0.226,0.012,0.000257,0.128,0.476,144.205,audio_features,1ttdCC6nZ0M1Bq2zkuf73W,spotify:track:1ttdCC6nZ0M1Bq2zkuf73W,https://api.spotify.com/v1/tracks/1ttdCC6nZ0M1Bq2zkuf73W,https://api.spotify.com/v1/audio-analysis/1ttdCC6nZ0M1Bq2zkuf73W,178502,4
Too Many Nights (feat. Don Toliver & with Future),91,Metro Boomin,89,HEROES & VILLAINS,199920,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,0.684,0.671,7,-4.392,0,0.0464,0.189,2.37e-05,0.122,0.156,88.048,audio_features,2Hh3ETdQKrmSI3QS0hme7g,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,https://api.spotify.com/v1/tracks/2Hh3ETdQKrmSI3QS0hme7g,https://api.spotify.com/v1/audio-analysis/2Hh3ETdQKrmSI3QS0hme7g,199920,4
Suburbs,45,Miranda Fling,30,The Suburbs,161142,spotify:track:74fA6WgClZZKS6B90R1VZs,0.58,0.433,11,-12.766,1,0.0382,0.671,0.00719,0.11,0.195,104.538,audio_features,74fA6WgClZZKS6B90R1VZs,spotify:track:74fA6WgClZZKS6B90R1VZs,https://api.spotify.com/v1/tracks/74fA6WgClZZKS6B90R1VZs,https://api.spotify.com/v1/audio-analysis/74fA6WgClZZKS6B90R1VZs,161143,4
Dog Days Are Over,85,Florence + The Machine,74,Lungs (Deluxe Version),252818,spotify:track:456WNXWhDwYOSf5SpTuqxd,0.501,0.809,7,-5.264,1,0.0938,0.0338,0.00602,0.119,0.258,149.964,audio_features,456WNXWhDwYOSf5SpTuqxd,spotify:track:456WNXWhDwYOSf5SpTuqxd,https://api.spotify.com/v1/tracks/456WNXWhDwYOSf5SpTuqxd,https://api.spotify.com/v1/audio-analysis/456WNXWhDwYOSf5SpTuqxd,252819,4
Rodeo (Remix),79,Lah Pat,58,Rodeo (Remix),245959,spotify:track:035MzEbx4z2DxuRDymHXbv,0.752,0.56,11,-5.375,1,0.122,0.295,0.0,0.114,0.848,120.015,audio_features,035MzEbx4z2DxuRDymHXbv,spotify:track:035MzEbx4z2DxuRDymHXbv,https://api.spotify.com/v1/tracks/035MzEbx4z2DxuRDymHXbv,https://api.spotify.com/v1/audio-analysis/035MzEbx4z2DxuRDymHXbv,245959,4
Price Tag,79,Jessie J,69,Who You Are (Platinum Edition),223053,spotify:track:2fTsFCKRFQ5M0igJgabnLA,0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015,audio_features,2fTsFCKRFQ5M0igJgabnLA,spotify:track:2fTsFCKRFQ5M0igJgabnLA,https://api.spotify.com/v1/tracks/2fTsFCKRFQ5M0igJgabnLA,https://api.spotify.com/v1/audio-analysis/2fTsFCKRFQ5M0igJgabnLA,223053,4
Sweet Dreams (Sped Up) [Scott Rill Remix],54,Besomorph,60,Sweet Dreams (Sped Up) [Scott Rill Remix],121080,spotify:track:6lxZS6TAe1SdJhgPpfZvBr,0.513,0.848,1,-5.498,1,0.443,0.0139,5.57e-05,0.38,0.501,156.322,audio_features,6lxZS6TAe1SdJhgPpfZvBr,spotify:track:6lxZS6TAe1SdJhgPpfZvBr,https://api.spotify.com/v1/tracks/6lxZS6TAe1SdJhgPpfZvBr,https://api.spotify.com/v1/audio-analysis/6lxZS6TAe1SdJhgPpfZvBr,121080,4
jersey luv,74,GROOVY,51,jersey luv,231106,spotify:track:2Z2MAil7tpZhHOB2noIJUd,0.345,0.674,1,-6.765,0,0.156,0.494,0.0,0.133,0.318,155.957,audio_features,2Z2MAil7tpZhHOB2noIJUd,spotify:track:2Z2MAil7tpZhHOB2noIJUd,https://api.spotify.com/v1/tracks/2Z2MAil7tpZhHOB2noIJUd,https://api.spotify.com/v1/audio-analysis/2Z2MAil7tpZhHOB2noIJUd,231107,4
hotline (edit),88,Billie Eilish,86,hotline (edit),60719,spotify:track:0WFryfbNKPXVtVQlz5dZ8H,0.516,0.254,9,-16.027,0,0.0589,0.816,0.855,0.189,0.304,56.829,audio_features,0WFryfbNKPXVtVQlz5dZ8H,spotify:track:0WFryfbNKPXVtVQlz5dZ8H,https://api.spotify.com/v1/tracks/0WFryfbNKPXVtVQlz5dZ8H,https://api.spotify.com/v1/audio-analysis/0WFryfbNKPXVtVQlz5dZ8H,60720,4
If We Ever Broke Up,48,Cadmium,52,If We Ever Broke Up,142758,spotify:track:2DAZhA75a6jrmfkL8U41nL,0.858,0.63,7,-4.427,1,0.0544,0.633,1.5e-05,0.107,0.873,115.963,audio_features,2DAZhA75a6jrmfkL8U41nL,spotify:track:2DAZhA75a6jrmfkL8U41nL,https://api.spotify.com/v1/tracks/2DAZhA75a6jrmfkL8U41nL,https://api.spotify.com/v1/audio-analysis/2DAZhA75a6jrmfkL8U41nL,142759,4
close with desires (right person wrong timing),74,teo glacier,55,close with desires (right person wrong timing),203144,spotify:track:1yUO5lVnOstziQEz7byXBx,0.665,0.436,11,-8.076,0,0.0421,0.318,1.1e-05,0.114,0.48,130.079,audio_features,1yUO5lVnOstziQEz7byXBx,spotify:track:1yUO5lVnOstziQEz7byXBx,https://api.spotify.com/v1/tracks/1yUO5lVnOstziQEz7byXBx,https://api.spotify.com/v1/audio-analysis/1yUO5lVnOstziQEz7byXBx,203144,3
My Ghost,52,RIELL,55,My Ghost,189069,spotify:track:36I3zoyOK2pbpakqesPj4U,0.56,0.443,3,-8.827,1,0.048,0.324,2.99e-06,0.0989,0.169,149.765,audio_features,36I3zoyOK2pbpakqesPj4U,spotify:track:36I3zoyOK2pbpakqesPj4U,https://api.spotify.com/v1/tracks/36I3zoyOK2pbpakqesPj4U,https://api.spotify.com/v1/audio-analysis/36I3zoyOK2pbpakqesPj4U,189070,4
THIS YEAR (Blessings),83,Victor Thompson,64,THIS YEAR (Blessings),126206,spotify:track:2VGGQdroduj4dIMGPsBzDG,0.571,0.348,9,-9.391,0,0.0854,0.771,0.000125,0.325,0.349,66.337,audio_features,2VGGQdroduj4dIMGPsBzDG,spotify:track:2VGGQdroduj4dIMGPsBzDG,https://api.spotify.com/v1/tracks/2VGGQdroduj4dIMGPsBzDG,https://api.spotify.com/v1/audio-analysis/2VGGQdroduj4dIMGPsBzDG,126207,5
sparks,36,LEIDAN,15,sparks,183970,spotify:track:5KsdpA6yTbWq7OuPlcP3It,0.379,0.318,1,-10.908,1,0.114,0.305,0.00181,0.0949,0.119,92.986,audio_features,5KsdpA6yTbWq7OuPlcP3It,spotify:track:5KsdpA6yTbWq7OuPlcP3It,https://api.spotify.com/v1/tracks/5KsdpA6yTbWq7OuPlcP3It,https://api.spotify.com/v1/audio-analysis/5KsdpA6yTbWq7OuPlcP3It,183971,4
HEATED,82,Beyoncé,85,RENAISSANCE,260769,spotify:track:1w7cgGZR86yWz1pA2puVJD,0.785,0.732,1,-5.724,1,0.164,0.0636,0.000807,0.265,0.496,110.952,audio_features,1w7cgGZR86yWz1pA2puVJD,spotify:track:1w7cgGZR86yWz1pA2puVJD,https://api.spotify.com/v1/tracks/1w7cgGZR86yWz1pA2puVJD,https://api.spotify.com/v1/audio-analysis/1w7cgGZR86yWz1pA2puVJD,260771,4
Daylight,46,Meric Again,48,Daylight,128000,spotify:track:0nYVpZvDHwkalBG2cLfQ6A,0.54,0.564,9,-6.17,0,0.0567,0.418,0.0,0.125,0.289,150.0,audio_features,0nYVpZvDHwkalBG2cLfQ6A,spotify:track:0nYVpZvDHwkalBG2cLfQ6A,https://api.spotify.com/v1/tracks/0nYVpZvDHwkalBG2cLfQ6A,https://api.spotify.com/v1/audio-analysis/0nYVpZvDHwkalBG2cLfQ6A,128000,4
Collide (feat. Tyga),80,Justine Skye,67,Collide (feat. Tyga),260169,spotify:track:22I3h5AOENlH4CqXJsEbFR,0.418,0.31,11,-9.869,0,0.0625,0.095,0.0,0.216,0.131,139.614,audio_features,22I3h5AOENlH4CqXJsEbFR,spotify:track:22I3h5AOENlH4CqXJsEbFR,https://api.spotify.com/v1/tracks/22I3h5AOENlH4CqXJsEbFR,https://api.spotify.com/v1/audio-analysis/22I3h5AOENlH4CqXJsEbFR,260170,4
Angels Like You,94,Miley Cyrus,85,Plastic Hearts,196453,spotify:track:1daDRI9ahBonbWD8YcxOIB,0.672,0.642,5,-4.035,1,0.0313,0.0981,0.0,0.1,0.494,121.981,audio_features,1daDRI9ahBonbWD8YcxOIB,spotify:track:1daDRI9ahBonbWD8YcxOIB,https://api.spotify.com/v1/tracks/1daDRI9ahBonbWD8YcxOIB,https://api.spotify.com/v1/audio-analysis/1daDRI9ahBonbWD8YcxOIB,196453,4
Sacrifice,58,Besomorph,60,Sacrifice,133124,spotify:track:2YO9S16xa3rnM8LZGntcHX,0.806,0.633,5,-6.355,1,0.137,0.38,0.0,0.234,0.17,128.041,audio_features,2YO9S16xa3rnM8LZGntcHX,spotify:track:2YO9S16xa3rnM8LZGntcHX,https://api.spotify.com/v1/tracks/2YO9S16xa3rnM8LZGntcHX,https://api.spotify.com/v1/audio-analysis/2YO9S16xa3rnM8LZGntcHX,133125,4
Kill Bill,90,SZA,87,SOS,153946,spotify:track:3OHfY25tqY28d16oZczHc8,0.644,0.728,8,-5.75,1,0.0351,0.0543,0.169,0.161,0.43,88.993,audio_features,3OHfY25tqY28d16oZczHc8,spotify:track:3OHfY25tqY28d16oZczHc8,https://api.spotify.com/v1/tracks/3OHfY25tqY28d16oZczHc8,https://api.spotify.com/v1/audio-analysis/3OHfY25tqY28d16oZczHc8,153947,4
I Know - PR1SVX Edit,84,Kanii,70,I Know (PR1SVX Edit),133829,spotify:track:3vcLw8QA3yCOkrj9oLSZNs,0.674,0.759,11,-8.234,0,0.0695,0.0784,0.472,0.296,0.109,134.038,audio_features,3vcLw8QA3yCOkrj9oLSZNs,spotify:track:3vcLw8QA3yCOkrj9oLSZNs,https://api.spotify.com/v1/tracks/3vcLw8QA3yCOkrj9oLSZNs,https://api.spotify.com/v1/audio-analysis/3vcLw8QA3yCOkrj9oLSZNs,133829,4
Flowers,49,Besomage,50,Flowers,200000,spotify:track:3zoL4UuuYftHC3Y6p9b1pi,0.693,0.791,1,-6.262,1,0.066,0.00442,0.00058,0.0785,0.4,119.968,audio_features,3zoL4UuuYftHC3Y6p9b1pi,spotify:track:3zoL4UuuYftHC3Y6p9b1pi,https://api.spotify.com/v1/tracks/3zoL4UuuYftHC3Y6p9b1pi,https://api.spotify.com/v1/audio-analysis/3zoL4UuuYftHC3Y6p9b1pi,200000,4
Open Arms (feat. Travis Scott),83,SZA,87,SOS,239613,spotify:track:0xaFw2zDYf1rIJWl2dXiSF,0.665,0.59,9,-7.608,1,0.161,0.763,0.0132,0.147,0.216,77.559,audio_features,0xaFw2zDYf1rIJWl2dXiSF,spotify:track:0xaFw2zDYf1rIJWl2dXiSF,https://api.spotify.com/v1/tracks/0xaFw2zDYf1rIJWl2dXiSF,https://api.spotify.com/v1/audio-analysis/0xaFw2zDYf1rIJWl2dXiSF,239613,4
Don't Let Me Die,46,Meric,45,Don't Let Me Die,187636,spotify:track:4boTLpK9BAduDMIEuSOcmU,0.669,0.816,8,-4.67,0,0.148,0.125,0.0,0.0619,0.469,109.986,audio_features,4boTLpK9BAduDMIEuSOcmU,spotify:track:4boTLpK9BAduDMIEuSOcmU,https://api.spotify.com/v1/tracks/4boTLpK9BAduDMIEuSOcmU,https://api.spotify.com/v1/audio-analysis/4boTLpK9BAduDMIEuSOcmU,187636,4
Best U Had,50,Gloria Kim,45,Best U Had,156144,spotify:track:1ERFhctkk5lhGZAStRmcQE,0.569,0.849,0,-6.589,0,0.124,0.25,4.07e-05,0.154,0.356,165.962,audio_features,1ERFhctkk5lhGZAStRmcQE,spotify:track:1ERFhctkk5lhGZAStRmcQE,https://api.spotify.com/v1/tracks/1ERFhctkk5lhGZAStRmcQE,https://api.spotify.com/v1/audio-analysis/1ERFhctkk5lhGZAStRmcQE,156145,4
California Dreaming (Sped Up),46,BRAN,46,California Dreaming (Sped Up),115697,spotify:track:5c4GBcS9HFPjWaYsdEWRdU,0.7,0.822,2,-6.622,1,0.0672,0.0512,0.00216,0.169,0.264,147.206,audio_features,5c4GBcS9HFPjWaYsdEWRdU,spotify:track:5c4GBcS9HFPjWaYsdEWRdU,https://api.spotify.com/v1/tracks/5c4GBcS9HFPjWaYsdEWRdU,https://api.spotify.com/v1/audio-analysis/5c4GBcS9HFPjWaYsdEWRdU,115697,4
Christmas Kids,86,Roar,67,I Can't Handle Change,135693,spotify:track:40gk32E7YaTFoQwDIWv2SY,0.425,0.754,2,-6.028,1,0.0367,0.0104,0.112,0.438,0.558,152.092,audio_features,40gk32E7YaTFoQwDIWv2SY,spotify:track:40gk32E7YaTFoQwDIWv2SY,https://api.spotify.com/v1/tracks/40gk32E7YaTFoQwDIWv2SY,https://api.spotify.com/v1/audio-analysis/40gk32E7YaTFoQwDIWv2SY,135693,4
RUNNING OUT OF TIME,78,"Tyler, The Creator",84,IGOR,177226,spotify:track:5QvBXUm5MglLJ3iBfTX2Wo,0.36,0.391,6,-10.6,1,0.0528,0.296,0.000406,0.129,0.162,84.281,audio_features,5QvBXUm5MglLJ3iBfTX2Wo,spotify:track:5QvBXUm5MglLJ3iBfTX2Wo,https://api.spotify.com/v1/tracks/5QvBXUm5MglLJ3iBfTX2Wo,https://api.spotify.com/v1/audio-analysis/5QvBXUm5MglLJ3iBfTX2Wo,177227,4
Memories,49,Rxm リム,43,Memories,151846,spotify:track:7fKA9UedZyP5QjGvNexowb,0.692,0.798,8,-2.498,1,0.0533,0.158,0.00363,0.278,0.615,130.054,audio_features,7fKA9UedZyP5QjGvNexowb,spotify:track:7fKA9UedZyP5QjGvNexowb,https://api.spotify.com/v1/tracks/7fKA9UedZyP5QjGvNexowb,https://api.spotify.com/v1/audio-analysis/7fKA9UedZyP5QjGvNexowb,151846,4
Escapism.,57,RAYE,74,Escapism. / The Thrill Is Gone.,272373,spotify:track:5Z2MiIZ5I3jJvvmeWMLbOQ,0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107,audio_features,5Z2MiIZ5I3jJvvmeWMLbOQ,spotify:track:5Z2MiIZ5I3jJvvmeWMLbOQ,https://api.spotify.com/v1/tracks/5Z2MiIZ5I3jJvvmeWMLbOQ,https://api.spotify.com/v1/audio-analysis/5Z2MiIZ5I3jJvvmeWMLbOQ,272373,4
my little something,49,Meric,45,my little something,195524,spotify:track:33KoYOlXskkeERfMUN6fMI,0.588,0.861,2,-3.103,0,0.067,0.00269,0.0,0.0977,0.47,117.898,audio_features,33KoYOlXskkeERfMUN6fMI,spotify:track:33KoYOlXskkeERfMUN6fMI,https://api.spotify.com/v1/tracks/33KoYOlXskkeERfMUN6fMI,https://api.spotify.com/v1/audio-analysis/33KoYOlXskkeERfMUN6fMI,195524,4
JACKIE BROWN,84,Brent Faiyaz,80,WASTELAND,169013,spotify:track:2IlT65thKQQw248mhk2PjQ,0.726,0.353,10,-10.273,1,0.105,0.65,0.002,0.224,0.503,137.66,audio_features,2IlT65thKQQw248mhk2PjQ,spotify:track:2IlT65thKQQw248mhk2PjQ,https://api.spotify.com/v1/tracks/2IlT65thKQQw248mhk2PjQ,https://api.spotify.com/v1/audio-analysis/2IlT65thKQQw248mhk2PjQ,169014,4
Ice Cream Man.,63,RAYE,74,My 21st Century Blues,248733,spotify:track:60KvZItTS7PpROovaNVQcy,0.548,0.295,6,-10.276,1,0.245,0.693,0.000278,0.247,0.123,152.593,audio_features,60KvZItTS7PpROovaNVQcy,spotify:track:60KvZItTS7PpROovaNVQcy,https://api.spotify.com/v1/tracks/60KvZItTS7PpROovaNVQcy,https://api.spotify.com/v1/audio-analysis/60KvZItTS7PpROovaNVQcy,248733,4
Antis,50,RIELL,55,Antis,155213,spotify:track:3AlfzYBSXvI5Bhbqm5iuSn,0.688,0.56,11,-7.831,1,0.051,0.562,0.0,0.337,0.219,120.128,audio_features,3AlfzYBSXvI5Bhbqm5iuSn,spotify:track:3AlfzYBSXvI5Bhbqm5iuSn,https://api.spotify.com/v1/tracks/3AlfzYBSXvI5Bhbqm5iuSn,https://api.spotify.com/v1/audio-analysis/3AlfzYBSXvI5Bhbqm5iuSn,155214,4
