track_name,track_pop,artist,artist_pop,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,artist_name,total_likes_count,number_of_videos,chroma_stft,rmse,spec_cent,spec_bw,rolloff,zcr,mfcc
Into Your Arms (feat. Ava Max),0,Witt Lowry,58,Into Your Arms (feat. Ava Max),0.504,0.788,3.0,-4.113,0.0,0.215,0.0134,0.0,0.363,0.228,170.039,6rfRwqIMFFCDpuvYGvgtpD,186022.0,4.0,Ava Max & wittlowry,1018098189,4300000,0.44794753193855286,0.32306644320487976,2324.8185635999453,2695.447366723864,5271.047293364817,0.0806588093193692,5.526579856872559
Into The Thick Of It!,47,The Backyardigans,40,The Backyardigans,0.703,0.0828,7.0,-14.178,1.0,0.139,0.825,1.24e-05,0.13,0.57,125.879,4eOymg22XI5PrPr7BkPQiW,158853.0,4.0,The Backyardigans,1017415128,2357148,0.2546474039554596,0.05906260758638382,1717.6856767276306,1799.641175188059,3346.21726588199,0.08160513768624227,-9.285043716430664
"my money dont jiggle jiggle, it falls",0,SOULGRABBER,0,"my money dont jiggle jiggle, it falls",0.865,0.603,1.0,-6.058,1.0,0.075,0.315,7.17e-05,0.428,0.828,100.006,4suCwJOOBSCCyaFkcqmUb7,96305.0,4.0,Duke & Jones & Louis Theroux,983843830,5500000,0.35215991735458374,0.20476169884204865,1826.7569345638296,1884.2385609764324,3617.419792624081,0.08335342643430728,-3.3395562171936035
"Spooky, Scary Skeletons - Undead Tombstone Remix",61,Andrew Gold,47,Halloween Howls: Fun & Scary Music (Deluxe Edition),0.772,0.788,9.0,-5.414,0.0,0.0619,0.0027,0.000583,0.353,0.574,127.91,1sUdq3kWa9dJXHu3eYOUll,125625.0,4.0,Audiostock,981988925,5400000,0.5029603838920593,0.34915974736213684,2729.0914381830025,2585.583474632348,5623.795160346725,0.1007960647252322,5.113304615020752
Stuck In The Middle,30,Tai Verdes,65,TV,0.849,0.613,2.0,-4.944,1.0,0.0407,0.288,0.0,0.103,0.79,119.97,7Jnw1thdO7A3XgaIrjj0PN,196133.0,4.0,tai verdes,969436883,3500000,0.32971733808517456,0.1786564737558365,1357.7509988075294,1740.6112318654868,2852.6827502176857,0.05151329394833591,3.093970775604248
Sunny Day,44,Ted Fresco,41,Sunny Day,0.715,0.563,10.0,-4.297,1.0,0.0697,0.325,0.00153,0.0937,0.465,89.964,26566DizCMEaVKT1CQEoAY,108417.0,4.0,Ted Fresco,930083908,6000000,0.3480220139026642,0.2188921421766281,2055.5682836407154,2430.1875953727495,4387.794300941491,0.07229585913312693,-2.8764421939849854
I'll Dance Dance Dance With My Hands Hands Hands (Bloody Mary) - Sped Up,38,ROSYE,51,I'll Dance Dance Dance With My Hands Hands Hands (Bloody Mary) [Sped Up],0.563,0.813,1.0,-7.554,0.0,0.141,0.0788,1.28e-06,0.0904,0.491,125.288,3ATTQyU6j0IA7piLyjV7cA,194583.0,4.0,heyy,922524249,4300000,0.36200135946273804,0.201404869556427,2014.3690115622,2323.6550902858553,4408.702507845757,0.0804970567071401,1.7254003286361694
Get Into It (Yuh),59,Doja Cat,83,Planet Her (Deluxe),0.912,0.655,8.0,-6.029,0.0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,0FYc9DIr89rbzt2WJMvyou,138293.0,4.0,Doja Cat,914163183,1400000,0.4112553894519806,0.22152431309223175,2409.901176831396,2355.513673700388,4816.962539153203,0.09803720007739938,-1.660591959953308
Elevator Music,44,Bohoman,26,Elevator Music,0.858,0.68,0.0,-7.588,1.0,0.0408,0.883,0.864,0.0648,0.857,140.039,5WIHTBujvgqKbbOp1mWQiz,168974.0,4.0,Bohoman,905625203,1100000,0.3022478222846985,0.25894272327423096,1100.6357641494403,1487.8306751697473,2173.803521974168,0.04425577925454721,2.0109381675720215
Buss It,0,Erica Banks,47,Buss It,0.918,0.434,9.0,-9.541,1.0,0.173,0.569,3.14e-06,0.123,0.75,109.997,6NWdgyVsjp2bJ11PToXCr1,188735.0,4.0,Erica Banks,901564166,3000000,0.5459136962890625,0.29411253333091736,1784.8104003648596,2095.9580950412906,3889.2556488698483,0.05458772736068111,4.226457118988037
Own Brand Freestyle,0,FelixThe1st,43,Own Brand Freestyle,0.912,0.54,7.0,-8.038,1.0,0.305,0.16,0.0,0.421,0.619,128.068,1p2VYcXdvno7iVQOOmYkEs,153809.0,4.0,felixthe1st_ & dréyamac,891711808,4000000,0.4377453923225403,0.22181366384029388,2575.7230718443143,2435.1264302265254,5126.860665241631,0.1114985699255031,1.717193365097046
Get You The Moon (feat. Snøw),23,Kina,64,Summer Hits of the 10s,0.498,0.235,1.0,-16.541,0.0,0.188,0.72,0.0,0.144,0.0895,118.916,4DrB86dzIS8enmtriiA28d,179073.0,4.0,kinabeats,886840923,3123840,0.24824753403663635,0.04752717912197113,1690.3150359771162,2039.5997519369735,3622.9947589130225,0.06686165163022446,-18.629413604736328
Ginseng Strip 2002,73,Yung Lean,67,Lavender,0.601,0.712,1.0,-9.433,1.0,0.0436,0.0848,0.0,0.461,0.389,114.97,7v3rmoy5jcn4h5UqwQyCM3,154000.0,4.0,Yung Lean,874396699,9242864,0.4160974323749542,0.16367121040821075,2032.1583771114363,2219.4136840018678,4110.600143763303,0.08873699176422213,0.9648321270942688
She Knows (feat. Amber Coffman & Cults),80,J. Cole,84,Born Sinner (Deluxe Version),0.766,0.74,1.0,-10.363,1.0,0.0807,0.0193,0.0784,0.229,0.183,118.008,0Fs9cdPDhptWEDJmiCbkEW,296520.0,4.0,Cults,864829521,733178,0.45613938570022583,0.18321478366851807,1781.005972623578,1998.6201028628636,3652.852911698191,0.07131702907314241,1.7107845544815063
Infinity,84,Jaymes Young,66,Feel Something,0.671,0.673,11.0,-6.941,0.0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,1SOClUWhOi8vHZYMz3GluK,237720.0,4.0,jaymesyng,847724159,4890472,0.3701329827308655,0.2051791548728943,1585.1577830915267,1734.3544957126041,3230.5096322168874,0.07769227396962074,3.5619916915893555
Buttercup,72,Jack Stauber,58,Pop Food,0.705,0.373,7.0,-9.066,1.0,0.0384,0.723,0.81,0.289,0.551,120.046,2mlGPkAx4kwF8Df0GlScsC,208026.0,4.0,Jack Stauber,845411064,1614800,0.33699607849121094,0.17151018977165222,1054.4449007438818,1199.4515223744036,2100.8789629389994,0.048383683243034055,-1.7492400407791138
You Got It,70,Vedo,57,For You,0.762,0.433,5.0,-8.937,1.0,0.187,0.143,0.0,0.118,0.394,122.074,4lsHZ92XCFOQfzJFBTluk8,203145.0,4.0,vedothesinger,797984640,6571020,0.33006685972213745,0.10577378422021866,1795.2604140759477,1983.1775408007657,3617.2072939090317,0.07422120652331657,-7.790092468261719
Flowers,95,Miley Cyrus,84,Flowers,0.707,0.681,0.0,-4.325,1.0,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,0yLdNVWF3Srea0uzk55zFn,200455.0,4.0,Miley Cyrus,794876001,5400000,0.3595617711544037,0.23979154229164124,1656.5643420720014,2005.2521075670709,3486.7330828687354,0.06325264095152863,0.7054449915885925
