track_name,track_pop,artist,artist_pop,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,artist_name,total_likes_count,number_of_videos,chroma_stft,rmse,spec_cent,spec_bw,rolloff,zcr,mfcc
MONEY,82,LISA,77,LALISA,0.831,0.554,1.0,-9.998,0.0,0.218,0.161,6.12e-05,0.152,0.396,140.026,7hU3IHwjX150XLoTVmjD0q,168228.0,4.0,리사 (LISA),1051357105,4166632,0.3763845860958099,0.1333522200584411,2929.839648508234,2267.832941752064,5394.79237842855,0.1573376729392414,-7.283652305603027
Into Your Arms (feat. Ava Max),0,Witt Lowry,58,Into Your Arms (feat. Ava Max),0.504,0.788,3.0,-4.113,0.0,0.215,0.0134,0.0,0.363,0.228,170.039,6rfRwqIMFFCDpuvYGvgtpD,186022.0,4.0,Ava Max & wittlowry,1018098189,4300000,0.3316637277603149,0.2349742203950882,2381.0936438523686,2609.8103121535414,5063.452715327496,0.1061679143285603,0.318965882062912
Into The Thick Of It!,47,The Backyardigans,40,The Backyardigans,0.703,0.0828,7.0,-14.178,1.0,0.139,0.825,1.24e-05,0.13,0.57,125.879,4eOymg22XI5PrPr7BkPQiW,158853.0,4.0,The Backyardigans,1017415128,2357148,0.2658113539218902,0.0539358705282211,1652.8447482227489,1761.9978662374906,3193.7140213815787,0.0765528250773993,-10.1222562789917
"my money dont jiggle jiggle, it falls",0,SOULGRABBER,0,"my money dont jiggle jiggle, it falls",0.865,0.603,1.0,-6.058,1.0,0.075,0.315,7.17e-05,0.428,0.828,100.006,4suCwJOOBSCCyaFkcqmUb7,96305.0,4.0,Duke & Jones & Louis Theroux,983843830,5500000,0.3499203324317932,0.2013085931539535,1737.647873583588,1853.817550323483,3455.145773872872,0.0806030651364164,-2.303168773651123
"Spooky, Scary Skeletons - Undead Tombstone Remix",61,Andrew Gold,47,Halloween Howls: Fun & Scary Music (Deluxe Edition),0.772,0.788,9.0,-5.414,0.0,0.0619,0.0027,0.000583,0.353,0.574,127.91,1sUdq3kWa9dJXHu3eYOUll,125625.0,4.0,Audiostock,981988925,5400000,0.4731092453002929,0.3471371233463287,2828.383571468258,2620.2193831032755,5796.04828542231,0.1088549729102167,4.189568519592285
Stuck In The Middle,30,Tai Verdes,65,TV,0.849,0.613,2.0,-4.944,1.0,0.0407,0.288,0.0,0.103,0.79,119.97,7Jnw1thdO7A3XgaIrjj0PN,196133.0,4.0,tai verdes,969436883,3500000,0.3204370141029358,0.158776581287384,1147.1956955397789,1452.5142145108232,2257.644681664812,0.0472786256772445,1.2697829008102417
Sunny Day,44,Ted Fresco,41,Sunny Day,0.715,0.563,10.0,-4.297,1.0,0.0697,0.325,0.00153,0.0937,0.465,89.964,26566DizCMEaVKT1CQEoAY,108417.0,4.0,Ted Fresco,930083908,6000000,0.3305488526821136,0.1799947321414947,2189.8035818003723,2403.0943561717377,4554.780791197029,0.0868551059404024,-5.180069446563721
I'll Dance Dance Dance With My Hands Hands Hands (Bloody Mary) - Sped Up,38,ROSYE,51,I'll Dance Dance Dance With My Hands Hands Hands (Bloody Mary) [Sped Up],0.563,0.813,1.0,-7.554,0.0,0.141,0.0788,1.28e-06,0.0904,0.491,125.288,3ATTQyU6j0IA7piLyjV7cA,194583.0,4.0,heyy,922524249,4300000,0.3324117958545685,0.1360451728105545,1835.686144758858,2171.9077353600123,3926.226258646962,0.0703272391398993,-2.771317481994629
Get Into It (Yuh),59,Doja Cat,83,Planet Her (Deluxe),0.912,0.655,8.0,-6.029,0.0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,0FYc9DIr89rbzt2WJMvyou,138293.0,4.0,Doja Cat,914163183,1400000,0.3751143217086792,0.1987602561712265,2303.7306305074694,2169.863716501509,4445.756450452303,0.1041301337558049,-3.3186888694763184
Elevator Music,44,Bohoman,26,Elevator Music,0.858,0.68,0.0,-7.588,1.0,0.0408,0.883,0.864,0.0648,0.857,140.039,5WIHTBujvgqKbbOp1mWQiz,168974.0,4.0,Bohoman,905625203,1100000,0.3273642063140869,0.2446663230657577,1191.3749407624643,1602.3559733732243,2429.6186417618032,0.0411233340992647,1.3033826351165771
Buss It,0,Erica Banks,47,Buss It,0.918,0.434,9.0,-9.541,1.0,0.173,0.569,3.14e-06,0.123,0.75,109.997,6NWdgyVsjp2bJ11PToXCr1,188735.0,4.0,Erica Banks,901564166,3000000,0.5414307713508606,0.2373898178339004,1681.5162840005546,1855.4684337566505,3504.15381086131,0.0581867229827786,-0.8878470659255981
Own Brand Freestyle,0,FelixThe1st,43,Own Brand Freestyle,0.912,0.54,7.0,-8.038,1.0,0.305,0.16,0.0,0.421,0.619,128.068,1p2VYcXdvno7iVQOOmYkEs,153809.0,4.0,felixthe1st_ & dréyamac,891711808,4000000,0.4272670149803161,0.2067048102617263,2480.0218119198576,2402.786105805215,4921.320241449787,0.1064422890866873,0.7311455607414246
Get You The Moon (feat. Snøw),23,Kina,64,Summer Hits of the 10s,0.498,0.235,1.0,-16.541,0.0,0.188,0.72,0.0,0.144,0.0895,118.916,4DrB86dzIS8enmtriiA28d,179073.0,4.0,kinabeats,886840923,3123840,0.2416146248579025,0.0433200411498546,1675.624411344588,2064.0684737935585,3620.2197756929663,0.0620854144494969,-18.5056209564209
Ginseng Strip 2002,73,Yung Lean,67,Lavender,0.601,0.712,1.0,-9.433,1.0,0.0436,0.0848,0.0,0.461,0.389,114.97,7v3rmoy5jcn4h5UqwQyCM3,154000.0,4.0,Yung Lean,874396699,9242864,0.3853446543216705,0.1418836563825607,2056.1286828506336,2200.902834266525,4057.167133532073,0.0941880170036764,-0.8841730952262878
She Knows (feat. Amber Coffman & Cults),80,J. Cole,84,Born Sinner (Deluxe Version),0.766,0.74,1.0,-10.363,1.0,0.0807,0.0193,0.0784,0.229,0.183,118.008,0Fs9cdPDhptWEDJmiCbkEW,296520.0,4.0,Cults,864829521,733178,0.3728008568286896,0.0587547570466995,2083.135439411806,2104.682905412452,4222.782798743469,0.0962080350232198,-3.992398023605346
Infinity,84,Jaymes Young,66,Feel Something,0.671,0.673,11.0,-6.941,0.0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,1SOClUWhOi8vHZYMz3GluK,237720.0,4.0,jaymesyng,847724159,4890472,0.3674501478672027,0.1756057292222976,1302.3896239714163,1392.6077534432047,2495.09324584583,0.0701960985874613,1.6975080966949463
Buttercup,72,Jack Stauber,58,Pop Food,0.705,0.373,7.0,-9.066,1.0,0.0384,0.723,0.81,0.289,0.551,120.046,2mlGPkAx4kwF8Df0GlScsC,208026.0,4.0,Jack Stauber,845411064,1614800,0.3513296842575073,0.141760766506195,921.0374133149168,1060.0107217660727,1825.7556265721748,0.0423096458978328,-3.4756579399108887
You Got It,70,Vedo,57,For You,0.762,0.433,5.0,-8.937,1.0,0.187,0.143,0.0,0.118,0.394,122.074,4lsHZ92XCFOQfzJFBTluk8,203145.0,4.0,vedothesinger,797984640,6571020,0.2692320048809051,0.0748544335365295,1497.4979254466757,1731.6836954862065,2958.9904407229587,0.0613545042811532,-12.640300750732422
