track_name,track_pop,artist,artist_pop,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,artist_name,total_likes_count,number_of_videos,chroma_stft,rmse,spec_cent,spec_bw,rolloff,zcr,mfcc
Rich Minion,61,Yeat,80,Rich Minion,0.639,0.518,7.0,-13.892,0.0,0.312,0.108,0.0,0.307,0.497,145.058,1JIgFmCP5OCTEGV866WP3b,165517.0,4.0,Yeat,335500699,1400000,0.3327588140964508,0.0961081236600875,2735.028081712632,2674.067746848945,5839.131358238196,0.1113829243662925,-1.4354065656661987
POP!,65,NAYEON,61,IM NAYEON,0.793,0.859,2.0,-2.998,1.0,0.0544,0.0356,0.0,0.0343,0.392,97.001,5rJ7bdPmr8nfmm2JQ8xHOz,168107.0,4.0,TWICE,334407051,1700000,0.4443469047546386,0.2974357008934021,2917.9711418450624,2878.0923259010538,6388.894700561145,0.1185219590508901,6.458532810211182
WITHOUT YOU,48,The Kid LAROI,78,F*CK LOVE 3+: OVER YOU,0.43,0.417,0.0,-7.385,1.0,0.0366,0.19,0.0,0.142,0.455,93.297,4r6qjlFTg4OL5acjmvDbVg,161385.0,4.0,The Kid LAROI,333765591,1900000,0.3140203654766083,0.1251789778470993,2201.234706969185,2321.8191032722434,4552.439138690015,0.0995016659007353,-4.068551540374756
PLASTIC,51,Unghetto,37,PLASTIC,0.626,0.734,1.0,-3.96,0.0,0.331,0.023,0.0,0.285,0.692,130.427,7FngYjFnEU6fRYWTZbwoq9,181015.0,4.0,unghetto 🍯,332888559,756948,0.4089260399341583,0.2596190869808197,2556.512733782372,2582.451303360605,5618.607691714638,0.1010606133900928,0.171564906835556
traitor,55,Olivia Rodrigo,84,SOUR,0.38,0.339,3.0,-7.885,1.0,0.0338,0.691,0.0,0.12,0.0849,100.607,6F9U58EHsIPgvQs5eb8O2J,229227.0,4.0,Olivia Rodrigo,332812773,433100,0.2396769076585769,0.090274691581726,1155.0054247970556,1231.4200063290964,1952.579859683388,0.0630249401364164,-13.367989540100098
positions,1,Ariana Grande,86,positions,0.736,0.802,0.0,-4.759,1.0,0.0864,0.468,0.0,0.094,0.675,144.005,7igeByaBM0MgGsgXtNxDJ7,172325.0,4.0,arianagrande,332606451,1796251,0.2936201095581054,0.2143119126558303,2640.1823636773365,2621.300579999889,5608.616085465847,0.1025220558001161,-3.5162410736083984
You Gotta Move,48,Mississippi Fred McDowell,32,You Gotta Move,0.623,0.151,9.0,-16.275,1.0,0.0626,0.697,0.000354,0.102,0.309,75.033,2En6kxGCjZxXmKJ1IYu4Fp,200667.0,4.0,Mississippi Fred McDowell,331498146,315086,0.3402585685253143,0.0399094708263874,2802.1121972869582,2204.107686095797,4844.512372563129,0.2003449714589783,-9.756705284118652
"Kingdom Dance - From ""Tangled""/Score",39,Alan Menken,61,Rapunzel Neu Verföhnt,0.241,0.62,4.0,-9.857,1.0,0.086,0.092,0.346,0.161,0.457,156.021,1R3iS7O9rgGgYx5SlEIyiW,140413.0,3.0,Alan Menken,329893142,315400,,,,,,,
Marigold,45,Caligula's Horse,37,Bloom,0.28,0.928,2.0,-4.609,1.0,0.0678,8.24e-06,0.00255,0.293,0.0891,139.958,4I5NcGVjREt60IThG2GGu9,379747.0,4.0,Mary 💌,329796799,269800,0.2727160453796386,0.0436580926179885,1370.2578446012928,1954.5782302450853,2581.1177256675696,0.0473175521236455,-15.511848449707031
B.O.T.A. (Baddest Of Them All),0,Eliza Rose,60,B.O.T.A. (Baddest Of Them All) / Move To The,0.756,0.934,0.0,-8.252,1.0,0.0608,0.103,0.748,0.185,0.73,136.993,6WQ4c9jQ6MWXav30bqlGir,357493.0,4.0,Eliza Rose,328584452,1000000,0.321345567703247,0.1419747620820999,1513.522516937478,2050.0996057836896,3047.098241280476,0.0688212013835139,-6.717552661895752
animal crossing ~ new horizons lofi,62,Closed on Sunday,56,animal crossing ~ new horizons lofi,0.704,0.33,5.0,-6.066,1.0,0.272,0.903,0.855,0.155,0.344,85.037,3LQTJhA1bJpKNwEzwpdJzk,67941.0,4.0,Closed on Sunday,326917158,686026,0.2704275250434875,0.188135340809822,1075.7911311243088,1354.1584666372896,1849.1804849252608,0.0566440263399767,-1.3473422527313232
Did It On’em,0,Nicki Minaj,86,Trending Music 2021,0.557,0.413,9.0,-7.032,0.0,0.349,0.0415,0.0,0.203,0.477,155.749,1E6KhFYltJHzQWYw1lEl9b,212347.0,4.0,Nicki Minaj,326614884,476020,0.3559250831604004,0.1722403317689895,1627.314948483334,1673.5482087198125,3248.088692585381,0.0732123312935371,-4.4757256507873535
What If (I Told You I Like You),69,Johnny Orlando,57,What If (I Told You I Like You),0.735,0.584,1.0,-5.047,1.0,0.14,0.189,0.0,0.125,0.395,93.016,4v7DgEMw6EvYyuQ4eWFD9l,219187.0,4.0,Mackenzie Ziegler & johnny orlando,326084015,10442864,0.291350394487381,0.1029148623347282,1476.2924356485628,1736.3899408589714,2937.0655732996324,0.0633159436677631,-7.961533546447754
ily (i love you baby) (feat. Emilee),23,Surf Mesa,60,He's All That (Music From The Netflix Film),0.675,0.757,4.0,-7.776,0.0,0.0846,0.0735,0.00275,0.401,0.373,112.039,0pYjAnyPuRtiORpjbkxZTL,176547.0,4.0,Surf Mesa,325119167,7400000,0.3268159627914428,0.1837133169174194,1979.792085097668,2104.661369259348,4159.266516151074,0.0830410700464396,-5.268970489501953
HAHA,61,Lil Darkie,67,HAHA,0.714,0.82,1.0,-1.102,1.0,0.444,0.34,0.0,0.0801,0.904,78.032,18Gcl5bxdd8bpBhWOj1rCR,160000.0,4.0,lil darkie,323242109,3612000,0.4388241171836853,0.2958685457706451,2430.1185481141792,1989.6082956541295,4348.698704013884,0.1489836040296052,-0.5760320425033569
Don't Let Me Down,83,The Chainsmokers,78,Don't Let Me Down,0.532,0.869,11.0,-5.094,1.0,0.172,0.157,0.00508,0.136,0.422,159.803,1i1fxkWeaMmKEB4T7zqbzK,208373.0,4.0,The Chainsmokers,323226821,1420868,0.2615385949611664,0.1831574589014053,1453.8281170203377,1686.5918165893268,2793.391442077448,0.0626632643188854,-5.932167530059815
Her Way (Sped Up),72,PARTYNEXTDOOR,75,Her Way (Sped Up),0.459,0.521,1.0,-9.426,0.0,0.0342,0.0541,0.00396,0.104,0.122,132.163,0T7dLau2Ccr9CbeXtOB4vU,182164.0,4.0,PARTYNEXTDOOR,320936702,2500000,0.3958974480628967,0.2054659277200698,1734.455641872545,2020.937001027553,3534.5286271889518,0.0647509312113003,2.936194896697998
Clap For 'Em (feat. Flo Milli & Sada Baby),51,YungManny,46,Clap For 'Em (feat. Flo Milli & Sada Baby),0.903,0.785,1.0,-4.709,1.0,0.322,0.0245,0.0,0.0652,0.823,129.835,5caZgotE4D6elZpd5S4wlX,125580.0,4.0,drankjesus & Flomilli,317845536,2000000,0.4659684598445892,0.1145169287919998,2779.675303327574,2777.65164264528,6055.721715212607,0.1096573112180727,-0.0739526972174644
"Tap In (feat. Post Malone, DaBaby & Jack Harlow)",58,Saweetie,69,"Tap In (feat. Post Malone, DaBaby & Jack Harlow)",0.948,0.63,1.0,-7.011,1.0,0.219,0.00647,2.02e-05,0.0737,0.425,100.032,5woaU1FNkqCwg6WzWiQPW5,253569.0,4.0,SAWEETIE 🖤,317832161,2300000,0.4702815413475036,0.2101069390773773,2711.372850538321,2608.585131942073,5573.841295744243,0.1201474216331269,-1.2496801614761353
Bad Boy,60,Yung Bae,52,Bad Boy,0.861,0.82,1.0,-4.807,0.0,0.0728,0.032,4.76e-06,0.0706,0.781,118.04,1dtTRXifeGC51adYy0902s,187571.0,4.0,Yung Bae & bbno$ & Billy Marchiafava,317303442,524184,0.405538409948349,0.2460210472345352,1726.9317361685207,1722.045643855561,3541.6035844076528,0.0739458869485294,-6.786091327667236
Classic,0,MKTO,64,MKTO,0.72,0.791,1.0,-4.689,1.0,0.124,0.0384,0.0,0.157,0.756,102.071,2Dz8KeCYs9awlwUJStJlmh,175427.0,4.0,MKTO,316085467,790400,0.4269437789916992,0.1958470046520233,2301.14256776126,2242.592504477178,4691.288299088139,0.109370842806695,-0.5765923857688904
Way down We Go,71,KALEO,68,Way down We Go,0.59,0.578,10.0,-5.798,0.0,0.0528,0.612,0.000162,0.0837,0.264,81.663,7aUuoq4oMfLxaLa5GVUDHi,219560.0,4.0,KALEO,313615815,1300000,0.2880549430847168,0.1349933892488479,1405.8806606282185,1716.5839898730314,2736.1334549753287,0.0601398479827786,-8.475314140319824
overwhelmed,69,Royal & the Serpent,58,Overwhelmed,0.804,0.323,0.0,-11.127,0.0,0.305,0.308,0.0,0.15,0.456,87.019,5jjZikDrEd0by1o7V3fO4y,159293.0,4.0,Royal & the Serpent,313442505,2320100,0.3662937581539154,0.0794213712215423,2107.710607514864,2006.8981118415768,3983.425912768479,0.1137638623500387,-6.066472053527832
Snake,64,Lil Keed,55,Long Live Mexico,0.943,0.443,7.0,-10.098,0.0,0.138,0.188,0.00225,0.282,0.621,109.908,3wdnX9UwfyXkNq0FJVhQQD,183307.0,4.0,Lil Keed,313186189,1200000,0.3896679878234863,0.2089525312185287,2212.227323944059,2153.2527159687643,4295.474025856231,0.098406434428212,-1.5885642766952517
"Still Falling For You - From ""Bridget Jones's Baby""",0,Ellie Goulding,79,"Still Falling For You (From ""Bridget Jones's Baby"" Original Motion Picture Soundtrack)",0.512,0.531,1.0,-8.03,1.0,0.0418,0.547,2.46e-06,0.102,0.19,96.058,638fKB27P7UAmu3Aq0vEJ3,240867.0,4.0,Ellie Goulding,311738900,194500,0.2563537955284118,0.0723771452903747,1629.7335288592087,1930.8962397918087,3096.356276757208,0.0709689586155185,-8.101578712463379
Cool Kids - Sped Up,42,Xizt,46,Cool Kids (Sped Up),0.65,0.724,8.0,-7.182,1.0,0.0349,0.118,0.000189,0.117,0.953,160.001,1A6hEf9wqa86vCeVSqmhOu,160594.0,4.0,Echosmith,310582712,1000000,0.3437665700912475,0.09769107401371,2096.2546055566363,2288.5309132711245,4537.6808945977655,0.0854681150832043,-3.1833035945892334
Rave,0,Coverss,16,Rave,0.704,0.425,8.0,-16.508,1.0,0.0428,0.215,0.795,0.118,0.385,119.969,6Yn69wlHkMZuylytCKZS74,169032.0,4.0,Dxrk ダーク,309559333,811184,0.3415600955486297,0.2235555797815323,1953.7970397117408,1998.0473257138592,3807.576976102941,0.0816280022494195,-0.4949669241905212
Motive Promiscuous - v2 Tt,0,Khlaw,2,Motive X (Promiscuous Mix),0.801,0.69,10.0,-14.864,0.0,0.048,0.00811,3.87e-06,0.354,0.834,114.306,3o4pEJGqlhGyNLuPnYi69u,189301.0,4.0,elfixsounds,308854428,831000,0.3927663564682007,0.1163892447948455,2359.9685913324734,2607.2227097520818,5160.7437936883225,0.0855950984423374,1.5271278619766235
Cornfield Chase,0,Hans Zimmer,74,Interstellar (Original Motion Picture Soundtrack),0.33,0.229,9.0,-16.442,0.0,0.0375,0.948,0.973,0.0998,0.0593,96.158,18z7tK7u9DcDw85LYRR5Fe,126960.0,4.0,Hans Zimmer,308589265,406326,0.3047456443309784,0.0109969591721892,725.9605434366962,1155.402868921055,1341.8335527827496,0.0302500060468266,-10.205365180969238
Get Up (feat. Chamillionaire),53,Ciara,68,Step Up Soundtrack,0.941,0.631,1.0,-5.998,0.0,0.114,0.0366,1.8e-06,0.0311,0.63,128.597,4PrquuUN34hswtM71OMvxS,263373.0,4.0,Ciara,308385717,1300000,0.4975322782993316,0.0959203988313674,2487.4803673707534,2549.879879626015,5211.243488323577,0.0987843610922987,-1.7373008728027344
Lulldale,3,Madelyn Townsend,0,Lulldale,0.694,0.67,1.0,-15.594,1.0,0.166,0.0286,0.876,0.124,0.321,193.177,4yYNAQNSIZEK6KiVVxTqof,79503.0,4.0,Patrick Watson,307130780,348875,0.4928086102008819,0.2587141096591949,1806.637279238983,2021.610865473713,3655.352896581124,0.0842409872049148,-1.1184498071670532
Gimme! Gimme! Gimme! (A Man After Midnight),83,ABBA,78,Voulez-Vous,0.749,0.491,10.0,-9.655,1.0,0.0403,0.02,0.00899,0.159,0.536,119.528,3vkQ5DAB1qQMYO4Mr9zJN6,292613.0,4.0,ABBA,306328384,524600,0.2888262867927551,0.1387023627758026,1982.0478049713104,1957.5317447894777,3933.6595470322177,0.1084362301664086,-3.663379907608032
Dusk Till Dawn,55,Madilyn Bailey,54,Dusk Till Dawn,0.496,0.255,2.0,-9.181,1.0,0.0361,0.815,0.0,0.2,0.346,88.994,1IzfmRGG6aNxu8kFHZfs1F,194000.0,4.0,Madilyn Bailey,306186831,441742,0.2874678373336792,0.0871567726135253,1594.9546003568148,1912.964353592974,3231.3804602844425,0.0609232899574303,-9.74694538116455
Emotional Piano for the Soul (Inspirational Background Music),38,Fearless Motivation Instrumentals,30,Sounds of Soul (Inspirational Background Music),0.155,0.216,3.0,-12.773,1.0,0.0365,0.3,0.705,0.113,0.0391,180.077,5tpE1aXAWRDDVpi9OwRnpS,242733.0,3.0,Fearless Motivation Instrumentals,305662801,1200000,0.2761806845664978,0.0453654117882251,693.7596114891011,829.0049467788755,1256.0507381663604,0.039498627370356,-11.239435195922852
The Nights,42,Avicii,79,Stories,0.527,0.835,6.0,-5.298,1.0,0.0433,0.0166,0.0,0.249,0.654,125.983,0QjpQP1w7apeMXzioL8sqN,176658.0,4.0,Avicii,305488988,2800000,0.3788109123706817,0.2347903847694397,2877.1099141149607,2630.20404374603,5914.739234381047,0.1439311024574303,2.0802321434021
Blinding Lights,19,The Weeknd,94,Blinding Lights,0.513,0.796,1.0,-4.075,1.0,0.0629,0.00147,0.000209,0.0938,0.345,171.017,0sf12qNH5qcw8qpgymFOqD,201573.0,4.0,The Weeknd,304617954,3356904,0.4196079075336456,0.2658184468746185,1475.9763794026064,1737.0616791535806,3149.464288953657,0.0551754033233359,7.109468936920166
It's Beginning to Look a Lot like Christmas,37,Michael Bublé,70,Christmas (Deluxe 10th Anniversary Edition),0.34,0.222,4.0,-11.255,1.0,0.0339,0.882,5.12e-06,0.343,0.345,91.777,3SwZekRsxV4zUSBHc3nlRz,207200.0,3.0,Michael Bublé,304501880,1500000,0.3189889788627624,0.1058965548872947,1458.951456169524,1883.5848258036776,3014.548438104682,0.0641228170955882,-8.343765258789062
Rags2Riches 2 (feat. Lil Baby),4,Rod Wave,75,Pray 4 Love (Deluxe),0.874,0.443,5.0,-9.628,0.0,0.241,0.147,0.0,0.124,0.298,118.004,0qJeyYAgv6UpvewUxRXAhb,235988.0,4.0,Rod Wave,304348562,2200000,0.2898077964782715,0.0241392012685537,1135.83741461392,1201.2267739602758,2087.479043966476,0.0661609755950077,-16.651039123535156
Repeat Until Death,70,Novo Amor,69,Birthplace,0.233,0.15,1.0,-11.736,1.0,0.0336,0.982,0.36,0.154,0.0875,143.887,5PzWVmfzu7rePAuFkxPQf0,234080.0,3.0,Novo Amor,304099240,252500,0.2371336221694946,0.045545145869255,819.9274866397852,1368.9507090224456,1200.909404931792,0.0352843671391253,-10.212557792663574
Zeus,62,Tevvez,60,Zeus,0.298,0.845,5.0,-4.243,0.0,0.0885,0.038,0.882,0.357,0.217,152.382,5bNofz6tViGjfWBgozTscm,196085.0,4.0,Zeus,303027820,401700,0.3458982706069946,0.080075018107891,1704.472191954419,1706.620425012247,3434.03756817797,0.0931570330640479,-3.568166255950928
Gimme More,0,Britney Spears,78,Blackout,0.788,0.844,2.0,-3.131,1.0,0.0334,0.25,0.000678,0.0723,0.382,113.324,7CxhdANGZEPZ3BoTjFMKP3,251240.0,4.0,Britney Spears,302979520,976184,0.3607822358608246,0.2518960237503052,1880.066691497621,2174.381170896,4062.683766840412,0.0626866957720588,3.92358922958374
Je te laisserai des mots,86,Patrick Watson,68,Je te laisserai des mots,0.303,0.187,2.0,-16.757,1.0,0.0356,0.989,0.489,0.101,0.213,132.731,0V5cvmTKsYmF5FmGGEAfmS,160853.0,4.0,Patrick Watson,302890683,382700,0.2577455937862396,0.1005234271287918,752.5972918636722,1012.9956803258932,1127.7098475595008,0.0456750828415247,-6.557984352111816
Fake,64,The Tech Thieves,49,Fake,0.661,0.432,3.0,-7.078,0.0,0.0362,0.393,0.00158,0.096,0.554,169.978,5d7P5eapBbN3gfce5ARfuh,141176.0,4.0,The Tech Thieves,302887475,3400000,0.2931511998176574,0.0653372183442115,1321.6872179056406,1215.8258466784246,2286.861171663361,0.0779209196013931,-17.778642654418945
FML,68,Arizona Zervas,64,Living Facts,0.822,0.575,5.0,-5.95,1.0,0.0934,0.113,0.0,0.106,0.616,100.087,6lruHh1jF7ezgbLv72xYmf,223000.0,4.0,Arizona Zervas,302157394,518100,0.3204275071620941,0.1571685969829559,2508.546281388666,2224.6837111262744,4716.971477118808,0.1385256173809984,-10.908291816711426
Screeching Owl - Loopable,25,White Noise Radiance,71,Owl Sounds and Owl Noises,0.23,0.0327,1.0,-38.727,1.0,0.149,0.932,0.00496,0.83,0.0244,80.667,6RScVA1bXcmtXGD0wGyqXO,142222.0,4.0,Audiostock,302053104,1228568,0.638433039188385,0.0191111899912357,2050.287493147528,2249.5672318423467,3801.702011628048,0.1084041063999613,-5.094980716705322
lovely,26,Billie Eilish,87,Pop for You,0.292,0.296,4.0,-10.109,0.0,0.0359,0.934,0.0,0.095,0.112,115.046,7xkthafoCV3TvdCNRuYkFW,200186.0,4.0,Khalid & BILLIE EILISH,301621744,559800,0.2421853393316269,0.0785979032516479,992.3504157336786,1275.1630835409956,1848.113824708543,0.0481346295714009,-6.966143608093262
Cognac Queen,65,Megan Thee Stallion,75,Tina Snow,0.79,0.709,2.0,-5.806,1.0,0.224,0.0593,0.0,0.0794,0.26,131.079,2GbS8QZToLioxL8XMEwX3P,222752.0,4.0,Megan Thee Stallion,301511335,2451300,0.3478880524635315,0.1318098455667495,2758.9923205049845,2703.653946467399,5796.264950778831,0.133488610802051,-8.764589309692383
Watermelon Sugar,3,Harry Styles,86,Watermelon Sugar,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,1e9oZCCiX42nJl0AcqriVo,174000.0,4.0,HSHQ,301237144,1300000,0.2745212316513061,0.1638005971908569,2072.6273710829105,2162.971450126849,4377.573529411765,0.0962926905959752,-10.695087432861328
Let Go,40,Ark Patrol,52,Let Go,0.47,0.436,0.0,-10.228,1.0,0.0351,0.67,0.263,0.294,0.0389,81.972,3kdlVcMVsSkbsUy8eQcBjI,248056.0,3.0,Ark Patrol,300213027,540264,0.2633674740791321,0.1338341981172561,1240.646410562225,1364.585691529911,2310.511028655912,0.0618836016108746,-10.801770210266112
Terpesona,0,Bulan Sutena,37,Terpesona,0.831,0.178,1.0,-12.744,1.0,0.039,0.85,3.21e-06,0.153,0.36,114.02,2jmk5ZcLracZrrycx7kf57,147368.0,4.0,Bulan Sutena,299777158,1771432,0.2815093696117401,0.1116854548454284,1515.988383159655,1772.1384829792253,3039.8899515346848,0.0636371813322368,-10.96669864654541
No Guidance (Remix),43,Quise UE,21,No Guidance (Remix),0.667,0.596,1.0,-5.887,0.0,0.383,0.217,0.0,0.175,0.194,92.904,3R59OUQEoaq879hIm7n7Iq,238785.0,4.0,Ayzha Nyree,299235422,906500,0.350244402885437,0.2193358391523361,1841.1935330328888,1972.8844005258072,3530.345319151509,0.085187693498452,-4.307557582855225
Run Boy Run,0,Woodkid,57,The Golden Age,0.506,0.959,5.0,-5.264,0.0,0.102,0.084,0.000655,0.135,0.34,133.996,2YhapA5E1qTZ1Ykw9Y86ql,213267.0,4.0,Woodkid,299180499,401866,0.4409053921699524,0.2195450216531753,1265.2099051027992,1497.6547110765828,2573.934435770608,0.0607706075851393,4.191367149353027
I'm God,53,Clams Casino,57,I'm God,0.529,0.641,2.0,-6.78,1.0,0.0336,0.0711,0.76,0.102,0.089,141.927,6SFkLxjZLpK6PNwO91sMES,277711.0,4.0,Miss me?,298674032,163774,0.3032656013965606,0.0577972345054149,1894.7615100910864,1894.654458473035,3391.2294936992066,0.0971702363099845,-17.827058792114258
Jocelyn Flores,85,XXXTENTACION,84,17,0.872,0.391,0.0,-9.144,0.0,0.242,0.469,4.13e-06,0.297,0.437,134.021,7m9OqQk4RVRkw9JJdeAw96,119133.0,4.0,XXXTENTACION,295195028,986825,0.3093816041946411,0.1177884116768837,1997.7903103358915,1984.9627406572092,3754.3606312282313,0.0961112857972136,-13.22868537902832
Cannibal,0,Kesha,74,Cannibal,0.713,0.675,1.0,-4.632,1.0,0.0947,0.00859,0.0136,0.0506,0.592,129.963,6bmw3whbG7FBQojQPFk52l,194026.0,4.0,Kesha,295030028,3300000,0.451202929019928,0.1836078315973281,1753.3175580179525,1946.538973996637,3573.1033939326144,0.0739591143817724,-1.660253643989563
"Comptine D'un Autre Été, L'après-Midi - Amelie Movie Theme",60,Jonas Kvarnström,43,Best of Piano Movie Themes (21st Century Film Music),0.281,0.188,2.0,-17.51,1.0,0.0413,0.955,0.917,0.103,0.213,183.873,5oyxj5UC4z7mLP8NzMZr0c,290595.0,4.0,Audiostock,294775105,212880,0.2473200857639312,0.0547840856015682,714.1265753137776,796.5558127616762,1355.7251354489165,0.0441531721652476,-12.113799095153809
Wake Up,0,Cheese People,37,Cheese People,0.67,0.791,2.0,-5.973,1.0,0.0417,0.00529,0.0232,0.16,0.946,129.915,5lLuXWPq7zaPxmaS0yrphL,80453.0,4.0,Cheese People,292828424,1632300,0.39990234375,0.1513434201478958,3316.620977958843,2787.667768412852,6664.309701830979,0.1852052292956656,-0.1664147973060608
